fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2018-03-08,WN,WN,WN,1299,WN,N962WN,1299,15016,STL,"St. Louis, MO",11042,CLE,"Cleveland, OH",820,829,9,9,838,1050,5,1050,1055,5,0,,0,N,90,86,72,1,487,,,,,,,,,
2018-03-08,WN,WN,WN,1569,WN,N8692F,1569,15016,STL,"St. Louis, MO",11066,CMH,"Columbus, OH",810,836,26,12,848,1050,4,1030,1054,24,0,,0,N,80,78,62,1,409,13,0,0,0,11,,,,
2018-03-08,WN,WN,WN,5721,WN,N8556Z,5721,15016,STL,"St. Louis, MO",11066,CMH,"Columbus, OH",1940,1950,10,8,1958,2200,4,2155,2204,9,0,,0,N,75,74,62,1,409,,,,,,,,,
2018-03-08,WN,WN,WN,157,WN,N7718B,157,15016,STL,"St. Louis, MO",11259,DAL,"Dallas, TX",530,530,0,9,539,655,4,715,659,-16,0,,0,N,105,89,76,1,546,,,,,,,,,
2018-03-08,WN,WN,WN,444,WN,N7712G,444,15016,STL,"St. Louis, MO",11259,DAL,"Dallas, TX",1440,1438,-2,8,1446,1603,3,1620,1606,-14,0,,0,N,100,88,77,1,546,,,,,,,,,
2018-03-08,WN,WN,WN,1108,WN,N423WN,1108,15016,STL,"St. Louis, MO",11259,DAL,"Dallas, TX",1830,1911,41,6,1917,2034,3,2010,2037,27,0,,0,N,100,86,77,1,546,12,0,0,0,15,,,,
2018-03-08,WN,WN,WN,1719,WN,N220WN,1719,15016,STL,"St. Louis, MO",11259,DAL,"Dallas, TX",700,654,-6,7,701,817,6,845,823,-22,0,,0,N,105,89,76,1,546,,,,,,,,,
2018-03-08,WN,WN,WN,1838,WN,N8501V,1838,15016,STL,"St. Louis, MO",11259,DAL,"Dallas, TX",1030,1028,-2,6,1034,1152,3,1210,1155,-15,0,,0,N,100,87,78,1,546,,,,,,,,,
2018-03-08,WN,WN,WN,5763,WN,N265WN,5763,15016,STL,"St. Louis, MO",11259,DAL,"Dallas, TX",2120,2118,-2,7,2125,2241,5,2300,2246,-14,0,,0,N,100,88,76,1,546,,,,,,,,,
2018-03-08,WN,WN,WN,407,WN,N8663A,407,15016,STL,"St. Louis, MO",11278,DCA,"Washington, DC",1540,1922,222,8,1930,2202,5,1830,2207,217,0,,0,N,110,105,92,1,719,216,0,0,0,1,1703.0,23,23,
2018-03-08,WN,WN,WN,805,WN,N7725A,805,15016,STL,"St. Louis, MO",11278,DCA,"Washington, DC",2000,1959,-1,10,2009,2243,5,2250,2248,-2,0,,0,N,110,109,94,1,719,,,,,,,,,
2018-03-08,WN,WN,WN,2581,WN,N238WN,2581,15016,STL,"St. Louis, MO",11278,DCA,"Washington, DC",905,916,11,8,924,1157,3,1155,1200,5,0,,0,N,110,104,93,1,719,,,,,,,,,
2018-03-08,WN,WN,WN,302,WN,N909WN,302,15016,STL,"St. Louis, MO",11292,DEN,"Denver, CO",2020,2057,37,7,2104,2203,4,2140,2207,27,0,,0,N,140,130,119,1,770,10,0,0,0,17,,,,
2018-03-08,WN,WN,WN,2101,WN,N8665D,2101,15016,STL,"St. Louis, MO",11292,DEN,"Denver, CO",820,848,28,8,856,957,5,945,1002,17,0,,0,N,145,134,121,1,770,2,0,0,0,15,,,,
2018-03-08,WN,WN,WN,6365,WN,N8326F,6365,15016,STL,"St. Louis, MO",11292,DEN,"Denver, CO",1545,1553,8,8,1601,1658,8,1705,1706,1,0,,0,N,140,133,117,1,770,,,,,,,,,
2018-03-08,WN,WN,WN,6521,WN,N444WN,6521,15016,STL,"St. Louis, MO",11292,DEN,"Denver, CO",1110,1105,-5,9,1114,1211,7,1230,1218,-12,0,,0,N,140,133,117,1,770,,,,,,,,,
2018-03-08,WN,WN,WN,32,WN,N741SA,32,15016,STL,"St. Louis, MO",11423,DSM,"Des Moines, IA",2145,2140,-5,7,2147,2231,3,2245,2234,-11,0,,0,N,60,54,44,1,259,,,,,,,,,
2018-03-08,WN,WN,WN,6141,WN,N299WN,6141,15016,STL,"St. Louis, MO",11423,DSM,"Des Moines, IA",1030,1027,-3,10,1037,1126,2,1130,1128,-2,0,,0,N,60,61,49,1,259,,,,,,,,,
2018-03-08,WN,WN,WN,332,WN,N8705Q,332,15016,STL,"St. Louis, MO",11433,DTW,"Detroit, MI",1925,2142,137,12,2154,2,9,2150,11,141,0,,0,N,85,89,68,1,440,137,0,4,0,0,,,,
2018-03-08,WN,WN,WN,1895,WN,N783SW,1895,15016,STL,"St. Louis, MO",11433,DTW,"Detroit, MI",845,846,1,6,852,1108,7,1115,1115,0,0,,0,N,90,89,76,1,440,,,,,,,,,
2018-03-08,WN,WN,WN,252,WN,N8608N,252,15016,STL,"St. Louis, MO",11481,ECP,"Panama City, FL",1600,1636,36,7,1643,1804,3,1740,1807,27,0,,0,N,100,91,81,1,634,27,0,0,0,0,,,,
2018-03-08,WN,WN,WN,207,WN,N467WN,207,15016,STL,"St. Louis, MO",11618,EWR,"Newark, NJ",1930,1930,0,8,1938,2230,7,2245,2237,-8,0,,0,N,135,127,112,1,872,,,,,,,,,
2018-03-08,WN,WN,WN,716,WN,N8605E,716,15016,STL,"St. Louis, MO",11618,EWR,"Newark, NJ",830,941,71,8,949,1243,3,1150,1246,56,0,,0,N,140,125,114,1,872,48,0,0,0,8,,,,
2018-03-08,WN,WN,WN,185,WN,N7876A,185,15016,STL,"St. Louis, MO",11697,FLL,"Fort Lauderdale, FL",1655,1755,60,6,1801,2113,5,2035,2118,43,0,,0,N,160,143,132,1,1057,7,0,0,0,36,,,,
2018-03-08,WN,WN,WN,676,WN,N8706W,676,15016,STL,"St. Louis, MO",11697,FLL,"Fort Lauderdale, FL",705,705,0,8,713,1024,10,1045,1034,-11,0,,0,N,160,149,131,1,1057,,,,,,,,,
2018-03-08,WN,WN,WN,1624,WN,N8641B,1624,15016,STL,"St. Louis, MO",11697,FLL,"Fort Lauderdale, FL",1025,1549,324,9,1558,1911,11,1405,1922,317,0,,0,N,160,153,133,1,1057,314,0,0,0,3,,,,
2018-03-08,WN,WN,WN,992,WN,N7835A,992,15016,STL,"St. Louis, MO",12191,HOU,"Houston, TX",1340,1343,3,7,1350,1532,3,1550,1535,-15,0,,0,N,130,112,102,1,687,,,,,,,,,
2018-03-08,WN,WN,WN,1477,WN,N7853B,1477,15016,STL,"St. Louis, MO",12191,HOU,"Houston, TX",1035,1028,-7,8,1036,1215,4,1245,1219,-26,0,,0,N,130,111,99,1,687,,,,,,,,,
2018-03-08,WN,WN,WN,1782,WN,N7811F,1782,15016,STL,"St. Louis, MO",12191,HOU,"Houston, TX",525,518,-7,20,538,714,5,735,719,-16,0,,0,N,130,121,96,1,687,,,,,,,,,
2018-03-08,WN,WN,WN,2053,WN,N8653A,2053,15016,STL,"St. Louis, MO",12191,HOU,"Houston, TX",2150,2239,49,8,2247,20,5,2355,25,30,0,,0,N,125,106,93,1,687,19,0,0,0,11,,,,
2018-03-08,WN,WN,WN,172,WN,N402WN,172,15016,STL,"St. Louis, MO",12278,ICT,"Wichita, KS",1030,1047,17,7,1054,1158,3,1150,1201,11,0,,0,N,80,74,64,1,392,,,,,,,,,
2018-03-08,WN,WN,WN,1517,WN,N7739A,1517,15016,STL,"St. Louis, MO",12278,ICT,"Wichita, KS",2145,2152,7,10,2202,2304,5,2305,2309,4,0,,0,N,80,77,62,1,392,,,,,,,,,
2018-03-08,WN,WN,WN,594,WN,N7823A,594,15016,STL,"St. Louis, MO",12889,LAS,"Las Vegas, NV",1515,1520,5,7,1527,1645,4,1650,1649,-1,0,,0,N,215,209,198,1,1371,,,,,,,,,
2018-03-08,WN,WN,WN,1199,WN,N8558Z,1199,15016,STL,"St. Louis, MO",12889,LAS,"Las Vegas, NV",515,520,5,20,540,652,3,650,655,5,0,,0,N,215,215,192,1,1371,,,,,,,,,
2018-03-08,WN,WN,WN,1766,WN,N8545V,1766,15016,STL,"St. Louis, MO",12889,LAS,"Las Vegas, NV",2115,2150,35,6,2156,2310,7,2245,2317,32,0,,0,N,210,207,194,1,1371,0,0,0,0,32,,,,
2018-03-08,WN,WN,WN,2088,WN,N8509U,2088,15016,STL,"St. Louis, MO",12889,LAS,"Las Vegas, NV",1835,1925,50,6,1931,2050,6,2010,2056,46,0,,0,N,215,211,199,1,1371,40,0,0,0,6,,,,
2018-03-08,WN,WN,WN,482,WN,N8630B,482,15016,STL,"St. Louis, MO",12892,LAX,"Los Angeles, CA",2145,20,155,9,29,219,5,2355,224,149,0,,0,N,250,244,230,1,1592,144,0,0,0,5,,,,
2018-03-08,WN,WN,WN,1742,WN,N8614M,1742,15016,STL,"St. Louis, MO",12892,LAX,"Los Angeles, CA",1345,1352,7,7,1359,1542,17,1555,1559,4,0,,0,N,250,247,223,1,1592,,,,,,,,,
2018-03-08,WN,WN,WN,1971,WN,N8318F,1971,15016,STL,"St. Louis, MO",12892,LAX,"Los Angeles, CA",650,653,3,7,700,853,9,900,902,2,0,,0,N,250,249,233,1,1592,,,,,,,,,
2018-03-08,WN,WN,WN,623,WN,N939WN,623,15016,STL,"St. Louis, MO",12953,LGA,"New York, NY",1945,1945,0,5,1950,2247,4,2300,2251,-9,0,,0,N,135,126,117,1,888,,,,,,,,,
2018-03-08,WN,WN,WN,2089,WN,N903WN,2089,15016,STL,"St. Louis, MO",12953,LGA,"New York, NY",1300,1302,2,7,1309,1607,11,1620,1618,-2,0,,0,N,140,136,118,1,888,,,,,,,,,
2018-03-08,WN,WN,WN,6600,WN,N745SW,6600,15016,STL,"St. Louis, MO",12953,LGA,"New York, NY",815,823,8,11,834,1138,6,1135,1144,9,0,,0,N,140,141,124,1,888,,,,,,,,,
2018-03-08,WN,WN,WN,210,WN,N712SW,210,15016,STL,"St. Louis, MO",12992,LIT,"Little Rock, AR",1035,1030,-5,8,1038,1122,1,1140,1123,-17,0,,0,N,65,53,44,1,296,,,,,,,,,
2018-03-08,WN,WN,WN,981,WN,N288WN,981,15016,STL,"St. Louis, MO",12992,LIT,"Little Rock, AR",2145,2338,113,7,2345,27,3,2250,30,100,0,,0,N,65,52,42,1,296,39,0,0,0,61,,,,
2018-03-08,WN,WN,WN,233,WN,N786SW,233,15016,STL,"St. Louis, MO",13198,MCI,"Kansas City, MO",2155,2151,-4,7,2158,2241,3,2255,2244,-11,0,,0,N,60,53,43,1,237,,,,,,,,,
2018-03-08,WN,WN,WN,440,WN,N7812G,440,15016,STL,"St. Louis, MO",13198,MCI,"Kansas City, MO",1020,1024,4,7,1031,1118,4,1125,1122,-3,0,,0,N,65,58,47,1,237,,,,,,,,,
2018-03-08,WN,WN,WN,459,WN,N959WN,459,15016,STL,"St. Louis, MO",13198,MCI,"Kansas City, MO",1340,1343,3,6,1349,1438,4,1445,1442,-3,0,,0,N,65,59,49,1,237,,,,,,,,,
2018-03-08,WN,WN,WN,2022,WN,N724SW,2022,15016,STL,"St. Louis, MO",13198,MCI,"Kansas City, MO",1620,1638,18,9,1647,1734,5,1720,1739,19,0,,0,N,60,61,47,1,237,11,0,1,0,7,,,,
2018-03-08,WN,WN,WN,1279,WN,N209WN,1279,15016,STL,"St. Louis, MO",13204,MCO,"Orlando, FL",1000,1013,13,7,1020,1303,6,1320,1309,-11,0,,0,N,140,116,103,1,882,,,,,,,,,
2018-03-08,WN,WN,WN,1412,WN,N7817J,1412,15016,STL,"St. Louis, MO",13204,MCO,"Orlando, FL",820,830,10,8,838,1125,6,1140,1131,-9,0,,0,N,140,121,107,1,882,,,,,,,,,
2018-03-08,WN,WN,WN,1640,WN,N423WN,1640,15016,STL,"St. Louis, MO",13204,MCO,"Orlando, FL",1225,1222,-3,6,1228,1511,2,1545,1513,-32,0,,0,N,140,111,103,1,882,,,,,,,,,
2018-03-08,WN,WN,WN,1872,WN,N7820L,1872,15016,STL,"St. Louis, MO",13204,MCO,"Orlando, FL",1925,1930,5,13,1943,2229,8,2240,2237,-3,0,,0,N,135,127,106,1,882,,,,,,,,,
2018-03-08,WN,WN,WN,1888,WN,N8640D,1888,15016,STL,"St. Louis, MO",13204,MCO,"Orlando, FL",1550,1606,16,8,1614,1859,6,1910,1905,-5,0,,0,N,140,119,105,1,882,,,,,,,,,
2018-03-08,WN,WN,WN,175,WN,N224WN,175,15016,STL,"St. Louis, MO",13232,MDW,"Chicago, IL",2050,2103,13,12,2115,2201,4,2150,2205,15,0,,0,N,60,62,46,1,251,1,0,2,0,12,,,,
2018-03-08,WN,WN,WN,1243,WN,N241WN,1243,15016,STL,"St. Louis, MO",13232,MDW,"Chicago, IL",1815,1844,29,9,1853,1940,8,1920,1948,28,0,,0,N,65,64,47,1,251,11,0,0,0,17,,,,
2018-03-08,WN,WN,WN,1543,WN,N226WN,1543,15016,STL,"St. Louis, MO",13232,MDW,"Chicago, IL",825,824,-1,8,832,918,5,930,923,-7,0,,0,N,65,59,46,1,251,,,,,,,,,
2018-03-08,WN,WN,WN,1827,WN,N7855A,1827,15016,STL,"St. Louis, MO",13232,MDW,"Chicago, IL",505,513,8,7,520,608,5,610,613,3,0,,0,N,65,60,48,1,251,,,,,,,,,
2018-03-08,WN,WN,WN,1899,WN,N757LV,1899,15016,STL,"St. Louis, MO",13232,MDW,"Chicago, IL",945,945,0,12,957,1047,5,1045,1052,7,0,,0,N,60,67,50,1,251,,,,,,,,,
2018-03-08,WN,WN,WN,1911,WN,N492WN,1911,15016,STL,"St. Louis, MO",13232,MDW,"Chicago, IL",1215,1214,-1,10,1224,1310,6,1315,1316,1,0,,0,N,60,62,46,1,251,,,,,,,,,
2018-03-08,WN,WN,WN,1953,WN,N742SW,1953,15016,STL,"St. Louis, MO",13232,MDW,"Chicago, IL",1600,1607,7,9,1616,1704,3,1700,1707,7,0,,0,N,60,60,48,1,251,,,,,,,,,
2018-03-08,WN,WN,WN,5814,WN,N291WN,5814,15016,STL,"St. Louis, MO",13232,MDW,"Chicago, IL",1920,1933,13,8,1941,2027,4,2020,2031,11,0,,0,N,60,58,46,1,251,,,,,,,,,
2018-03-08,WN,WN,WN,1915,WN,N708SW,1915,15016,STL,"St. Louis, MO",13342,MKE,"Milwaukee, WI",640,632,-8,18,650,742,3,750,745,-5,0,,0,N,70,73,52,1,317,,,,,,,,,
2018-03-08,WN,WN,WN,6178,WN,N8327A,6178,15016,STL,"St. Louis, MO",13342,MKE,"Milwaukee, WI",1550,1559,9,7,1606,1704,6,1700,1710,10,0,,0,N,70,71,58,1,317,,,,,,,,,
2018-03-08,WN,WN,WN,1486,WN,N7873A,1486,15016,STL,"St. Louis, MO",13487,MSP,"Minneapolis, MN",2155,2212,17,9,2221,2331,5,2325,2336,11,0,,0,N,90,84,70,1,448,,,,,,,,,
2018-03-08,WN,WN,WN,5400,WN,N7845A,5400,15016,STL,"St. Louis, MO",13487,MSP,"Minneapolis, MN",1100,1057,-3,10,1107,1219,5,1230,1224,-6,0,,0,N,90,87,72,1,448,,,,,,,,,
2018-03-08,WN,WN,WN,518,WN,N8714Q,518,15016,STL,"St. Louis, MO",13495,MSY,"New Orleans, LA",1435,1434,-1,10,1444,1601,4,1620,1605,-15,0,,0,N,105,91,77,1,604,,,,,,,,,
2018-03-08,WN,WN,WN,1758,WN,N242WN,1758,15016,STL,"St. Louis, MO",13495,MSY,"New Orleans, LA",1925,1934,9,8,1942,2057,8,2105,2105,0,0,,0,N,100,91,75,1,604,,,,,,,,,
2018-03-08,WN,WN,WN,1340,WN,N965WN,1340,15016,STL,"St. Louis, MO",13796,OAK,"Oakland, CA",1355,1354,-1,8,1402,1614,5,1615,1619,4,0,,0,N,260,265,252,1,1725,,,,,,,,,
2018-03-08,WN,WN,WN,376,WN,N473WN,376,15016,STL,"St. Louis, MO",13851,OKC,"Oklahoma City, OK",1030,1028,-2,5,1033,1141,3,1200,1144,-16,0,,0,N,90,76,68,1,462,,,,,,,,,
2018-03-08,WN,WN,WN,1103,WN,N248WN,1103,15016,STL,"St. Louis, MO",13851,OKC,"Oklahoma City, OK",2140,2135,-5,7,2142,2253,2,2310,2255,-15,0,,0,N,90,80,71,1,462,,,,,,,,,
2018-03-08,WN,WN,WN,357,WN,N434WN,357,15016,STL,"St. Louis, MO",13871,OMA,"Omaha, NE",2155,2254,59,6,2300,2359,3,2310,2,52,0,,0,N,75,68,59,1,342,0,0,0,0,52,,,,
2018-03-08,WN,WN,WN,653,WN,N419WN,653,15016,STL,"St. Louis, MO",13871,OMA,"Omaha, NE",1030,1033,3,7,1040,1139,3,1145,1142,-3,0,,0,N,75,69,59,1,342,,,,,,,,,
2018-03-08,WN,WN,WN,5934,WN,N7725A,5934,15016,STL,"St. Louis, MO",13871,OMA,"Omaha, NE",1545,1539,-6,9,1548,1652,2,1655,1654,-1,0,,0,N,70,75,64,1,342,,,,,,,,,
2018-03-08,WN,WN,WN,522,WN,N8531Q,522,15016,STL,"St. Louis, MO",14057,PDX,"Portland, OR",1325,1347,22,13,1400,1611,4,1550,1615,25,0,,0,N,265,268,251,1,1708,3,0,3,0,19,,,,
2018-03-08,WN,WN,WN,924,WN,N435WN,924,15016,STL,"St. Louis, MO",14100,PHL,"Philadelphia, PA",825,836,11,8,844,1132,3,1130,1135,5,0,,0,N,125,119,108,1,814,,,,,,,,,
2018-03-08,WN,WN,WN,6120,WN,N477WN,6120,15016,STL,"St. Louis, MO",14100,PHL,"Philadelphia, PA",1930,2024,54,11,2035,2323,4,2230,2327,57,0,,0,N,120,123,108,1,814,5,0,3,0,49,,,,
2018-03-08,WN,WN,WN,114,WN,N408WN,114,15016,STL,"St. Louis, MO",14107,PHX,"Phoenix, AZ",2230,2248,18,7,2255,101,6,50,107,17,0,,0,N,200,199,186,1,1262,17,0,0,0,0,,,,
2018-03-08,WN,WN,WN,933,WN,N464WN,933,15016,STL,"St. Louis, MO",14107,PHX,"Phoenix, AZ",1820,1835,15,10,1845,2052,7,2040,2059,19,0,,0,N,200,204,187,1,1262,8,0,4,0,7,,,,
2018-03-08,WN,WN,WN,6100,WN,N784SW,6100,15016,STL,"St. Louis, MO",14107,PHX,"Phoenix, AZ",1615,1622,7,6,1628,1831,9,1835,1840,5,0,,0,N,200,198,183,1,1262,,,,,,,,,
2018-03-08,WN,WN,WN,6603,WN,N8326F,6603,15016,STL,"St. Louis, MO",14107,PHX,"Phoenix, AZ",620,618,-2,11,629,835,5,850,840,-10,0,,0,N,210,202,186,1,1262,,,,,,,,,
2018-03-08,WN,WN,WN,974,WN,N297WN,974,15016,STL,"St. Louis, MO",14122,PIT,"Pittsburgh, PA",1600,1605,5,6,1611,1827,8,1830,1835,5,0,,0,N,90,90,76,1,554,,,,,,,,,
2018-03-08,WN,WN,WN,1515,WN,N7739A,1515,15016,STL,"St. Louis, MO",14492,RDU,"Raleigh/Durham, NC",820,833,13,10,843,1109,3,1105,1112,7,0,,0,N,105,99,86,1,667,,,,,,,,,
2018-03-08,WN,WN,WN,3,WN,N409WN,3,15016,STL,"St. Louis, MO",14635,RSW,"Fort Myers, FL",1825,1823,-2,7,1830,2132,4,2150,2136,-14,0,,0,N,145,133,122,1,979,,,,,,,,,
2018-03-08,WN,WN,WN,1694,WN,N7826B,1694,15016,STL,"St. Louis, MO",14635,RSW,"Fort Myers, FL",715,716,1,7,723,1018,3,1040,1021,-19,0,,0,N,145,125,115,1,979,,,,,,,,,
2018-03-08,WN,WN,WN,1780,WN,N7746C,1780,15016,STL,"St. Louis, MO",14679,SAN,"San Diego, CA",1750,1750,0,7,1757,1940,3,1945,1943,-2,0,,0,N,235,233,223,1,1557,,,,,,,,,
2018-03-08,WN,WN,WN,1967,WN,N7881A,1967,15016,STL,"St. Louis, MO",14679,SAN,"San Diego, CA",1340,1342,2,6,1348,1532,1,1535,1533,-2,0,,0,N,235,231,224,1,1557,,,,,,,,,
2018-03-08,WN,WN,WN,235,WN,N7727A,235,15016,STL,"St. Louis, MO",14683,SAT,"San Antonio, TX",1035,1030,-5,9,1039,1229,3,1250,1232,-18,0,,0,N,135,122,110,1,786,,,,,,,,,
2018-03-08,WN,WN,WN,6334,WN,N7745A,6334,15016,STL,"St. Louis, MO",14683,SAT,"San Antonio, TX",2150,2147,-3,9,2156,2342,2,5,2344,-21,0,,0,N,135,117,106,1,786,,,,,,,,,
2018-03-08,WN,WN,WN,5647,WN,N8643A,5647,15016,STL,"St. Louis, MO",14747,SEA,"Seattle, WA",1345,1346,1,8,1354,1609,8,1615,1617,2,0,,0,N,270,271,255,1,1709,,,,,,,,,
2018-03-08,WN,WN,WN,1109,WN,N8631A,1109,15016,STL,"St. Louis, MO",14771,SFO,"San Francisco, CA",1340,1352,12,9,1401,1616,10,1605,1626,21,0,,0,N,265,274,255,1,1735,11,0,9,0,1,,,,
2018-03-08,WN,WN,WN,1568,WN,N957WN,1568,15016,STL,"St. Louis, MO",15304,TPA,"Tampa, FL",515,512,-3,16,528,823,3,825,826,1,0,,0,N,130,134,115,1,869,,,,,,,,,
2018-03-08,WN,WN,WN,6059,WN,N439WN,6059,15016,STL,"St. Louis, MO",15304,TPA,"Tampa, FL",2055,2053,-2,7,2100,2344,4,5,2348,-17,0,,0,N,130,115,104,1,869,,,,,,,,,
2018-03-08,WN,WN,WN,6085,WN,N262WN,6085,15016,STL,"St. Louis, MO",15304,TPA,"Tampa, FL",1420,1447,27,8,1455,1739,4,1735,1743,8,0,,0,N,135,116,104,1,869,,,,,,,,,
2018-03-08,WN,WN,WN,1088,WN,N903WN,1088,15016,STL,"St. Louis, MO",15370,TUL,"Tulsa, OK",2145,2144,-1,8,2152,2247,3,2300,2250,-10,0,,0,N,75,66,55,1,351,,,,,,,,,
2018-03-08,WN,WN,WN,1752,WN,N260WN,1752,15016,STL,"St. Louis, MO",15370,TUL,"Tulsa, OK",1035,1134,59,7,1141,1231,2,1150,1233,43,0,,0,N,75,59,50,1,351,43,0,0,0,0,,,,
2018-03-08,WN,WN,WN,154,WN,,154,15304,TPA,"Tampa, FL",10257,ALB,"Albany, NY",530,,,,,,,815,,,1,B,0,N,165,,,1,1130,,,,,,,,,
2018-03-08,WN,WN,WN,6431,WN,N7854B,6431,15304,TPA,"Tampa, FL",10257,ALB,"Albany, NY",1425,1439,14,8,1447,1706,3,1715,1709,-6,0,,0,N,170,150,139,1,1130,,,,,,,,,
2018-03-08,WN,WN,WN,360,WN,N221WN,360,15304,TPA,"Tampa, FL",10397,ATL,"Atlanta, GA",2010,2039,29,9,2048,2154,7,2145,2201,16,0,,0,N,95,82,66,1,406,0,0,0,0,16,,,,
2018-03-08,WN,WN,WN,1778,WN,N779SW,1778,15304,TPA,"Tampa, FL",10397,ATL,"Atlanta, GA",610,610,0,9,619,730,5,740,735,-5,0,,0,N,90,85,71,1,406,,,,,,,,,
2018-03-08,WN,WN,WN,1989,WN,N7829B,1989,15304,TPA,"Tampa, FL",10397,ATL,"Atlanta, GA",845,843,-2,14,857,1007,5,1020,1012,-8,0,,0,N,95,89,70,1,406,,,,,,,,,
2018-03-08,WN,WN,WN,2112,WN,N912WN,2112,15304,TPA,"Tampa, FL",10397,ATL,"Atlanta, GA",1310,1310,0,10,1320,1431,3,1445,1434,-11,0,,0,N,95,84,71,1,406,,,,,,,,,
2018-03-08,WN,WN,WN,5799,WN,N205WN,5799,15304,TPA,"Tampa, FL",10397,ATL,"Atlanta, GA",1120,1115,-5,13,1128,1244,4,1255,1248,-7,0,,0,N,95,93,76,1,406,,,,,,,,,
2018-03-08,WN,WN,WN,6085,WN,N262WN,6085,15304,TPA,"Tampa, FL",10397,ATL,"Atlanta, GA",1810,1820,10,20,1840,1945,16,1945,2001,16,0,,0,N,95,101,65,1,406,2,0,6,0,8,,,,
2018-03-08,WN,WN,WN,582,WN,N7828A,582,15304,TPA,"Tampa, FL",10423,AUS,"Austin, TX",1750,1748,-2,14,1802,1925,6,1930,1931,1,0,,0,N,160,163,143,1,928,,,,,,,,,
2018-03-08,WN,WN,WN,1591,WN,,1591,15304,TPA,"Tampa, FL",10529,BDL,"Hartford, CT",545,,,,,,,825,,,1,B,0,N,160,,,1,1111,,,,,,,,,
2018-03-08,WN,WN,WN,6354,WN,N8533S,6354,15304,TPA,"Tampa, FL",10529,BDL,"Hartford, CT",1510,1512,2,8,1520,1731,4,1755,1735,-20,0,,0,N,165,143,131,1,1111,,,,,,,,,
2018-03-08,WN,WN,WN,259,WN,N413WN,259,15304,TPA,"Tampa, FL",10599,BHM,"Birmingham, AL",2135,2128,-7,10,2138,2150,2,2200,2152,-8,0,,0,N,85,84,72,1,459,,,,,,,,,
2018-03-08,WN,WN,WN,2041,WN,N243WN,2041,15304,TPA,"Tampa, FL",10599,BHM,"Birmingham, AL",1005,1002,-3,12,1014,1025,3,1030,1028,-2,0,,0,N,85,86,71,1,459,,,,,,,,,
2018-03-08,WN,WN,WN,523,WN,N7887A,523,15304,TPA,"Tampa, FL",10693,BNA,"Nashville, TN",2250,2245,-5,9,2254,2325,4,2340,2329,-11,0,,0,N,110,104,91,1,612,,,,,,,,,
2018-03-08,WN,WN,WN,797,WN,N412WN,797,15304,TPA,"Tampa, FL",10693,BNA,"Nashville, TN",1215,1219,4,7,1226,1258,4,1305,1302,-3,0,,0,N,110,103,92,1,612,,,,,,,,,
2018-03-08,WN,WN,WN,1349,WN,N278WN,1349,15304,TPA,"Tampa, FL",10693,BNA,"Nashville, TN",900,913,13,12,925,956,4,950,1000,10,0,,0,N,110,107,91,1,612,,,,,,,,,
2018-03-08,WN,WN,WN,1831,WN,N217JC,1831,15304,TPA,"Tampa, FL",10693,BNA,"Nashville, TN",1610,1612,2,12,1624,1657,5,1700,1702,2,0,,0,N,110,110,93,1,612,,,,,,,,,
2018-03-08,WN,WN,WN,1399,WN,N8320J,1399,15304,TPA,"Tampa, FL",10792,BUF,"Buffalo, NY",2040,2051,11,7,2058,2316,5,2320,2321,1,0,,0,N,160,150,138,1,1053,,,,,,,,,
2018-03-08,WN,WN,WN,1406,WN,N8659D,1406,15304,TPA,"Tampa, FL",10792,BUF,"Buffalo, NY",1100,1058,-2,10,1108,1325,3,1340,1328,-12,0,,0,N,160,150,137,1,1053,,,,,,,,,
2018-03-08,WN,WN,WN,372,WN,N780SW,372,15304,TPA,"Tampa, FL",10821,BWI,"Baltimore, MD",1735,1751,16,12,1803,1950,3,1950,1953,3,0,,0,N,135,122,107,1,842,,,,,,,,,
2018-03-08,WN,WN,WN,511,WN,N441WN,511,15304,TPA,"Tampa, FL",10821,BWI,"Baltimore, MD",2305,2351,46,6,2357,141,4,120,145,25,0,,0,N,135,114,104,1,842,0,0,0,0,25,,,,
2018-03-08,WN,WN,WN,613,WN,N8653A,613,15304,TPA,"Tampa, FL",10821,BWI,"Baltimore, MD",525,533,8,8,541,725,4,740,729,-11,0,,0,N,135,116,104,1,842,,,,,,,,,
2018-03-08,WN,WN,WN,1124,WN,N8301J,1124,15304,TPA,"Tampa, FL",10821,BWI,"Baltimore, MD",1845,1846,1,11,1857,2045,4,2100,2049,-11,0,,0,N,135,123,108,1,842,,,,,,,,,
2018-03-08,WN,WN,WN,1544,WN,N782SA,1544,15304,TPA,"Tampa, FL",10821,BWI,"Baltimore, MD",845,848,3,11,859,1043,2,1100,1045,-15,0,,0,N,135,117,104,1,842,,,,,,,,,
