,crs_dep_time,crs_arr_time,crs_elapsed_time,flights,distance,year,month,day,dep_time_of_day,arr_time_of_day,mean_arr_delay_orig_airport,mean_arr_delay_dest_airport,mean_arr_delay_carrier,orig_weather_categ_no weather data,orig_weather_categ_rain,orig_weather_categ_snow,orig_weather_categ_snow & rain,orig_weather_categ_sunny,dest_weather_categ_no weather data,dest_weather_categ_rain,dest_weather_categ_snow,dest_weather_categ_snow & rain,dest_weather_categ_sunny,orig_region_East-South Central,orig_region_Mid-Atlantic,orig_region_New England,orig_region_North-West,orig_region_Offshore Territory,orig_region_Pacific,orig_region_South-Atlantic,orig_region_South-West,orig_region_West-North Central,orig_region_West-South Central,dest_region_East-South Central,dest_region_Mid-Atlantic,dest_region_New England,dest_region_North-West,dest_region_Offshore Territory,dest_region_Pacific,dest_region_South-Atlantic,dest_region_South-West,dest_region_West-North Central,dest_region_West-South Central
4851,2030,6,156.0,1.0,999.0,2019,6,17,3,1,7.569148936170213,14.5,5.078223270440252,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4852,715,1208,173.0,1.0,1242.0,2019,12,9,0,2,-0.7631578947368421,3.0833333333333335,5.078223270440252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4853,940,1042,182.0,1.0,1303.0,2018,7,16,0,0,4.889952153110048,3.2777777777777777,8.24934929724102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4854,924,1038,74.0,1.0,257.0,2019,5,5,0,0,6.201438848920863,15.789473684210526,5.078223270440252,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4855,955,1705,250.0,1.0,1984.0,2018,1,26,0,3,5.15566037735849,0.3163265306122449,3.9402271368798565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4856,1834,2058,84.0,1.0,343.0,2019,5,14,3,3,8.521739130434783,2.8,5.078223270440252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4857,1810,2014,184.0,1.0,1062.0,2019,1,1,3,3,7.386666666666667,7.986149584487535,16.312883435582823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4858,2135,555,320.0,1.0,2343.0,2019,6,15,1,0,-0.7631578947368421,11.274809160305344,0.2486865148861646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4859,1828,2200,392.0,1.0,2585.0,2019,2,19,3,1,6.568421052631579,5.147465437788019,8.24934929724102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4860,735,1035,300.0,1.0,1959.0,2019,11,6,0,0,2.4909090909090907,-3.578125,3.9402271368798565,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4861,2053,2114,81.0,1.0,332.0,2019,7,5,3,1,2.3117647058823527,6.486486486486487,3.8531746031746033,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4862,1000,1142,102.0,1.0,416.0,2019,9,2,0,0,8.521739130434783,4.414634146341464,8.24934929724102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4863,1643,1926,103.0,1.0,489.0,2019,11,4,2,3,1.8333333333333333,5.432558139534883,3.8531746031746033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4864,1600,1928,388.0,1.0,2446.0,2019,2,15,2,3,4.371621621621622,3.2777777777777777,12.312328767123288,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4865,852,1006,194.0,1.0,1123.0,2018,5,20,0,0,11.366071428571429,7.986149584487535,16.312883435582823,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4866,700,1254,234.0,1.0,1781.0,2018,12,14,0,2,3.2857142857142856,6.31640625,8.24934929724102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4867,1515,1649,94.0,1.0,308.0,2018,7,4,2,2,-0.7631578947368421,3.8076923076923075,0.2486865148861646,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4868,700,1201,181.0,1.0,1299.0,2019,11,23,0,2,5.15566037735849,5.432558139534883,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4869,1900,2044,104.0,1.0,337.0,2018,7,20,3,3,3.6157205240174672,12.547231270358306,8.24934929724102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4870,1901,2105,124.0,1.0,594.0,2018,3,3,3,1,10.992424242424242,3.3333333333333335,8.24934929724102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4871,1700,1822,82.0,1.0,396.0,2018,10,28,3,3,7.569148936170213,-10.0,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4872,1815,2136,141.0,1.0,854.0,2018,4,12,3,1,4.889952153110048,6.5423728813559325,8.24934929724102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4873,550,850,180.0,1.0,1107.0,2019,6,7,0,0,3.3743589743589744,4.6437246963562755,0.2486865148861646,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4874,810,905,55.0,1.0,163.0,2019,7,20,0,0,-2.4029850746268657,5.107142857142857,3.9402271368798565,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4875,600,1048,228.0,1.0,1666.0,2018,12,14,0,0,13.16,9.53125,12.312328767123288,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4876,830,945,75.0,1.0,349.0,2019,6,15,0,0,3.342857142857143,7.986149584487535,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4877,1357,1540,163.0,1.0,764.0,2018,1,19,2,2,8.6875,5.515463917525773,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4878,520,705,105.0,1.0,543.0,2018,11,24,0,0,-1.7083333333333333,-3.578125,3.9402271368798565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4879,1700,1910,130.0,1.0,784.0,2018,8,10,3,3,5.230769230769231,-0.1623931623931624,0.2486865148861646,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4880,1325,1450,85.0,1.0,423.0,2019,1,30,2,2,-1.0526315789473684,8.442477876106194,3.9402271368798565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4881,905,1058,233.0,1.0,1477.0,2018,4,3,0,0,7.569148936170213,-0.6521739130434783,5.078223270440252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4882,934,1154,80.0,1.0,255.0,2019,12,2,0,0,5.15566037735849,9.221276595744682,16.312883435582823,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4883,815,1025,130.0,1.0,481.0,2018,2,11,0,0,0.46153846153846156,0.8445945945945946,5.078223270440252,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4884,1655,2225,210.0,1.0,1521.0,2018,11,30,2,1,5.15566037735849,8.442477876106194,3.9402271368798565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4885,954,1052,58.0,1.0,119.0,2019,11,13,0,0,3.3743589743589744,-4.0,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4886,1650,1710,80.0,1.0,223.0,2019,11,26,2,3,-5.375,6.31640625,8.24934929724102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4887,1130,1255,85.0,1.0,257.0,2019,7,12,0,2,4.353191489361702,106.8,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4888,800,1040,340.0,1.0,2466.0,2019,7,7,0,0,2.0987654320987654,-1.5294117647058822,0.2486865148861646,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4889,1345,1638,173.0,1.0,954.0,2019,12,6,2,2,3.3659574468085105,12.547231270358306,0.2486865148861646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4890,1100,1658,238.0,1.0,1739.0,2018,4,29,0,2,-1.7083333333333333,6.31640625,8.24934929724102,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4891,815,1022,247.0,1.0,1528.0,2019,9,23,0,0,2.0307692307692307,-2.1129943502824857,3.8531746031746033,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4892,1302,1435,93.0,1.0,280.0,2019,8,25,2,2,13.46875,5.1256830601092895,3.8531746031746033,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4893,1526,1703,97.0,1.0,322.0,2018,7,4,2,3,22.07547169811321,0.8445945945945946,5.078223270440252,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4894,1950,2255,125.0,1.0,781.0,2019,4,16,3,1,3.1911764705882355,0.3163265306122449,3.9402271368798565,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4895,900,1030,90.0,1.0,480.0,2018,5,22,0,0,3.2857142857142856,3.2777777777777777,3.9402271368798565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4896,755,902,67.0,1.0,192.0,2019,12,29,0,0,4.889952153110048,-5.0,8.24934929724102,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4897,1530,1640,70.0,1.0,227.0,2018,10,25,2,2,-4.166666666666667,-0.040169133192389,3.8531746031746033,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4898,610,730,80.0,1.0,236.0,2019,8,21,0,0,5.15566037735849,12.547231270358306,0.2486865148861646,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4899,1800,2013,133.0,1.0,544.0,2018,1,7,3,3,6.201438848920863,5.653846153846154,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4900,650,1455,305.0,1.0,2447.0,2018,12,5,0,2,0.6896551724137931,-1.4881889763779528,3.9402271368798565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4901,1620,2156,216.0,1.0,1620.0,2019,12,2,2,1,10.992424242424242,5.653846153846154,8.24934929724102,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4902,2040,2149,69.0,1.0,212.0,2018,2,13,3,1,13.46875,2.810810810810811,5.078223270440252,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4903,1650,2030,400.0,1.0,2586.0,2019,7,25,2,3,4.371621621621622,5.147465437788019,0.2486865148861646,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4904,725,840,135.0,1.0,793.0,2019,6,3,0,0,3.2672413793103448,5.515463917525773,3.9402271368798565,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4905,1925,2105,160.0,1.0,957.0,2019,12,26,3,1,10.992424242424242,-3.578125,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4906,1442,1726,164.0,1.0,951.0,2018,2,12,2,3,6.375,9.606741573033707,5.078223270440252,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4907,913,1057,104.0,1.0,335.0,2019,11,30,0,0,-5.5,5.653846153846154,3.8531746031746033,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4908,1815,1941,86.0,1.0,373.0,2019,5,27,3,3,45.0,25.071428571428573,16.312883435582823,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4909,2135,2225,110.0,1.0,587.0,2018,8,26,1,1,0.2987012987012987,5.515463917525773,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4910,558,748,110.0,1.0,488.0,2018,9,22,0,0,12.975961538461538,2.8487394957983194,3.8531746031746033,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4911,615,725,70.0,1.0,325.0,2018,4,10,0,0,-3.6666666666666665,9.221276595744682,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4912,1415,1601,106.0,1.0,509.0,2018,12,24,2,2,11.366071428571429,8.962962962962964,3.8531746031746033,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4913,1000,1135,215.0,1.0,1468.0,2019,7,27,0,0,9.616279069767442,-3.578125,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4914,1543,1735,232.0,1.0,1371.0,2018,3,9,2,3,2.727272727272727,12.547231270358306,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4915,2010,2152,102.0,1.0,416.0,2018,2,16,3,1,7.851851851851852,11.220095693779903,3.8531746031746033,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4916,837,1042,125.0,1.0,618.0,2018,8,21,0,0,3.3659574468085105,-0.5,0.2486865148861646,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4917,1300,1425,85.0,1.0,436.0,2019,9,4,2,2,-1.6527777777777777,-1.6388888888888888,3.9402271368798565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4918,1131,1712,221.0,1.0,1589.0,2018,9,26,0,3,3.6157205240174672,5.432558139534883,8.24934929724102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4919,1750,1950,120.0,1.0,577.0,2018,8,14,3,3,0.2987012987012987,-0.040169133192389,3.8531746031746033,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4920,1419,1601,102.0,1.0,515.0,2018,12,10,2,2,2.3117647058823527,3.1363636363636362,3.8531746031746033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4921,1433,1715,162.0,1.0,946.0,2019,12,22,2,3,6.568421052631579,-1.4881889763779528,5.078223270440252,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4922,1935,2116,161.0,1.0,888.0,2019,6,24,3,1,8.521739130434783,7.986149584487535,8.24934929724102,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4923,1150,1320,90.0,1.0,226.0,2019,3,14,0,2,6.201438848920863,-0.040169133192389,5.078223270440252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4924,959,1111,72.0,1.0,298.0,2018,12,18,0,0,3.246987951807229,7.739130434782608,5.078223270440252,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4925,739,1014,155.0,1.0,683.0,2018,12,16,0,0,-1.625,0.8445945945945946,5.078223270440252,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4926,1541,1746,125.0,1.0,645.0,2018,4,6,2,3,12.816901408450704,11.220095693779903,8.24934929724102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4927,940,1515,215.0,1.0,1557.0,2019,7,11,0,2,2.4728682170542635,8.241379310344827,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4928,1620,1652,32.0,1.0,72.0,2018,5,31,2,2,6.333333333333333,2.1475409836065573,1.0377358490566038,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4929,1150,1345,115.0,1.0,726.0,2019,5,21,0,2,6.2727272727272725,17.625,6.519685039370079,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4930,1151,1527,216.0,1.0,1220.0,2018,2,22,0,2,8.71359223300971,12.125,12.312328767123288,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4931,500,600,60.0,1.0,69.0,2018,11,28,0,0,-5.0,-17.0,3.8531746031746033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4932,1156,1310,74.0,1.0,241.0,2019,3,25,0,2,2.8823529411764706,2.8487394957983194,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933,1204,1343,99.0,1.0,409.0,2019,11,20,2,2,8.521739130434783,5.515463917525773,5.078223270440252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4934,839,1000,81.0,1.0,299.0,2018,10,4,0,0,23.321428571428573,6.31640625,5.078223270440252,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4935,645,750,65.0,1.0,134.0,2019,9,5,0,0,14.2,5.974789915966387,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4936,600,740,100.0,1.0,534.0,2019,8,4,0,0,7.851851851851852,6.5423728813559325,3.9402271368798565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4937,1445,1714,89.0,1.0,398.0,2018,2,12,2,3,8.521739130434783,-3.3333333333333335,8.24934929724102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4938,1832,1945,73.0,1.0,214.0,2018,5,6,3,3,7.961538461538462,-0.040169133192389,3.8531746031746033,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4939,1800,2005,125.0,1.0,742.0,2018,4,11,3,3,6.45,3.8076923076923075,3.9402271368798565,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4940,1205,1320,75.0,1.0,258.0,2019,4,12,2,2,5.15566037735849,3.2777777777777777,3.9402271368798565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4941,1040,1156,76.0,1.0,200.0,2018,9,12,0,0,8.71359223300971,11.220095693779903,8.24934929724102,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4942,750,1510,260.0,1.0,1999.0,2018,5,10,0,2,3.3743589743589744,-1.4881889763779528,3.9402271368798565,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4943,1528,1855,207.0,1.0,1089.0,2019,2,12,2,3,4.371621621621622,-0.5096153846153846,3.8531746031746033,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4944,634,915,101.0,1.0,460.0,2018,9,17,0,0,4.285714285714286,0.8445945945945946,5.078223270440252,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4945,805,910,65.0,1.0,279.0,2019,6,16,0,0,-1.7083333333333333,-0.6521739130434783,0.2486865148861646,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4946,1150,1156,66.0,1.0,137.0,2019,8,12,0,0,8.838709677419354,6.31640625,8.24934929724102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4947,1848,2030,102.0,1.0,447.0,2019,5,30,3,3,2.0307692307692307,-0.040169133192389,3.8531746031746033,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4948,1921,2043,82.0,1.0,397.0,2018,11,18,3,3,3.2857142857142856,2.7577092511013217,16.312883435582823,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4949,1730,1840,70.0,1.0,351.0,2018,4,11,3,3,7.380952380952381,8.241379310344827,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4950,820,1535,255.0,1.0,1984.0,2018,3,30,0,2,5.15566037735849,0.3163265306122449,3.9402271368798565,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4951,1810,1942,92.0,1.0,370.0,2018,7,3,3,3,3.3743589743589744,12.547231270358306,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4952,830,1159,329.0,1.0,1969.0,2018,11,10,0,0,12.975961538461538,-2.1129943502824857,8.24934929724102,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4953,800,1055,115.0,1.0,696.0,2018,3,12,0,0,3.1911764705882355,-0.040169133192389,3.8531746031746033,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4954,1700,1805,65.0,1.0,153.0,2018,12,28,3,3,-12.875,9.606741573033707,5.078223270440252,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4955,1730,1806,96.0,1.0,456.0,2018,3,18,3,3,11.366071428571429,5.515463917525773,3.8531746031746033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4956,2042,2253,71.0,1.0,305.0,2019,11,12,3,1,10.992424242424242,-6.0,8.24934929724102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4957,740,856,76.0,1.0,266.0,2019,3,4,0,0,4.371621621621622,11.285714285714286,12.312328767123288,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4958,1435,1613,98.0,1.0,500.0,2018,12,11,2,2,12.816901408450704,7.032258064516129,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4959,1320,1430,130.0,1.0,668.0,2019,9,7,2,2,13.46875,8.442477876106194,3.9402271368798565,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4960,1115,1210,55.0,1.0,125.0,2019,6,23,0,2,10.992424242424242,10.1,8.24934929724102,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4961,910,1158,168.0,1.0,820.0,2018,5,29,0,0,12.975961538461538,2.806451612903226,8.24934929724102,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4962,1200,1333,153.0,1.0,861.0,2019,3,30,2,2,4.410256410256411,1.1374407582938388,8.24934929724102,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4963,1820,1906,106.0,1.0,501.0,2019,6,1,3,3,4.889952153110048,1.0,8.24934929724102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4964,820,1103,163.0,1.0,1040.0,2018,3,31,0,0,14.785714285714286,48.13333333333333,6.519685039370079,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4965,1859,2248,169.0,1.0,1107.0,2019,2,8,3,1,3.3659574468085105,9.221276595744682,3.8531746031746033,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4966,543,730,107.0,1.0,427.0,2019,10,5,0,0,7.851851851851852,8.962962962962964,5.078223270440252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
