,crs_dep_time,crs_arr_time,crs_elapsed_time,flights,distance,year,month,day,dep_time_of_day,arr_time_of_day,mean_arr_delay_orig_airport,mean_arr_delay_dest_airport,mean_arr_delay_carrier,orig_weather_categ_no weather data,orig_weather_categ_rain,orig_weather_categ_snow,orig_weather_categ_snow & rain,orig_weather_categ_sunny,dest_weather_categ_no weather data,dest_weather_categ_rain,dest_weather_categ_snow,dest_weather_categ_snow & rain,dest_weather_categ_sunny,orig_region_East-South Central,orig_region_Mid-Atlantic,orig_region_New England,orig_region_North-West,orig_region_Offshore Territory,orig_region_Pacific,orig_region_South-Atlantic,orig_region_South-West,orig_region_West-North Central,orig_region_West-South Central,dest_region_East-South Central,dest_region_Mid-Atlantic,dest_region_New England,dest_region_North-West,dest_region_Offshore Territory,dest_region_Pacific,dest_region_South-Atlantic,dest_region_South-West,dest_region_West-North Central,dest_region_West-South Central
588,814,1026,132.0,1.0,784.0,2018,4,12,0,0,-1.7083333333333333,4.7,0.2486865148861646,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
589,1345,1750,125.0,1.0,843.0,2018,10,3,2,3,3.3743589743589744,2.440677966101695,3.9402271368798565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
590,620,740,140.0,1.0,849.0,2018,9,16,0,0,9.53191489361702,8.442477876106194,3.9402271368798565,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
591,615,915,120.0,1.0,626.0,2019,11,1,0,0,2.4728682170542635,-2.1129943502824857,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
592,600,805,185.0,1.0,1061.0,2019,10,15,0,0,7.851851851851852,5.974789915966387,5.078223270440252,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
593,1500,1615,75.0,1.0,96.0,2018,1,25,2,2,8.6875,9.606741573033707,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
594,1000,1047,47.0,1.0,99.0,2019,1,5,0,0,-0.5,4.6437246963562755,0.2486865148861646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
595,600,739,219.0,1.0,1399.0,2018,6,26,0,0,4.353191489361702,4.6437246963562755,9.975708502024291,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
596,1430,1653,83.0,1.0,323.0,2019,2,4,2,2,8.521739130434783,21.1,8.24934929724102,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
597,1041,1308,147.0,1.0,861.0,2019,5,2,0,2,20.82941176470588,2.8,9.975708502024291,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
598,1225,1332,67.0,1.0,237.0,2019,1,15,2,2,13.46875,0.5714285714285714,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
599,1118,1225,127.0,1.0,674.0,2018,11,3,0,2,3.2672413793103448,-2.0694444444444446,12.312328767123288,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
600,730,844,134.0,1.0,589.0,2019,10,21,0,0,13.333333333333334,6.31640625,8.24934929724102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
601,1105,1409,124.0,1.0,721.0,2019,4,21,0,2,9.616279069767442,-0.040169133192389,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
602,1922,2217,175.0,1.0,1023.0,2018,7,17,3,1,12.975961538461538,10.2,12.312328767123288,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
603,1830,2207,157.0,1.0,929.0,2019,1,28,3,1,4.889952153110048,12.64,8.24934929724102,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
604,1500,1805,185.0,1.0,1050.0,2018,4,17,2,3,2.4728682170542635,4.6437246963562755,3.8531746031746033,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
605,615,845,150.0,1.0,925.0,2018,5,8,0,0,0.2987012987012987,11.274809160305344,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
606,1030,1330,120.0,1.0,680.0,2018,2,7,0,2,10.992424242424242,5.432558139534883,3.9402271368798565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
607,1657,1849,112.0,1.0,594.0,2018,12,17,2,3,2.3117647058823527,-0.5096153846153846,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
608,1422,1559,97.0,1.0,313.0,2018,12,13,2,2,13.16,7.032258064516129,5.078223270440252,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
609,1924,2049,85.0,1.0,402.0,2019,7,18,3,3,20.25,-0.5096153846153846,5.078223270440252,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
610,2009,2111,122.0,1.0,651.0,2018,11,25,3,1,6.201438848920863,-2.0694444444444446,5.078223270440252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
611,1740,1816,36.0,1.0,84.0,2018,10,28,3,3,-7.5,2.1475409836065573,1.0377358490566038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
612,1929,2102,273.0,1.0,1892.0,2019,9,17,3,1,2.3117647058823527,3.2777777777777777,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
613,1515,1602,47.0,1.0,73.0,2018,8,5,2,2,10.992424242424242,-5.066666666666666,8.24934929724102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
614,840,930,50.0,1.0,129.0,2018,4,23,0,0,10.5,10.5,8.24934929724102,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
615,910,1039,89.0,1.0,432.0,2018,4,7,0,0,2.3117647058823527,5.9855072463768115,3.8531746031746033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
616,2030,2042,72.0,1.0,200.0,2019,1,4,3,3,-3.074829931972789,-13.0,3.8531746031746033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
617,1130,1250,80.0,1.0,390.0,2019,2,3,0,2,3.2857142857142856,11.652173913043478,3.9402271368798565,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
618,730,845,135.0,1.0,689.0,2018,4,25,0,0,2.3117647058823527,1.1374407582938388,3.8531746031746033,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
619,1210,1311,61.0,1.0,166.0,2018,9,20,2,2,11.366071428571429,12.64,3.8531746031746033,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,1630,2159,209.0,1.0,1476.0,2018,5,20,2,1,10.992424242424242,7.032258064516129,16.312883435582823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
621,1353,1639,166.0,1.0,954.0,2019,7,18,2,2,-0.7631578947368421,4.6437246963562755,5.078223270440252,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
622,505,615,70.0,1.0,251.0,2019,3,29,0,0,6.101010101010101,8.442477876106194,3.9402271368798565,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
623,1045,1040,55.0,1.0,137.0,2018,11,1,0,0,8.838709677419354,8.442477876106194,3.9402271368798565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,1320,1520,120.0,1.0,651.0,2018,3,30,2,2,3.6157205240174672,9.221276595744682,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
625,840,1205,385.0,1.0,2496.0,2019,4,10,0,2,8.71359223300971,4.6437246963562755,0.2486865148861646,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
626,600,717,77.0,1.0,250.0,2018,12,27,0,0,-1.0,5.147465437788019,8.24934929724102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
627,900,1251,171.0,1.0,1020.0,2019,4,22,0,2,4.353191489361702,5.653846153846154,3.8531746031746033,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
628,1730,1905,95.0,1.0,480.0,2019,5,17,3,3,3.2857142857142856,3.2777777777777777,3.9402271368798565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
629,1000,1130,90.0,1.0,214.0,2019,7,14,0,0,8.6875,7.032258064516129,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
630,1250,1433,103.0,1.0,597.0,2018,1,10,2,2,7.569148936170213,24.217391304347824,5.078223270440252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
631,1505,1625,80.0,1.0,417.0,2018,1,26,2,2,2.0987654320987654,3.2777777777777777,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
632,1254,1455,121.0,1.0,515.0,2018,1,16,2,2,-3.6875,9.606741573033707,5.078223270440252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
633,1541,1854,133.0,1.0,793.0,2019,11,7,2,3,2.4909090909090907,11.274809160305344,12.312328767123288,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
634,1959,2208,129.0,1.0,612.0,2018,4,6,3,1,8.71359223300971,25.071428571428573,3.8531746031746033,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
635,1115,1356,161.0,1.0,937.0,2018,6,24,0,2,12.975961538461538,6.5423728813559325,12.312328767123288,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
636,1050,1605,195.0,1.0,1449.0,2018,10,1,0,2,3.3743589743589744,5.515463917525773,3.9402271368798565,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
637,1324,1452,88.0,1.0,416.0,2018,2,19,2,2,6.201438848920863,-11.5,5.078223270440252,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
638,1455,2115,260.0,1.0,1978.0,2018,6,25,2,1,3.3659574468085105,5.515463917525773,3.9402271368798565,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
639,1106,1415,129.0,1.0,772.0,2019,2,25,0,2,-3.32,9.606741573033707,5.078223270440252,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
640,1130,1529,179.0,1.0,1120.0,2019,8,7,0,2,8.521739130434783,3.1363636363636362,8.24934929724102,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
641,1146,1238,112.0,1.0,628.0,2018,7,21,0,2,10.992424242424242,2.7577092511013217,9.975708502024291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
642,1008,1419,191.0,1.0,1276.0,2019,12,22,0,2,3.3743589743589744,5.432558139534883,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
643,2045,2331,346.0,1.0,2402.0,2019,7,7,3,1,13.46875,12.547231270358306,5.078223270440252,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
644,605,743,218.0,1.0,1242.0,2018,4,7,0,0,6.6125,12.547231270358306,8.24934929724102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
645,957,1150,113.0,1.0,479.0,2019,9,11,0,0,2.0307692307692307,5.653846153846154,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
646,1050,1230,100.0,1.0,431.0,2018,5,17,0,2,7.851851851851852,5.653846153846154,5.078223270440252,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
647,1720,1927,187.0,1.0,1005.0,2018,2,9,3,3,20.82941176470588,6.31640625,16.312883435582823,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
648,1850,2029,159.0,1.0,916.0,2019,4,1,3,3,10.992424242424242,4.7,8.24934929724102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
649,545,733,108.0,1.0,479.0,2019,9,7,0,0,8.6875,4.245614035087719,5.078223270440252,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,1435,1546,71.0,1.0,325.0,2019,5,10,2,2,3.3743589743589744,11.652173913043478,5.078223270440252,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
651,1130,1445,135.0,1.0,854.0,2019,4,7,0,2,-2.6315789473684212,7.986149584487535,3.9402271368798565,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
652,1330,1544,134.0,1.0,762.0,2018,7,23,2,2,2.3117647058823527,5.653846153846154,3.8531746031746033,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
653,2115,2240,85.0,1.0,369.0,2019,10,13,1,1,0.2987012987012987,5.1256830601092895,12.312328767123288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
654,1110,1335,145.0,1.0,746.0,2019,6,25,0,2,2.3117647058823527,11.220095693779903,9.975708502024291,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
655,1136,1408,272.0,1.0,1744.0,2018,6,10,0,2,8.521739130434783,12.547231270358306,8.24934929724102,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
656,1806,1840,94.0,1.0,286.0,2019,7,1,3,3,11.441176470588236,6.31640625,8.24934929724102,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,1549,1809,260.0,1.0,1723.0,2018,6,16,2,3,8.521739130434783,3.2777777777777777,8.24934929724102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
658,1531,1730,239.0,1.0,1514.0,2019,9,16,2,3,8.521739130434783,2.7577092511013217,9.975708502024291,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
659,818,1332,194.0,1.0,1476.0,2019,11,13,0,2,10.992424242424242,7.032258064516129,8.24934929724102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
660,1639,1742,183.0,1.0,1188.0,2019,10,19,2,3,7.569148936170213,11.652173913043478,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
661,857,943,106.0,1.0,500.0,2019,11,9,0,0,2.3117647058823527,-7.285714285714286,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
662,1620,1800,100.0,1.0,569.0,2018,9,13,2,3,-1.7083333333333333,3.8076923076923075,3.9402271368798565,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
663,945,1113,148.0,1.0,770.0,2019,4,19,0,0,6.101010101010101,7.986149584487535,16.312883435582823,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
664,1655,1758,63.0,1.0,190.0,2018,4,25,2,3,7.569148936170213,-5.0,5.078223270440252,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
665,600,747,107.0,1.0,632.0,2018,4,19,0,0,11.366071428571429,5.1256830601092895,12.312328767123288,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
666,1155,1309,74.0,1.0,258.0,2019,11,7,0,2,8.521739130434783,8.241379310344827,5.078223270440252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
667,1735,1920,105.0,1.0,549.0,2019,7,21,3,3,11.366071428571429,13.5,3.8531746031746033,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
668,1230,1609,159.0,1.0,1119.0,2019,3,5,2,2,7.569148936170213,11.274809160305344,5.078223270440252,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
669,500,612,132.0,1.0,678.0,2018,8,25,0,0,13.46875,6.31640625,5.078223270440252,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,1855,2158,183.0,1.0,1127.0,2018,11,21,3,1,11.366071428571429,11.274809160305344,9.975708502024291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
671,905,1024,79.0,1.0,153.0,2018,5,4,0,0,13.46875,19.75,5.078223270440252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
672,800,1018,138.0,1.0,746.0,2019,6,12,0,0,12.975961538461538,-0.040169133192389,3.8531746031746033,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
673,2000,2129,89.0,1.0,370.0,2018,9,17,3,1,6.201438848920863,12.64,5.078223270440252,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
674,1220,1435,135.0,1.0,679.0,2019,7,31,2,2,3.6157205240174672,4.6437246963562755,0.2486865148861646,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
675,1525,1650,85.0,1.0,406.0,2019,10,16,2,2,2.3117647058823527,0.3163265306122449,3.8531746031746033,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
676,1925,155,210.0,1.0,1590.0,2018,3,13,3,1,5.15566037735849,5.9855072463768115,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
677,1210,1914,244.0,1.0,1953.0,2018,8,30,2,3,-1.7083333333333333,2.8487394957983194,3.8531746031746033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,1815,1904,49.0,1.0,163.0,2019,10,6,3,3,-2.4029850746268657,5.107142857142857,1.0377358490566038,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
679,1528,1710,102.0,1.0,444.0,2018,6,14,2,3,-3.4444444444444446,-0.040169133192389,3.8531746031746033,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
680,1103,1221,78.0,1.0,168.0,2019,10,15,0,2,-0.6923076923076923,0.8445945945945946,5.078223270440252,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
681,835,1119,164.0,1.0,954.0,2018,2,5,0,0,5.15566037735849,-3.5,6.519685039370079,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
682,2234,2356,82.0,1.0,366.0,2019,5,23,1,1,6.201438848920863,4.354838709677419,5.078223270440252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
683,2109,2309,120.0,1.0,645.0,2019,1,30,1,1,2.3117647058823527,48.13333333333333,3.8531746031746033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
684,2121,2155,94.0,1.0,455.0,2019,1,21,1,1,3.3743589743589744,4.7,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
685,1402,2124,262.0,1.0,1927.0,2018,10,19,2,1,3.3659574468085105,2.8487394957983194,3.8531746031746033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,1600,1911,131.0,1.0,719.0,2018,11,20,2,3,8.521739130434783,11.220095693779903,8.24934929724102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
687,1200,1339,159.0,1.0,738.0,2019,10,24,2,2,3.1333333333333333,6.31640625,8.24934929724102,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,715,827,132.0,1.0,787.0,2018,10,23,0,0,12.806122448979592,1.1374407582938388,8.24934929724102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
689,1515,1625,70.0,1.0,333.0,2018,7,21,2,2,2.0987654320987654,11.652173913043478,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
690,615,735,80.0,1.0,404.0,2019,10,25,0,0,3.2857142857142856,5.229166666666667,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
691,1057,1151,54.0,1.0,216.0,2019,7,16,0,0,-2.4029850746268657,11.571428571428571,1.0377358490566038,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
692,1908,2020,72.0,1.0,259.0,2019,1,18,3,3,2.3117647058823527,10.65625,3.8531746031746033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
693,1940,2100,80.0,1.0,383.0,2018,11,16,3,1,11.366071428571429,9.756756756756756,8.24934929724102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
694,1655,1805,70.0,1.0,251.0,2019,7,26,2,3,6.101010101010101,8.442477876106194,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
695,2030,2240,190.0,1.0,1107.0,2018,2,14,3,1,3.3743589743589744,4.6437246963562755,0.2486865148861646,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
696,1120,1145,85.0,1.0,307.0,2019,10,2,0,0,6.1525423728813555,8.442477876106194,3.9402271368798565,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,745,1522,277.0,1.0,2139.0,2018,12,27,0,2,3.6157205240174672,-0.040169133192389,3.8531746031746033,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
698,1545,2351,306.0,1.0,2402.0,2018,12,10,2,1,3.3659574468085105,11.220095693779903,0.2486865148861646,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
699,1830,2130,180.0,1.0,1097.0,2018,4,11,3,1,3.1333333333333333,11.274809160305344,12.312328767123288,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
700,1820,2024,64.0,1.0,240.0,2018,9,17,3,3,8.521739130434783,12.64,5.078223270440252,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,1920,2056,96.0,1.0,337.0,2018,4,30,3,3,3.6157205240174672,12.547231270358306,0.2486865148861646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
702,1829,2112,163.0,1.0,950.0,2019,7,26,3,1,20.82941176470588,5.653846153846154,3.8531746031746033,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
703,755,905,70.0,1.0,272.0,2019,3,13,0,0,2.4909090909090907,8.241379310344827,3.9402271368798565,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
704,2050,2307,137.0,1.0,618.0,2019,8,20,3,1,8.6875,7.75,3.8531746031746033,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
