city,state_id,lat,lng,timezone,city_state
New York,NY,40.6943,-73.9249,America/New_York,"New York, NY"
Los Angeles,CA,34.1141,-118.4068,America/Los_Angeles,"Los Angeles, CA"
Chicago,IL,41.8375,-87.6866,America/Chicago,"Chicago, IL"
Miami,FL,25.7840,-80.2101,America/New_York,"Miami, FL"
Dallas,TX,32.7935,-96.7667,America/Chicago,"Dallas, TX"
Houston,TX,29.7860,-95.3885,America/Chicago,"Houston, TX"
Philadelphia,PA,40.0077,-75.1339,America/New_York,"Philadelphia, PA"
Atlanta,GA,33.7628,-84.422,America/New_York,"Atlanta, GA"
Washington,DC,38.9047,-77.0163,America/New_York,"Washington, DC"
Boston,MA,42.3188,-71.0852,America/New_York,"Boston, MA"
Phoenix,AZ,33.5722,-112.0892,America/Phoenix,"Phoenix, AZ"
Detroit,MI,42.3834,-83.1024,America/Detroit,"Detroit, MI"
San Francisco,CA,37.7558,-122.4449,America/Los_Angeles,"San Francisco, CA"
Seattle,WA,47.6211,-122.3244,America/Los_Angeles,"Seattle, WA"
San Diego,CA,32.8313,-117.1222,America/Los_Angeles,"San Diego, CA"
Minneapolis,MN,44.9635,-93.2678,America/Chicago,"Minneapolis, MN"
Tampa,FL,27.9945,-82.4447,America/New_York,"Tampa, FL"
Brooklyn,NY,40.6501,-73.9496,America/New_York,"Brooklyn, NY"
Denver,CO,39.7620,-104.8758,America/Denver,"Denver, CO"
Queens,NY,40.7498,-73.7976,America/New_York,"Queens, NY"
Baltimore,MD,39.3051,-76.6144,America/New_York,"Baltimore, MD"
Las Vegas,NV,36.2333,-115.2654,America/Los_Angeles,"Las Vegas, NV"
St. Louis,MO,38.6359,-90.2451,America/Chicago,"St. Louis, MO"
Riverside,CA,33.9381,-117.3949,America/Los_Angeles,"Riverside, CA"
Portland,OR,45.5371,-122.65,America/Los_Angeles,"Portland, OR"
San Antonio,TX,29.4632,-98.5238,America/Chicago,"San Antonio, TX"
Sacramento,CA,38.5677,-121.4685,America/Los_Angeles,"Sacramento, CA"
San Juan,PR,18.3985,-66.061,America/Puerto_Rico,"San Juan, PR"
San Jose,CA,37.3012,-121.848,America/Los_Angeles,"San Jose, CA"
Orlando,FL,28.4773,-81.337,America/New_York,"Orlando, FL"
Cleveland,OH,41.4764,-81.6805,America/New_York,"Cleveland, OH"
Pittsburgh,PA,40.4397,-79.9763,America/New_York,"Pittsburgh, PA"
Manhattan,NY,40.7834,-73.9662,America/New_York,"Manhattan, NY"
Austin,TX,30.3005,-97.7522,America/Chicago,"Austin, TX"
Cincinnati,OH,39.1413,-84.506,America/New_York,"Cincinnati, OH"
Indianapolis,IN,39.7771,-86.1458,America/Indiana/Indianapolis,"Indianapolis, IN"
Kansas City,MO,39.1238,-94.5541,America/Chicago,"Kansas City, MO"
Columbus,OH,39.9862,-82.9855,America/New_York,"Columbus, OH"
Charlotte,NC,35.2083,-80.8303,America/New_York,"Charlotte, NC"
Virginia Beach,VA,36.7335,-76.0435,America/New_York,"Virginia Beach, VA"
Bronx,NY,40.8501,-73.8662,America/New_York,"Bronx, NY"
Milwaukee,WI,43.0642,-87.9675,America/Chicago,"Milwaukee, WI"
Providence,RI,41.8230,-71.4187,America/New_York,"Providence, RI"
Jacksonville,FL,30.3322,-81.6749,America/New_York,"Jacksonville, FL"
Salt Lake City,UT,40.7776,-111.9311,America/Denver,"Salt Lake City, UT"
Nashville,TN,36.1715,-86.7842,America/Chicago,"Nashville, TN"
Raleigh,NC,35.8324,-78.6429,America/New_York,"Raleigh, NC"
Memphis,TN,35.1087,-89.9663,America/Chicago,"Memphis, TN"
Richmond,VA,37.5295,-77.4756,America/New_York,"Richmond, VA"
Louisville,KY,38.1663,-85.6485,America/New_York,"Louisville, KY"
New Orleans,LA,30.0687,-89.9288,America/Chicago,"New Orleans, LA"
Bridgeport,CT,41.1918,-73.1954,America/New_York,"Bridgeport, CT"
Oklahoma City,OK,35.4676,-97.5136,America/Chicago,"Oklahoma City, OK"
Buffalo,NY,42.9018,-78.8487,America/New_York,"Buffalo, NY"
Hartford,CT,41.7661,-72.6834,America/New_York,"Hartford, CT"
Fort Worth,TX,32.7817,-97.3474,America/Chicago,"Fort Worth, TX"
Tucson,AZ,32.1541,-110.8787,America/Phoenix,"Tucson, AZ"
Honolulu,HI,21.3294,-157.846,Pacific/Honolulu,"Honolulu, HI"
McAllen,TX,26.2252,-98.2467,America/Chicago,"McAllen, TX"
El Paso,TX,31.8476,-106.43,America/Denver,"El Paso, TX"
Omaha,NE,41.2627,-96.0529,America/Chicago,"Omaha, NE"
Albuquerque,NM,35.1054,-106.6465,America/Denver,"Albuquerque, NM"
Birmingham,AL,33.5279,-86.7971,America/Chicago,"Birmingham, AL"
Sarasota,FL,27.3387,-82.5432,America/New_York,"Sarasota, FL"
Dayton,OH,39.7805,-84.2003,America/New_York,"Dayton, OH"
Rochester,NY,43.1680,-77.6162,America/New_York,"Rochester, NY"
Fresno,CA,36.7830,-119.7939,America/Los_Angeles,"Fresno, CA"
Tulsa,OK,36.1283,-95.9042,America/Chicago,"Tulsa, OK"
Allentown,PA,40.5961,-75.4756,America/New_York,"Allentown, PA"
Concord,CA,37.9722,-122.0016,America/Los_Angeles,"Concord, CA"
Cape Coral,FL,26.6443,-81.9957,America/New_York,"Cape Coral, FL"
Charleston,SC,32.8168,-79.9687,America/New_York,"Charleston, SC"
Colorado Springs,CO,38.8674,-104.7605,America/Denver,"Colorado Springs, CO"
Springfield,MA,42.1155,-72.5395,America/New_York,"Springfield, MA"
Grand Rapids,MI,42.9619,-85.6562,America/Detroit,"Grand Rapids, MI"
Ogden,UT,41.2279,-111.9682,America/Denver,"Ogden, UT"
Columbia,SC,34.0378,-80.9036,America/New_York,"Columbia, SC"
Baton Rouge,LA,30.4420,-91.1311,America/Chicago,"Baton Rouge, LA"
Knoxville,TN,35.9692,-83.9496,America/New_York,"Knoxville, TN"
Mission Viejo,CA,33.6096,-117.6551,America/Los_Angeles,"Mission Viejo, CA"
Albany,NY,42.6664,-73.7987,America/New_York,"Albany, NY"
Akron,OH,41.0798,-81.5219,America/New_York,"Akron, OH"
New Haven,CT,41.3113,-72.9246,America/New_York,"New Haven, CT"
Provo,UT,40.2457,-111.6457,America/Denver,"Provo, UT"
Bakersfield,CA,35.3529,-119.0359,America/Los_Angeles,"Bakersfield, CA"
Murrieta,CA,33.5719,-117.1909,America/Los_Angeles,"Murrieta, CA"
Des Moines,IA,41.5725,-93.6105,America/Chicago,"Des Moines, IA"
Worcester,MA,42.2705,-71.8079,America/New_York,"Worcester, MA"
Mesa,AZ,33.4015,-111.7178,America/Phoenix,"Mesa, AZ"
Toledo,OH,41.6638,-83.5827,America/New_York,"Toledo, OH"
Palm Bay,FL,27.9631,-80.6593,America/New_York,"Palm Bay, FL"
Staten Island,NY,40.5834,-74.1496,America/New_York,"Staten Island, NY"
Wichita,KS,37.6895,-97.3443,America/Chicago,"Wichita, KS"
Harrisburg,PA,40.2752,-76.8843,America/New_York,"Harrisburg, PA"
Long Beach,CA,33.7977,-118.167,America/Los_Angeles,"Long Beach, CA"
Little Rock,AR,34.7256,-92.3577,America/Chicago,"Little Rock, AR"
Madison,WI,43.0822,-89.393,America/Chicago,"Madison, WI"
Greenville,SC,34.8354,-82.3646,America/New_York,"Greenville, SC"
Reno,NV,39.5497,-119.8483,America/Los_Angeles,"Reno, NV"
Port St. Lucie,FL,27.2796,-80.3884,America/New_York,"Port St. Lucie, FL"
Lancaster,PA,40.0420,-76.3012,America/New_York,"Lancaster, PA"
Spokane,WA,47.6671,-117.433,America/Los_Angeles,"Spokane, WA"
Denton,TX,33.2175,-97.1418,America/Chicago,"Denton, TX"
Poughkeepsie,NY,41.6950,-73.9211,America/New_York,"Poughkeepsie, NY"
Oakland,CA,37.7904,-122.2166,America/Los_Angeles,"Oakland, CA"
Winston-Salem,NC,36.1029,-80.261,America/New_York,"Winston-Salem, NC"
Syracuse,NY,43.0407,-76.1437,America/New_York,"Syracuse, NY"
Boise,ID,43.6005,-116.2308,America/Boise,"Boise, ID"
Chattanooga,TN,35.0660,-85.2481,America/New_York,"Chattanooga, TN"
Augusta,GA,33.3645,-82.0708,America/New_York,"Augusta, GA"
Arlington,TX,32.6998,-97.125,America/Chicago,"Arlington, TX"
Stockton,CA,37.9765,-121.3109,America/Los_Angeles,"Stockton, CA"
Durham,NC,35.9792,-78.9022,America/New_York,"Durham, NC"
Palm Coast,FL,29.5389,-81.2457,America/New_York,"Palm Coast, FL"
Scranton,PA,41.4044,-75.6649,America/New_York,"Scranton, PA"
Aurora,CO,39.7083,-104.7237,America/Denver,"Aurora, CO"
Oxnard,CA,34.1964,-119.1815,America/Los_Angeles,"Oxnard, CA"
Modesto,CA,37.6375,-121.0028,America/Los_Angeles,"Modesto, CA"
Indio,CA,33.7346,-116.2346,America/Los_Angeles,"Indio, CA"
Kissimmee,FL,28.3041,-81.4169,America/New_York,"Kissimmee, FL"
Youngstown,OH,41.0993,-80.6463,America/New_York,"Youngstown, OH"
Pensacola,FL,30.4413,-87.1911,America/Chicago,"Pensacola, FL"
Lancaster,CA,34.6935,-118.1753,America/Los_Angeles,"Lancaster, CA"
Anaheim,CA,33.8390,-117.8574,America/Los_Angeles,"Anaheim, CA"
Fayetteville,AR,36.0714,-94.1661,America/Chicago,"Fayetteville, AR"
Jackson,MS,32.3157,-90.2125,America/Chicago,"Jackson, MS"
Victorville,CA,34.5277,-117.3536,America/Los_Angeles,"Victorville, CA"
Bonita Springs,FL,26.3558,-81.7859,America/New_York,"Bonita Springs, FL"
Greensboro,NC,36.0956,-79.8271,America/New_York,"Greensboro, NC"
Corpus Christi,TX,27.7254,-97.3767,America/Chicago,"Corpus Christi, TX"
Flint,MI,43.0236,-83.6921,America/Detroit,"Flint, MI"
Fayetteville,NC,35.0850,-78.9772,America/New_York,"Fayetteville, NC"
Santa Ana,CA,33.7367,-117.8819,America/Los_Angeles,"Santa Ana, CA"
Fort Wayne,IN,41.0888,-85.1436,America/Indiana/Indianapolis,"Fort Wayne, IN"
Mobile,AL,30.6782,-88.1162,America/Chicago,"Mobile, AL"
Lansing,MI,42.7142,-84.5601,America/Detroit,"Lansing, MI"
Ann Arbor,MI,42.2759,-83.731,America/Detroit,"Ann Arbor, MI"
Huntsville,AL,34.6981,-86.6412,America/Chicago,"Huntsville, AL"
Lexington,KY,38.0423,-84.4587,America/New_York,"Lexington, KY"
Santa Rosa,CA,38.4458,-122.7067,America/Los_Angeles,"Santa Rosa, CA"
Antioch,CA,37.9787,-121.796,America/Los_Angeles,"Antioch, CA"
Asheville,NC,35.5707,-82.5537,America/New_York,"Asheville, NC"
Henderson,NV,36.0133,-115.0381,America/Los_Angeles,"Henderson, NV"
St. Paul,MN,44.9478,-93.1039,America/Chicago,"St. Paul, MN"
Fort Collins,CO,40.5477,-105.0656,America/Denver,"Fort Collins, CO"
Lakeland,FL,28.0557,-81.9545,America/New_York,"Lakeland, FL"
Springfield,MO,37.1943,-93.2916,America/Chicago,"Springfield, MO"
The Woodlands,TX,30.1738,-95.5134,America/Chicago,"The Woodlands, TX"
Shreveport,LA,32.4653,-93.7955,America/Chicago,"Shreveport, LA"
Trenton,NJ,40.2237,-74.7641,America/New_York,"Trenton, NJ"
Plano,TX,33.0502,-96.7486,America/Chicago,"Plano, TX"
Round Lake Beach,IL,42.3791,-88.0811,America/Chicago,"Round Lake Beach, IL"
South Bend,IN,41.6767,-86.2696,America/Indiana/Indianapolis,"South Bend, IN"
Savannah,GA,32.0286,-81.1821,America/New_York,"Savannah, GA"
Newark,NJ,40.7245,-74.1725,America/New_York,"Newark, NJ"
Davenport,IA,41.5565,-90.6053,America/Chicago,"Davenport, IA"
Myrtle Beach,SC,33.7094,-78.8844,America/New_York,"Myrtle Beach, SC"
Lincoln,NE,40.8099,-96.6784,America/Chicago,"Lincoln, NE"
Rockford,IL,42.2596,-89.064,America/Chicago,"Rockford, IL"
Reading,PA,40.3400,-75.9267,America/New_York,"Reading, PA"
Canton,OH,40.8078,-81.3676,America/New_York,"Canton, OH"
Irvine,CA,33.6772,-117.7738,America/Los_Angeles,"Irvine, CA"
Eugene,OR,44.0564,-123.1174,America/Los_Angeles,"Eugene, OR"
Chula Vista,CA,32.6281,-117.0144,America/Los_Angeles,"Chula Vista, CA"
St. Petersburg,FL,27.7931,-82.6652,America/New_York,"St. Petersburg, FL"
Salem,OR,44.9233,-123.0244,America/Los_Angeles,"Salem, OR"
Lafayette,LA,30.2082,-92.0325,America/Chicago,"Lafayette, LA"
Laredo,TX,27.5625,-99.4874,America/Chicago,"Laredo, TX"
Jersey City,NJ,40.7184,-74.0686,America/New_York,"Jersey City, NJ"
Santa Clarita,CA,34.4175,-118.4964,America/Los_Angeles,"Santa Clarita, CA"
Aguadilla,PR,18.4382,-67.1537,America/Puerto_Rico,"Aguadilla, PR"
Wilmington,NC,34.2099,-77.8866,America/New_York,"Wilmington, NC"
Lubbock,TX,33.5657,-101.8879,America/Chicago,"Lubbock, TX"
Chandler,AZ,33.2825,-111.8514,America/Phoenix,"Chandler, AZ"
Scottsdale,AZ,33.6872,-111.8651,America/Phoenix,"Scottsdale, AZ"
Tallahassee,FL,30.4551,-84.2527,America/New_York,"Tallahassee, FL"
Montgomery,AL,32.3482,-86.2668,America/Chicago,"Montgomery, AL"
Peoria,IL,40.7520,-89.6154,America/Chicago,"Peoria, IL"
Glendale,AZ,33.5791,-112.2311,America/Phoenix,"Glendale, AZ"
Columbus,GA,32.5100,-84.8771,America/New_York,"Columbus, GA"
Anchorage,AK,61.1508,-149.1091,America/Anchorage,"Anchorage, AK"
Gilbert,AZ,33.3100,-111.7463,America/Phoenix,"Gilbert, AZ"
North Las Vegas,NV,36.2883,-115.0888,America/Los_Angeles,"North Las Vegas, NV"
Avondale,AZ,33.3873,-112.3235,America/Phoenix,"Avondale, AZ"
McKinney,TX,33.2016,-96.667,America/Chicago,"McKinney, TX"
Norfolk,VA,36.8945,-76.259,America/New_York,"Norfolk, VA"
Chesapeake,VA,36.6778,-76.3023,America/New_York,"Chesapeake, VA"
Kennewick,WA,46.1978,-119.1732,America/Los_Angeles,"Kennewick, WA"
Winter Haven,FL,28.0118,-81.7014,America/New_York,"Winter Haven, FL"
Irving,TX,32.8583,-96.9702,America/Chicago,"Irving, TX"
Garland,TX,32.9100,-96.6304,America/Chicago,"Garland, TX"
York,PA,39.9651,-76.7315,America/New_York,"York, PA"
Concord,NC,35.3933,-80.6369,America/New_York,"Concord, NC"
Arlington,VA,38.8786,-77.1011,America/New_York,"Arlington, VA"
Atlantic City,NJ,39.3797,-74.4527,America/New_York,"Atlantic City, NJ"
Visalia,CA,36.3276,-119.3269,America/Los_Angeles,"Visalia, CA"
Fremont,CA,37.5265,-121.9843,America/Los_Angeles,"Fremont, CA"
Hialeah,FL,25.8696,-80.3045,America/New_York,"Hialeah, FL"
Nashua,NH,42.7491,-71.491,America/New_York,"Nashua, NH"
Killeen,TX,31.0753,-97.7297,America/Chicago,"Killeen, TX"
Gulfport,MS,30.4274,-89.0704,America/Chicago,"Gulfport, MS"
Brownsville,TX,25.9975,-97.458,America/Matamoros,"Brownsville, TX"
Evansville,IN,37.9881,-87.5341,America/Chicago,"Evansville, IN"
Appleton,WI,44.2780,-88.3892,America/Chicago,"Appleton, WI"
Navarre,FL,30.4174,-86.8907,America/Chicago,"Navarre, FL"
Bel Air South,MD,39.5022,-76.3113,America/New_York,"Bel Air South, MD"
Kalamazoo,MI,42.2749,-85.5882,America/Detroit,"Kalamazoo, MI"
Bremerton,WA,47.5436,-122.7121,America/Los_Angeles,"Bremerton, WA"
Spring Valley,NV,36.0952,-115.2636,America/Los_Angeles,"Spring Valley, NV"
San Bernardino,CA,34.1416,-117.2943,America/Los_Angeles,"San Bernardino, CA"
Roanoke,VA,37.2785,-79.9581,America/New_York,"Roanoke, VA"
Spartanburg,SC,34.9442,-81.9251,America/New_York,"Spartanburg, SC"
Tacoma,WA,47.2431,-122.4531,America/Los_Angeles,"Tacoma, WA"
Enterprise,NV,36.0091,-115.2278,America/Los_Angeles,"Enterprise, NV"
Green Bay,WI,44.5148,-87.9895,America/Chicago,"Green Bay, WI"
Portland,ME,43.6773,-70.2715,America/New_York,"Portland, ME"
Thousand Oaks,CA,34.1914,-118.8756,America/Los_Angeles,"Thousand Oaks, CA"
Fontana,CA,34.0968,-117.4599,America/Los_Angeles,"Fontana, CA"
Hickory,NC,35.7410,-81.3223,America/New_York,"Hickory, NC"
Moreno Valley,CA,33.9244,-117.2045,America/Los_Angeles,"Moreno Valley, CA"
Deltona,FL,28.9050,-81.2137,America/New_York,"Deltona, FL"
Fargo,ND,46.8651,-96.8292,America/Chicago,"Fargo, ND"
Santa Barbara,CA,34.4285,-119.7202,America/Los_Angeles,"Santa Barbara, CA"
College Station,TX,30.5852,-96.2959,America/Chicago,"College Station, TX"
Gainesville,FL,29.6804,-82.3459,America/New_York,"Gainesville, FL"
Amarillo,TX,35.1984,-101.8316,America/Chicago,"Amarillo, TX"
Norwich,CT,41.5495,-72.0882,America/New_York,"Norwich, CT"
Olympia,WA,47.0417,-122.8959,America/Los_Angeles,"Olympia, WA"
Yonkers,NY,40.9466,-73.8673,America/New_York,"Yonkers, NY"
Huntington Beach,CA,33.6960,-118.0018,America/Los_Angeles,"Huntington Beach, CA"
Glendale,CA,34.1819,-118.2468,America/Los_Angeles,"Glendale, CA"
Aurora,IL,41.7638,-88.2902,America/Chicago,"Aurora, IL"
Huntington,WV,38.4109,-82.4345,America/New_York,"Huntington, WV"
Sunrise Manor,NV,36.1783,-115.0487,America/Los_Angeles,"Sunrise Manor, NV"
North Port,FL,27.0576,-82.1977,America/New_York,"North Port, FL"
Hagerstown,MD,39.6401,-77.7217,America/New_York,"Hagerstown, MD"
Grand Prairie,TX,32.6871,-97.0208,America/Chicago,"Grand Prairie, TX"
Overland Park,KS,38.8870,-94.687,America/Chicago,"Overland Park, KS"
Paradise,NV,36.0872,-115.1355,America/Los_Angeles,"Paradise, NV"
Tempe,AZ,33.3881,-111.9319,America/Phoenix,"Tempe, AZ"
Salinas,CA,36.6883,-121.6317,America/Los_Angeles,"Salinas, CA"
Erie,PA,42.1167,-80.0733,America/New_York,"Erie, PA"
Cedar Rapids,IA,41.9662,-91.6783,America/Chicago,"Cedar Rapids, IA"
Waterbury,CT,41.5582,-73.0361,America/New_York,"Waterbury, CT"
Frisco,TX,33.1560,-96.8216,America/Chicago,"Frisco, TX"
Waco,TX,31.5599,-97.1882,America/Chicago,"Waco, TX"
Gastonia,NC,35.2494,-81.1854,America/New_York,"Gastonia, NC"
Clarksville,TN,36.5692,-87.3413,America/Chicago,"Clarksville, TN"
Vancouver,WA,45.6366,-122.5967,America/Los_Angeles,"Vancouver, WA"
Lorain,OH,41.4409,-82.184,America/New_York,"Lorain, OH"
Nampa,ID,43.5844,-116.5638,America/Boise,"Nampa, ID"
Fort Lauderdale,FL,26.1412,-80.1464,America/New_York,"Fort Lauderdale, FL"
Hemet,CA,33.7341,-116.9969,America/Los_Angeles,"Hemet, CA"
Newport News,VA,37.1051,-76.5185,America/New_York,"Newport News, VA"
Ontario,CA,34.0393,-117.6064,America/Los_Angeles,"Ontario, CA"
Rancho Cucamonga,CA,34.1247,-117.5667,America/Los_Angeles,"Rancho Cucamonga, CA"
Vallejo,CA,38.1125,-122.2342,America/Los_Angeles,"Vallejo, CA"
Oceanside,CA,33.2247,-117.3083,America/Los_Angeles,"Oceanside, CA"
Vero Beach South,FL,27.6132,-80.4163,America/New_York,"Vero Beach South, FL"
Ocala,FL,29.1780,-82.1511,America/New_York,"Ocala, FL"
Sioux Falls,SD,43.5396,-96.7311,America/Chicago,"Sioux Falls, SD"
Danbury,CT,41.4015,-73.4709,America/New_York,"Danbury, CT"
Elk Grove,CA,38.4161,-121.3842,America/Los_Angeles,"Elk Grove, CA"
High Point,NC,35.9910,-79.9937,America/New_York,"High Point, NC"
Garden Grove,CA,33.7787,-117.9601,America/Los_Angeles,"Garden Grove, CA"
Peoria,AZ,33.7843,-112.2989,America/Phoenix,"Peoria, AZ"
Pembroke Pines,FL,26.0128,-80.3382,America/New_York,"Pembroke Pines, FL"
Medford,OR,42.3372,-122.854,America/Los_Angeles,"Medford, OR"
Murfreesboro,TN,35.8490,-86.4121,America/Chicago,"Murfreesboro, TN"
Cary,NC,35.7819,-78.8195,America/New_York,"Cary, NC"
Lafayette,IN,40.3991,-86.8593,America/Indiana/Indianapolis,"Lafayette, IN"
Corona,CA,33.8616,-117.5649,America/Los_Angeles,"Corona, CA"
Santa Cruz,CA,36.9789,-122.0346,America/Los_Angeles,"Santa Cruz, CA"
Spring Hill,FL,28.4798,-82.53,America/New_York,"Spring Hill, FL"
Muskegon,MI,43.2281,-86.2562,America/Detroit,"Muskegon, MI"
Manchester,NH,42.9848,-71.4447,America/New_York,"Manchester, NH"
Marysville,WA,48.0809,-122.1561,America/Los_Angeles,"Marysville, WA"
Springfield,IL,39.7709,-89.654,America/Chicago,"Springfield, IL"
Frederick,MD,39.4337,-77.4141,America/New_York,"Frederick, MD"
Hayward,CA,37.6328,-122.0766,America/Los_Angeles,"Hayward, CA"
Alexandria,VA,38.8185,-77.0861,America/New_York,"Alexandria, VA"
Bayamón,PR,18.3794,-66.1635,America/Puerto_Rico,"Bayamón, PR"
Port Arthur,TX,29.8554,-93.9264,America/Chicago,"Port Arthur, TX"
Lakewood,CO,39.6977,-105.1172,America/Denver,"Lakewood, CO"
Fredericksburg,VA,38.2992,-77.4872,America/New_York,"Fredericksburg, VA"
Leesburg,FL,28.7672,-81.8962,America/New_York,"Leesburg, FL"
Hollywood,FL,26.0293,-80.1679,America/New_York,"Hollywood, FL"
Palmdale,CA,34.5944,-118.1057,America/Los_Angeles,"Palmdale, CA"
Macon,GA,32.8065,-83.6974,America/New_York,"Macon, GA"
Kansas City,KS,39.1235,-94.7443,America/Chicago,"Kansas City, KS"
Champaign,IL,40.1142,-88.2737,America/Chicago,"Champaign, IL"
Sunnyvale,CA,37.3836,-122.0255,America/Los_Angeles,"Sunnyvale, CA"
Pasadena,TX,29.6575,-95.1498,America/Chicago,"Pasadena, TX"
Pomona,CA,34.0585,-117.7626,America/Los_Angeles,"Pomona, CA"
Escondido,CA,33.1348,-117.0723,America/Los_Angeles,"Escondido, CA"
Mauldin,SC,34.7821,-82.3032,America/New_York,"Mauldin, SC"
New Bedford,MA,41.6697,-70.9428,America/New_York,"New Bedford, MA"
Panama City,FL,30.1995,-85.6003,America/Chicago,"Panama City, FL"
Tuscaloosa,AL,33.2348,-87.5268,America/Chicago,"Tuscaloosa, AL"
Warner Robins,GA,32.5961,-83.6527,America/New_York,"Warner Robins, GA"
Naperville,IL,41.7480,-88.1659,America/Chicago,"Naperville, IL"
Merced,CA,37.3057,-120.4779,America/Los_Angeles,"Merced, CA"
Elkhart,IN,41.6916,-85.9627,America/Indiana/Indianapolis,"Elkhart, IN"
Joliet,IL,41.5188,-88.1499,America/Chicago,"Joliet, IL"
Binghamton,NY,42.1014,-75.9093,America/New_York,"Binghamton, NY"
Houma,LA,29.5800,-90.7059,America/Chicago,"Houma, LA"
Bellevue,WA,47.5951,-122.1535,America/Los_Angeles,"Bellevue, WA"
Topeka,KS,39.0346,-95.6955,America/Chicago,"Topeka, KS"
Paterson,NJ,40.9147,-74.1624,America/New_York,"Paterson, NJ"
Lake Charles,LA,30.2010,-93.2111,America/Chicago,"Lake Charles, LA"
Torrance,CA,33.8346,-118.3416,America/Los_Angeles,"Torrance, CA"
Thornton,CO,39.9197,-104.9438,America/Denver,"Thornton, CO"
Tyler,TX,32.3184,-95.3062,America/Chicago,"Tyler, TX"
Athens,GA,33.9508,-83.3689,America/New_York,"Athens, GA"
Beaumont,TX,30.0849,-94.1451,America/Chicago,"Beaumont, TX"
Pueblo,CO,38.2701,-104.6114,America/Denver,"Pueblo, CO"
Odessa,TX,31.8801,-102.3448,America/Chicago,"Odessa, TX"
Mesquite,TX,32.7602,-96.5865,America/Chicago,"Mesquite, TX"
Fairfield,CA,38.2583,-122.0335,America/Los_Angeles,"Fairfield, CA"
Pasadena,CA,34.1597,-118.139,America/Los_Angeles,"Pasadena, CA"
Charleston,WV,38.3484,-81.6322,America/New_York,"Charleston, WV"
Fullerton,CA,33.8841,-117.9279,America/Los_Angeles,"Fullerton, CA"
Miramar,FL,25.9773,-80.3351,America/New_York,"Miramar, FL"
Midland,TX,32.0243,-102.1147,America/Chicago,"Midland, TX"
Gainesville,GA,34.2902,-83.8294,America/New_York,"Gainesville, GA"
Orange,CA,33.8038,-117.8218,America/Los_Angeles,"Orange, CA"
Olathe,KS,38.8833,-94.82,America/Chicago,"Olathe, KS"
Santa Maria,CA,34.9333,-120.4431,America/Los_Angeles,"Santa Maria, CA"
Surprise,AZ,33.6815,-112.4515,America/Phoenix,"Surprise, AZ"
Roseville,CA,38.7703,-121.3196,America/Los_Angeles,"Roseville, CA"
Metairie,LA,29.9977,-90.178,America/Chicago,"Metairie, LA"
Yuma,AZ,32.5995,-114.5491,America/Phoenix,"Yuma, AZ"
Carrollton,TX,32.9890,-96.8999,America/Chicago,"Carrollton, TX"
Burlington,NC,36.0760,-79.4685,America/New_York,"Burlington, NC"
West Valley City,UT,40.6886,-112.0123,America/Denver,"West Valley City, UT"
Hampton,VA,37.0551,-76.363,America/New_York,"Hampton, VA"
Racine,WI,42.7274,-87.8135,America/Chicago,"Racine, WI"
Greeley,CO,40.4152,-104.7706,America/Denver,"Greeley, CO"
Harlingen,TX,26.1916,-97.6977,America/Chicago,"Harlingen, TX"
Carolina,PR,18.4054,-65.9792,America/Puerto_Rico,"Carolina, PR"
Warren,MI,42.4934,-83.027,America/Detroit,"Warren, MI"
Grand Junction,CO,39.0877,-108.5673,America/Denver,"Grand Junction, CO"
Coral Springs,FL,26.2702,-80.2591,America/New_York,"Coral Springs, FL"
Columbia,MO,38.9472,-92.3268,America/Chicago,"Columbia, MO"
Bloomington,IL,40.4757,-88.9703,America/Chicago,"Bloomington, IL"
Sterling Heights,MI,42.5809,-83.0305,America/Detroit,"Sterling Heights, MI"
Stamford,CT,41.1039,-73.5585,America/New_York,"Stamford, CT"
Kent,WA,47.3887,-122.2128,America/Los_Angeles,"Kent, WA"
Bellingham,WA,48.7548,-122.469,America/Los_Angeles,"Bellingham, WA"
Las Cruces,NM,32.3265,-106.7893,America/Denver,"Las Cruces, NM"
Greenville,NC,35.5943,-77.376,America/New_York,"Greenville, NC"
Round Rock,TX,30.5270,-97.6642,America/Chicago,"Round Rock, TX"
Elizabeth,NJ,40.6658,-74.1913,America/New_York,"Elizabeth, NJ"
South Lyon,MI,42.4614,-83.6526,America/Detroit,"South Lyon, MI"
Simi Valley,CA,34.2663,-118.749,America/Los_Angeles,"Simi Valley, CA"
Santa Clara,CA,37.3646,-121.968,America/Los_Angeles,"Santa Clara, CA"
Yakima,WA,46.5923,-120.5496,America/Los_Angeles,"Yakima, WA"
Johnson City,TN,36.3406,-82.3806,America/New_York,"Johnson City, TN"
Dover,DE,39.1610,-75.5202,America/New_York,"Dover, DE"
Pearland,TX,29.5581,-95.3218,America/Chicago,"Pearland, TX"
Lynchburg,VA,37.4003,-79.1909,America/New_York,"Lynchburg, VA"
Fort Smith,AR,35.3495,-94.3695,America/Chicago,"Fort Smith, AR"
Yuba City,CA,39.1357,-121.6383,America/Los_Angeles,"Yuba City, CA"
Lehigh Acres,FL,26.6120,-81.6388,America/New_York,"Lehigh Acres, FL"
Kenosha,WI,42.5865,-87.8773,America/Chicago,"Kenosha, WI"
Arecibo,PR,18.4491,-66.7387,America/Puerto_Rico,"Arecibo, PR"
Berkeley,CA,37.8722,-122.276,America/Los_Angeles,"Berkeley, CA"
