fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name,orig_weather_categ,dest_weather_categ
2019-05-13,DL,DL_CODESHARE,DL,4768,OO,N432SW,4768,13487,MSP,"Minneapolis, MN",11823,FWA,"Fort Wayne, IN",2025,2018.0,-7.0,17.0,2035.0,2242.0,3.0,2309,2245.0,-24.0,0.0,,0.0,N,104.0,87.0,67.0,1.0,488.0,,,,,,,,,,sunny,rain
2018-07-31,G4,G4,G4,6652,G4,232NV,6652,14082,PGD,"Punta Gorda, FL",12945,LEX,"Lexington, KY",1445,1552.0,67.0,12.0,1604.0,1747.0,6.0,1651,1753.0,62.0,0.0,,0.0,N,126.0,121.0,103.0,1.0,781.0,0.0,0.0,0.0,0.0,62.0,,,,,rain,rain
2018-06-18,AA,AA_CODESHARE,AA,3495,MQ,N222NS,3495,13930,ORD,"Chicago, IL",11423,DSM,"Des Moines, IA",2142,,,,,,,2258,,,1.0,C,0.0,N,76.0,,,1.0,299.0,,,,,,,,,,rain,rain
2019-04-17,WN,WN,WN,1343,WN,N8511K,1343,10721,BOS,"Boston, MA",13232,MDW,"Chicago, IL",1425,1624.0,119.0,12.0,1636.0,1751.0,4.0,1610,1755.0,105.0,0.0,,0.0,N,165.0,151.0,135.0,1.0,861.0,105.0,0.0,0.0,0.0,0.0,1418.0,22.0,22.0,,sunny,rain
2018-09-28,AA,AA_CODESHARE,AA,5112,OH,N226JS,5112,11057,CLT,"Charlotte, NC",13139,LYH,"Lynchburg, VA",1618,1625.0,7.0,19.0,1644.0,1720.0,2.0,1722,1722.0,0.0,0.0,,0.0,N,64.0,57.0,36.0,1.0,175.0,,,,,,,,,,rain,rain
2018-04-11,WN,WN,WN,245,WN,N8326F,245,13296,MHT,"Manchester, NH",13232,MDW,"Chicago, IL",615,614.0,-1.0,11.0,625.0,733.0,4.0,745,737.0,-8.0,0.0,,0.0,N,150.0,143.0,128.0,1.0,838.0,,,,,,,,,,sunny,cloudy
2019-01-28,UA,UA_CODESHARE,UA,4926,C5,N14179,4926,12264,IAD,"Washington, DC",10257,ALB,"Albany, NY",1720,1828.0,68.0,26.0,1854.0,1945.0,14.0,1853,1959.0,66.0,0.0,,0.0,N,93.0,91.0,51.0,1.0,325.0,0.0,0.0,0.0,0.0,66.0,,,,,sunny,sunny
2018-07-16,AS,AS,AS,150,AS,N486AS,150,10299,ANC,"Anchorage, AK",12892,LAX,"Los Angeles, CA",2320,2314.0,-6.0,11.0,2325.0,509.0,8.0,543,517.0,-26.0,0.0,,0.0,N,323.0,303.0,284.0,1.0,2345.0,,,,,,,,,,rain,sunny
2019-09-12,AA,AA_CODESHARE,AA,5351,OH,N587NN,5351,11057,CLT,"Charlotte, NC",11252,DAB,"Daytona Beach, FL",2219,2217.0,-2.0,17.0,2234.0,2334.0,2.0,2350,2336.0,-14.0,0.0,,0.0,N,91.0,79.0,60.0,1.0,416.0,,,,,,,,,,sunny,rain
2018-03-31,AS,AS,AS,730,AS,N570AS,730,10299,ANC,"Anchorage, AK",14747,SEA,"Seattle, WA",500,451.0,-9.0,8.0,459.0,903.0,6.0,923,909.0,-14.0,0.0,,0.0,N,203.0,198.0,184.0,1.0,1448.0,,,,,,,,,,sunny,cloudy
2018-08-20,WN,WN,WN,1597,WN,N7815L,1597,10821,BWI,"Baltimore, MD",10693,BNA,"Nashville, TN",2210,2202.0,-8.0,11.0,2213.0,2236.0,5.0,2255,2241.0,-14.0,0.0,,0.0,N,105.0,99.0,83.0,1.0,587.0,,,,,,,,,,cloudy,rain
2018-11-09,UA,UA,UA,2407,UA,N829UA,2407,13930,ORD,"Chicago, IL",14492,RDU,"Raleigh/Durham, NC",1125,1124.0,-1.0,18.0,1142.0,1417.0,4.0,1427,1421.0,-6.0,0.0,,0.0,N,122.0,117.0,95.0,1.0,646.0,,,,,,,,,,snow & rain,rain
2018-11-04,UA,UA,UA,1254,UA,N75410,1254,10721,BOS,"Boston, MA",12266,IAH,"Houston, TX",712,704.0,-8.0,16.0,720.0,1018.0,17.0,1032,1035.0,3.0,0.0,,0.0,N,260.0,271.0,238.0,1.0,1597.0,,,,,,,,,,sunny,rain
2018-04-07,DL,DL_CODESHARE,DL,5777,CP,N637CZ,5777,14747,SEA,"Seattle, WA",11884,GEG,"Spokane, WA",1515,1536.0,21.0,18.0,1554.0,1636.0,4.0,1620,1640.0,20.0,0.0,,0.0,N,65.0,64.0,42.0,1.0,224.0,0.0,0.0,0.0,0.0,20.0,,,,,rain,rain
2019-02-19,AA,AA_CODESHARE,AA,3706,MQ,N803AE,3706,15074,SWO,"Stillwater, OK",11298,DFW,"Dallas/Fort Worth, TX",600,610.0,10.0,8.0,618.0,705.0,9.0,718,714.0,-4.0,0.0,,0.0,N,78.0,64.0,47.0,1.0,225.0,,,,,,,,,,snow & rain,rain
2018-05-21,B6,B6,B6,120,B6,N658JB,120,13204,MCO,"Orlando, FL",10257,ALB,"Albany, NY",1129,1144.0,15.0,14.0,1158.0,1419.0,3.0,1413,1422.0,9.0,0.0,,0.0,N,164.0,158.0,141.0,1.0,1073.0,,,,,,,,,,rain,sunny
2018-06-24,WN,WN,WN,1681,WN,N285WN,1681,14107,PHX,"Phoenix, AZ",12889,LAS,"Las Vegas, NV",1825,1829.0,4.0,9.0,1838.0,1923.0,3.0,1925,1926.0,1.0,0.0,,0.0,N,60.0,57.0,45.0,1.0,255.0,,,,,,,,,,sunny,sunny
2019-04-08,AA,AA_CODESHARE,AA,3647,MQ,N610AE,3647,10136,ABI,"Abilene, TX",11298,DFW,"Dallas/Fort Worth, TX",710,815.0,65.0,17.0,832.0,903.0,6.0,805,909.0,64.0,0.0,,0.0,N,55.0,54.0,31.0,1.0,158.0,0.0,64.0,0.0,0.0,0.0,,,,,sunny,sunny
2019-03-15,AA,AA,AA,2687,AA,N316PF,2687,10721,BOS,"Boston, MA",11057,CLT,"Charlotte, NC",1810,1833.0,23.0,23.0,1856.0,2101.0,10.0,2046,2111.0,25.0,0.0,,0.0,N,156.0,158.0,125.0,1.0,728.0,0.0,0.0,2.0,0.0,23.0,,,,,rain,rain
2019-08-04,AA,AA_CODESHARE,AA,4501,YX,N429YX,4501,14100,PHL,"Philadelphia, PA",12339,IND,"Indianapolis, IN",1822,1847.0,25.0,29.0,1916.0,2041.0,5.0,2034,2046.0,12.0,0.0,,0.0,N,132.0,119.0,85.0,1.0,588.0,,,,,,,,,,sunny,sunny
2019-05-05,WN,WN,WN,3971,WN,N969WN,3971,13487,MSP,"Minneapolis, MN",11259,DAL,"Dallas, TX",845,843.0,-2.0,10.0,853.0,1053.0,9.0,1115,1102.0,-13.0,0.0,,0.0,N,150.0,139.0,120.0,1.0,853.0,,,,,,,,,,sunny,sunny
2019-03-13,AA,AA,AA,2352,AA,N909AN,2352,13204,MCO,"Orlando, FL",12478,JFK,"New York, NY",1319,1330.0,11.0,19.0,1349.0,1600.0,7.0,1600,1607.0,7.0,0.0,,0.0,N,161.0,157.0,131.0,1.0,944.0,,,,,,,,,,cloudy,sunny
2019-06-25,AA,AA,AA,727,AA,N524UW,727,14107,PHX,"Phoenix, AZ",11057,CLT,"Charlotte, NC",1214,1213.0,-1.0,16.0,1229.0,1856.0,9.0,1925,1905.0,-20.0,0.0,,0.0,N,251.0,232.0,207.0,1.0,1773.0,,,,,,,,,,sunny,sunny
2019-02-26,DL,DL,DL,1105,DL,N328NB,1105,11697,FLL,"Fort Lauderdale, FL",12953,LGA,"New York, NY",930,925.0,-5.0,14.0,939.0,1205.0,15.0,1224,1220.0,-4.0,0.0,,0.0,N,174.0,175.0,146.0,1.0,1076.0,,,,,,,,,,rain,sunny
2018-05-17,DL,DL,DL,1624,DL,N983AT,1624,10397,ATL,"Atlanta, GA",13577,MYR,"Myrtle Beach, SC",1554,1549.0,-5.0,13.0,1602.0,1650.0,5.0,1707,1655.0,-12.0,0.0,,0.0,N,73.0,66.0,48.0,1.0,317.0,,,,,,,,,,rain,rain
2018-03-18,AS,AS,AS,361,AS,N524AS,361,14771,SFO,"San Francisco, CA",14057,PDX,"Portland, OR",815,811.0,-4.0,17.0,828.0,947.0,3.0,956,950.0,-6.0,0.0,,0.0,N,101.0,99.0,79.0,1.0,550.0,,,,,,,,,,cloudy,rain
2019-09-10,DL,DL,DL,1485,DL,N991DL,1485,15919,XNA,"Fayetteville, AR",10397,ATL,"Atlanta, GA",600,600.0,0.0,18.0,618.0,837.0,11.0,844,848.0,4.0,0.0,,0.0,N,104.0,108.0,79.0,1.0,589.0,,,,,,,,,,rain,rain
2018-11-11,UA,UA,UA,2098,UA,N831UA,2098,12953,LGA,"New York, NY",12266,IAH,"Houston, TX",750,749.0,-1.0,18.0,807.0,1044.0,8.0,1045,1052.0,7.0,0.0,,0.0,N,235.0,243.0,217.0,1.0,1416.0,,,,,,,,,,sunny,rain
2018-08-28,UA,UA,UA,732,UA,N417UA,732,13871,OMA,"Omaha, NE",11292,DEN,"Denver, CO",939,931.0,-8.0,19.0,950.0,1005.0,12.0,1016,1017.0,1.0,0.0,,0.0,N,97.0,106.0,75.0,1.0,472.0,,,,,,,,,,rain,sunny
2018-01-12,WN,WN,WN,38,WN,N209WN,38,11259,DAL,"Dallas, TX",13342,MKE,"Milwaukee, WI",1705,1707.0,2.0,9.0,1716.0,1902.0,2.0,1920,1904.0,-16.0,0.0,,0.0,N,135.0,117.0,106.0,1.0,850.0,,,,,,,,,,sunny,cloudy
2018-06-05,AA,AA_CODESHARE,AA,3573,MQ,N536EA,3573,13930,ORD,"Chicago, IL",11042,CLE,"Cleveland, OH",914,914.0,0.0,42.0,956.0,1143.0,9.0,1128,1152.0,24.0,0.0,,0.0,N,74.0,98.0,47.0,1.0,316.0,0.0,0.0,24.0,0.0,0.0,,,,,sunny,rain
2018-11-17,AA,AA_CODESHARE,AA,2993,OO,N703SK,2993,13930,ORD,"Chicago, IL",13076,LSE,"La Crosse, WI",2040,2037.0,-3.0,22.0,2059.0,2143.0,6.0,2153,2149.0,-4.0,0.0,,0.0,N,73.0,72.0,44.0,1.0,215.0,,,,,,,,,,snow & rain,snow
2018-07-17,DL,DL,DL,1265,DL,N996DL,1265,14685,SAV,"Savannah, GA",10397,ATL,"Atlanta, GA",1459,1507.0,8.0,25.0,1532.0,1615.0,6.0,1616,1621.0,5.0,0.0,,0.0,N,77.0,74.0,43.0,1.0,214.0,,,,,,,,,,rain,rain
2019-03-07,WN,WN,WN,351,WN,N8643A,351,10397,ATL,"Atlanta, GA",14635,RSW,"Fort Myers, FL",935,1002.0,27.0,18.0,1020.0,1131.0,4.0,1115,1135.0,20.0,0.0,,0.0,N,100.0,93.0,71.0,1.0,515.0,7.0,0.0,0.0,0.0,13.0,,,,,sunny,sunny
2019-11-07,WN,WN,WN,2319,WN,N7739A,2319,10693,BNA,"Nashville, TN",12953,LGA,"New York, NY",955,957.0,2.0,9.0,1006.0,1245.0,6.0,1310,1251.0,-19.0,0.0,,0.0,N,135.0,114.0,99.0,1.0,764.0,,,,,,,,,,rain,rain
2019-11-14,AA,AA_CODESHARE,AA,5117,OH,N606NN,5117,14100,PHL,"Philadelphia, PA",11986,GRR,"Grand Rapids, MI",2129,2115.0,-14.0,26.0,2141.0,2309.0,7.0,2333,2316.0,-17.0,0.0,,0.0,N,124.0,121.0,88.0,1.0,573.0,,,,,,,,,,sunny,cloudy
2018-03-25,UA,UA_CODESHARE,UA,4600,AX,N13124,4600,11292,DEN,"Denver, CO",14730,SDF,"Louisville, KY",1740,1734.0,-6.0,14.0,1748.0,2149.0,6.0,2216,2155.0,-21.0,0.0,,0.0,N,156.0,141.0,121.0,1.0,1024.0,,,,,,,,,,sunny,cloudy
2018-07-18,AS,AS,AS,858,AS,N583AS,858,12982,LIH,"Lihue, HI",14679,SAN,"San Diego, CA",1425,1434.0,9.0,22.0,1456.0,2325.0,4.0,2258,2329.0,31.0,0.0,,0.0,N,333.0,355.0,329.0,1.0,2676.0,0.0,0.0,22.0,0.0,9.0,,,,,rain,cloudy
2019-12-13,DL,DL_CODESHARE,DL,6004,YX,N236JQ,6004,12478,JFK,"New York, NY",11066,CMH,"Columbus, OH",1456,1448.0,-8.0,26.0,1514.0,1640.0,6.0,1704,1646.0,-18.0,0.0,,0.0,N,128.0,118.0,86.0,1.0,483.0,,,,,,,,,,rain,rain
2019-10-16,DL,DL,DL,1419,DL,N927AT,1419,12478,JFK,"New York, NY",11433,DTW,"Detroit, MI",1925,1921.0,-4.0,90.0,2051.0,2215.0,6.0,2150,2221.0,31.0,0.0,,0.0,N,145.0,180.0,84.0,1.0,509.0,0.0,0.0,31.0,0.0,0.0,,,,,rain,rain
2018-04-29,DL,DL_CODESHARE,DL,5183,9E,N138EV,5183,10397,ATL,"Atlanta, GA",10135,ABE,"Allentown/Bethlehem/Easton, PA",1517,1512.0,-5.0,21.0,1533.0,1710.0,2.0,1722,1712.0,-10.0,0.0,,0.0,N,125.0,120.0,97.0,1.0,692.0,,,,,,,,,,sunny,cloudy
2019-01-31,WN,WN,WN,533,WN,N292WN,533,10397,ATL,"Atlanta, GA",12451,JAX,"Jacksonville, FL",1130,1129.0,-1.0,11.0,1140.0,1224.0,4.0,1245,1228.0,-17.0,0.0,,0.0,N,75.0,59.0,44.0,1.0,270.0,,,,,,,,,,sunny,sunny
2019-03-13,HA,HA,HA,51,HA,N378HA,51,12478,JFK,"New York, NY",12173,HNL,"Honolulu, HI",1000,958.0,-2.0,20.0,1018.0,1512.0,7.0,1520,1519.0,-1.0,0.0,,0.0,N,680.0,681.0,654.0,1.0,4983.0,,,,,,,,,,sunny,cloudy
2019-12-06,DL,DL,DL,2429,DL,N101DU,2429,14771,SFO,"San Francisco, CA",14747,SEA,"Seattle, WA",630,627.0,-3.0,12.0,639.0,809.0,10.0,846,819.0,-27.0,0.0,,0.0,N,136.0,112.0,90.0,1.0,679.0,,,,,,,,,,rain,cloudy
2019-09-23,UA,UA,UA,2124,UA,N69835,2124,11618,EWR,"Newark, NJ",11042,CLE,"Cleveland, OH",1530,1524.0,-6.0,16.0,1540.0,1644.0,5.0,1710,1649.0,-21.0,0.0,,0.0,N,100.0,85.0,64.0,1.0,404.0,,,,,,,,,,rain,rain
2019-04-23,B6,B6,B6,2052,B6,N621JB,2052,13204,MCO,"Orlando, FL",10721,BOS,"Boston, MA",1730,1916.0,106.0,54.0,2010.0,2302.0,6.0,2032,2308.0,156.0,0.0,,0.0,N,182.0,232.0,172.0,1.0,1121.0,99.0,0.0,57.0,0.0,0.0,,,,,sunny,rain
2019-08-22,UA,UA,UA,2310,UA,N417UA,2310,11618,EWR,"Newark, NJ",10721,BOS,"Boston, MA",930,927.0,-3.0,44.0,1011.0,1053.0,5.0,1059,1058.0,-1.0,0.0,,0.0,N,89.0,91.0,42.0,1.0,200.0,,,,,,,,,,rain,cloudy
2019-09-04,UA,UA,UA,628,UA,N73445,628,14027,PBI,"West Palm Beach/Palm Beach, FL",11618,EWR,"Newark, NJ",1500,1451.0,-9.0,11.0,1502.0,1729.0,7.0,1753,1736.0,-17.0,0.0,,0.0,N,173.0,165.0,147.0,1.0,1023.0,,,,,,,,,,sunny,sunny
2019-10-28,DL,DL,DL,1165,DL,N852DN,1165,14524,RIC,"Richmond, VA",10397,ATL,"Atlanta, GA",810,838.0,28.0,21.0,859.0,1024.0,11.0,950,1035.0,45.0,0.0,,0.0,N,100.0,117.0,85.0,1.0,481.0,0.0,0.0,45.0,0.0,0.0,,,,,sunny,sunny
2018-09-24,AA,AA_CODESHARE,AA,4561,YX,N126HQ,4561,11995,GSO,"Greensboro/High Point, NC",14100,PHL,"Philadelphia, PA",1800,1809.0,9.0,20.0,1829.0,1930.0,15.0,1934,1945.0,11.0,0.0,,0.0,N,94.0,96.0,61.0,1.0,365.0,,,,,,,,,,rain,rain
2018-06-14,AA,AA,AA,1619,AA,N879NN,1619,11057,CLT,"Charlotte, NC",11298,DFW,"Dallas/Fort Worth, TX",1145,1147.0,2.0,29.0,1216.0,1320.0,14.0,1333,1334.0,1.0,0.0,,0.0,N,168.0,167.0,124.0,1.0,936.0,,,,,,,,,,sunny,sunny
2018-03-26,WN,WN,WN,302,WN,N954WN,302,13244,MEM,"Memphis, TN",13232,MDW,"Chicago, IL",545,540.0,-5.0,11.0,551.0,700.0,3.0,720,703.0,-17.0,0.0,,0.0,N,95.0,83.0,69.0,1.0,480.0,,,,,,,,,,rain,rain
2019-05-23,DL,DL_CODESHARE,DL,7429,OO,N440SW,7429,14113,PIH,"Pocatello, ID",14869,SLC,"Salt Lake City, UT",1835,1833.0,-2.0,46.0,1919.0,1950.0,7.0,1940,1957.0,17.0,0.0,,0.0,N,65.0,84.0,31.0,1.0,150.0,0.0,0.0,17.0,0.0,0.0,,,,,rain,rain
2019-08-17,AA,AA_CODESHARE,AA,3246,OO,N702SK,3246,14696,SBN,"South Bend, IN",11298,DFW,"Dallas/Fort Worth, TX",1616,1627.0,11.0,11.0,1638.0,1735.0,9.0,1748,1744.0,-4.0,0.0,,0.0,N,152.0,137.0,117.0,1.0,846.0,,,,,,,,,,rain,sunny
2018-02-20,AA,AA_CODESHARE,AA,2837,EV,N615QX,2837,11298,DFW,"Dallas/Fort Worth, TX",13422,MOB,"Mobile, AL",2045,,,,,,,2221,,,1.0,A,0.0,N,96.0,,,1.0,539.0,,,,,,,,,,rain,rain
2019-04-26,AA,AA,AA,2054,AA,N924NN,2054,15376,TUS,"Tucson, AZ",11298,DFW,"Dallas/Fort Worth, TX",1108,1105.0,-3.0,14.0,1119.0,1502.0,14.0,1520,1516.0,-4.0,0.0,,0.0,N,132.0,131.0,103.0,1.0,813.0,,,,,,,,,,sunny,sunny
2019-02-26,DL,DL_CODESHARE,DL,3371,9E,N934XJ,3371,14576,ROC,"Rochester, NY",12478,JFK,"New York, NY",520,520.0,0.0,19.0,539.0,626.0,15.0,700,641.0,-19.0,0.0,,0.0,N,100.0,81.0,47.0,1.0,264.0,,,,,,,,,,cloudy,sunny
2019-12-20,UA,UA_CODESHARE,UA,3562,YX,N728YX,3562,12266,IAH,"Houston, TX",12339,IND,"Indianapolis, IN",1940,1939.0,-1.0,21.0,2000.0,2234.0,4.0,2308,2238.0,-30.0,0.0,,0.0,N,148.0,119.0,94.0,1.0,844.0,,,,,,,,,,rain,sunny
2018-05-07,AA,AA_CODESHARE,AA,3326,MQ,N505AE,3326,13459,MQT,"Marquette, MI",13930,ORD,"Chicago, IL",852,840.0,-12.0,12.0,852.0,843.0,36.0,920,919.0,-1.0,0.0,,0.0,N,88.0,99.0,51.0,1.0,303.0,,,,,,,,,,sunny,sunny
2018-04-03,UA,UA,UA,627,UA,N73283,627,11292,DEN,"Denver, CO",11618,EWR,"Newark, NJ",825,827.0,2.0,24.0,851.0,1357.0,13.0,1400,1410.0,10.0,0.0,,0.0,N,215.0,223.0,186.0,1.0,1605.0,,,,,,,,,,rain,rain
2019-04-17,WN,WN,WN,763,WN,N569WN,763,12953,LGA,"New York, NY",10693,BNA,"Nashville, TN",620,620.0,0.0,14.0,634.0,728.0,7.0,745,735.0,-10.0,0.0,,0.0,N,145.0,135.0,114.0,1.0,764.0,,,,,,,,,,cloudy,cloudy
2019-04-08,WN,WN,WN,792,WN,N728SW,792,14679,SAN,"San Diego, CA",14893,SMF,"Sacramento, CA",1700,,,,,,,1835,,,1.0,A,0.0,N,95.0,,,1.0,480.0,,,,,,,,,,sunny,cloudy
2018-10-19,AA,AA_CODESHARE,AA,4220,MQ,N925AE,4220,13930,ORD,"Chicago, IL",10874,CAK,"Akron, OH",1229,1246.0,17.0,41.0,1327.0,1521.0,5.0,1453,1526.0,33.0,0.0,,0.0,N,84.0,100.0,54.0,1.0,343.0,17.0,0.0,16.0,0.0,0.0,,,,,rain,rain
2018-04-17,DL,DL,DL,2954,DL,N315NB,2954,14747,SEA,"Seattle, WA",14869,SLC,"Salt Lake City, UT",1019,1016.0,-3.0,31.0,1047.0,1319.0,9.0,1315,1328.0,13.0,0.0,,0.0,N,116.0,132.0,92.0,1.0,689.0,,,,,,,,,,rain,snow & rain
2019-11-11,AA,AA_CODESHARE,AA,5855,YV,N919FJ,5855,10800,BUR,"Burbank, CA",14107,PHX,"Phoenix, AZ",850,840.0,-10.0,13.0,853.0,1101.0,7.0,1122,1108.0,-14.0,0.0,,0.0,N,92.0,88.0,68.0,1.0,369.0,,,,,,,,,,sunny,sunny
2018-12-27,DL,DL,DL,1411,DL,N3731T,1411,13487,MSP,"Minneapolis, MN",14057,PDX,"Portland, OR",1758,1754.0,-4.0,12.0,1806.0,1906.0,2.0,2004,1908.0,-56.0,0.0,,0.0,N,246.0,194.0,180.0,1.0,1426.0,,,,,,,,,,snow & rain,cloudy
2019-06-20,UA,UA_CODESHARE,UA,5012,C5,N21154,5012,10792,BUF,"Buffalo, NY",11618,EWR,"Newark, NJ",1430,1625.0,115.0,32.0,1657.0,1753.0,7.0,1603,1800.0,117.0,0.0,,0.0,N,93.0,95.0,56.0,1.0,282.0,0.0,0.0,12.0,0.0,105.0,,,,,rain,rain
2018-09-19,AA,AA_CODESHARE,AA,5031,OH,N725PS,5031,11996,GSP,"Greer, SC",11278,DCA,"Washington, DC",752,746.0,-6.0,9.0,755.0,919.0,2.0,924,921.0,-3.0,0.0,,0.0,N,92.0,95.0,84.0,1.0,396.0,,,,,,,,,,sunny,sunny
2018-03-09,WN,WN,WN,12,WN,N764SW,12,12191,HOU,"Houston, TX",11259,DAL,"Dallas, TX",900,856.0,-4.0,14.0,910.0,956.0,3.0,1005,959.0,-6.0,0.0,,0.0,N,65.0,63.0,46.0,1.0,239.0,,,,,,,,,,cloudy,cloudy
2018-03-05,DL,DL_CODESHARE,DL,7393,OO,N8932C,7393,14794,SGU,"St. George, UT",14869,SLC,"Salt Lake City, UT",1120,1115.0,-5.0,23.0,1138.0,1220.0,5.0,1230,1225.0,-5.0,0.0,,0.0,N,70.0,70.0,42.0,1.0,272.0,,,,,,,,,,sunny,sunny
2018-04-03,UA,UA,UA,1412,UA,N12238,1412,14831,SJC,"San Jose, CA",11292,DEN,"Denver, CO",802,754.0,-8.0,10.0,804.0,1105.0,26.0,1142,1131.0,-11.0,0.0,,0.0,N,160.0,157.0,121.0,1.0,948.0,,,,,,,,,,sunny,rain
2019-05-09,NK,NK,NK,1404,NK,N519NK,1404,13577,MYR,"Myrtle Beach, SC",12898,LBE,"Latrobe, PA",730,725.0,-5.0,9.0,734.0,841.0,5.0,902,846.0,-16.0,0.0,,0.0,N,92.0,81.0,67.0,1.0,455.0,,,,,,,,,,sunny,rain
2018-02-25,VX,VX,VX,1860,VX,N630VA,1860,14771,SFO,"San Francisco, CA",11292,DEN,"Denver, CO",745,739.0,-6.0,25.0,804.0,1105.0,5.0,1108,1110.0,2.0,0.0,,0.0,N,143.0,151.0,121.0,1.0,967.0,,,,,,,,,,sunny,sunny
2019-03-09,DL,DL,DL,1406,DL,N346NB,1406,12478,JFK,"New York, NY",10721,BOS,"Boston, MA",2139,2134.0,-5.0,15.0,2149.0,2223.0,8.0,2310,2231.0,-39.0,0.0,,0.0,N,91.0,57.0,34.0,1.0,187.0,,,,,,,,,,sunny,sunny
2018-12-21,DL,DL_CODESHARE,DL,5072,9E,N200PQ,5072,13485,MSN,"Madison, WI",13487,MSP,"Minneapolis, MN",1515,1508.0,-7.0,17.0,1525.0,1612.0,8.0,1638,1620.0,-18.0,0.0,,0.0,N,83.0,72.0,47.0,1.0,228.0,,,,,,,,,,cloudy,cloudy
2018-03-09,DL,DL,DL,2049,DL,N694DL,2049,14771,SFO,"San Francisco, CA",10397,ATL,"Atlanta, GA",1125,1156.0,31.0,12.0,1208.0,1858.0,4.0,1902,1902.0,0.0,0.0,,0.0,N,277.0,246.0,230.0,1.0,2139.0,,,,,,,,,,cloudy,sunny
2018-05-04,AA,AA_CODESHARE,AA,4620,YX,N105HQ,4620,13495,MSY,"New Orleans, LA",11057,CLT,"Charlotte, NC",1425,1416.0,-9.0,14.0,1430.0,1705.0,9.0,1732,1714.0,-18.0,0.0,,0.0,N,127.0,118.0,95.0,1.0,651.0,,,,,,,,,,cloudy,sunny
2018-12-03,WN,WN,WN,1168,WN,N432WN,1168,13198,MCI,"Kansas City, MO",11292,DEN,"Denver, CO",620,625.0,5.0,31.0,656.0,721.0,7.0,715,728.0,13.0,0.0,,0.0,N,115.0,123.0,85.0,1.0,533.0,,,,,,,,,,cloudy,snow
2018-08-28,AA,AA_CODESHARE,AA,4405,YX,N133HQ,4405,13296,MHT,"Manchester, NH",11278,DCA,"Washington, DC",602,553.0,-9.0,20.0,613.0,723.0,7.0,749,730.0,-19.0,0.0,,0.0,N,107.0,97.0,70.0,1.0,406.0,,,,,,,,,,sunny,sunny
2019-11-22,DL,DL_CODESHARE,DL,5776,CP,N606CZ,5776,14679,SAN,"San Diego, CA",12892,LAX,"Los Angeles, CA",923,916.0,-7.0,18.0,934.0,1000.0,47.0,1027,1047.0,20.0,0.0,,0.0,N,64.0,91.0,26.0,1.0,109.0,0.0,0.0,20.0,0.0,0.0,,,,,sunny,sunny
2018-04-01,AA,AA,AA,184,AA,N117AN,184,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",1630,1627.0,-3.0,17.0,1644.0,16.0,8.0,59,24.0,-35.0,0.0,,0.0,N,329.0,297.0,272.0,1.0,2475.0,,,,,,,,,,cloudy,cloudy
2019-03-02,WN,WN,WN,2373,WN,N8509U,2373,13232,MDW,"Chicago, IL",13204,MCO,"Orlando, FL",1505,1503.0,-2.0,10.0,1513.0,1812.0,6.0,1835,1818.0,-17.0,0.0,,0.0,N,150.0,135.0,119.0,1.0,990.0,,,,,,,,,,cloudy,sunny
2019-04-28,DL,DL,DL,2868,DL,N908DA,2868,10397,ATL,"Atlanta, GA",14683,SAT,"San Antonio, TX",1359,1358.0,-1.0,18.0,1416.0,1514.0,4.0,1537,1518.0,-19.0,0.0,,0.0,N,158.0,140.0,118.0,1.0,874.0,,,,,,,,,,cloudy,sunny
2019-01-10,AA,AA,AA,1011,AA,N149AN,1011,11298,DFW,"Dallas/Fort Worth, TX",12953,LGA,"New York, NY",1652,1707.0,15.0,57.0,1804.0,2201.0,23.0,2110,2224.0,74.0,0.0,,0.0,N,198.0,257.0,177.0,1.0,1389.0,0.0,0.0,74.0,0.0,0.0,,,,,cloudy,cloudy
2019-11-30,AA,AA,AA,658,AA,N136AN,658,12892,LAX,"Los Angeles, CA",14100,PHL,"Philadelphia, PA",1139,1157.0,18.0,16.0,1213.0,1940.0,5.0,1945,1945.0,0.0,0.0,,0.0,N,306.0,288.0,267.0,1.0,2402.0,,,,,,,,,,rain,sunny
2019-06-14,AA,AA_CODESHARE,AA,5312,OH,N507AE,5312,11057,CLT,"Charlotte, NC",14108,PIA,"Peoria, IL",1112,1108.0,-4.0,17.0,1125.0,1157.0,4.0,1207,1201.0,-6.0,0.0,,0.0,N,115.0,113.0,92.0,1.0,607.0,,,,,,,,,,sunny,sunny
2018-12-06,UA,UA,UA,562,UA,N77295,562,12339,IND,"Indianapolis, IN",11292,DEN,"Denver, CO",1556,1549.0,-7.0,28.0,1617.0,1647.0,7.0,1647,1654.0,7.0,0.0,,0.0,N,171.0,185.0,150.0,1.0,977.0,,,,,,,,,,snow,sunny
