fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name,orig_weather_categ,dest_weather_categ
2018-04-29,AA,AA_CODESHARE,AA,5381,OH,N202PS,5381,11057,CLT,"Charlotte, NC",11066,CMH,"Columbus, OH",1415,1419.0,4.0,13.0,1432.0,1533.0,8.0,1537,1541.0,4.0,0.0,,0.0,N,82.0,82.0,61.0,1.0,347.0,,,,,,,,,,sunny,sunny
2019-08-21,AS,AS,AS,559,AS,N529AS,559,12889,LAS,"Las Vegas, NV",12892,LAX,"Los Angeles, CA",610,603.0,-7.0,25.0,628.0,712.0,6.0,730,718.0,-12.0,0.0,,0.0,N,80.0,75.0,44.0,1.0,236.0,,,,,,,,,,sunny,sunny
2018-09-12,AS,AS,AS,1489,AS,N637VA,1489,14679,SAN,"San Diego, CA",14747,SEA,"Seattle, WA",800,759.0,-1.0,26.0,825.0,1054.0,13.0,1054,1107.0,13.0,0.0,,0.0,N,174.0,188.0,149.0,1.0,1050.0,,,,,,,,,,sunny,rain
2018-09-30,WN,WN,WN,6201,WN,N701GS,6201,12892,LAX,"Los Angeles, CA",13796,OAK,"Oakland, CA",1120,1154.0,34.0,9.0,1203.0,1254.0,4.0,1250,1258.0,8.0,0.0,,0.0,N,90.0,64.0,51.0,1.0,337.0,,,,,,,,,,sunny,cloudy
2018-05-09,WN,WN,WN,2077,WN,N932WN,2077,11292,DEN,"Denver, CO",12889,LAS,"Las Vegas, NV",1440,1441.0,1.0,14.0,1455.0,1526.0,4.0,1535,1530.0,-5.0,0.0,,0.0,N,115.0,109.0,91.0,1.0,628.0,,,,,,,,,,sunny,sunny
2018-08-24,DL,DL,DL,2088,DL,N955DL,2088,12992,LIT,"Little Rock, AR",10397,ATL,"Atlanta, GA",1202,1154.0,-8.0,24.0,1218.0,1422.0,4.0,1437,1426.0,-11.0,0.0,,0.0,N,95.0,92.0,64.0,1.0,453.0,,,,,,,,,,sunny,cloudy
2019-09-12,DL,DL,DL,551,DL,N349DX,551,10721,BOS,"Boston, MA",10397,ATL,"Atlanta, GA",2015,2053.0,38.0,14.0,2107.0,2313.0,9.0,2302,2322.0,20.0,0.0,,0.0,N,167.0,149.0,126.0,1.0,946.0,2.0,0.0,0.0,0.0,18.0,,,,,rain,sunny
2018-08-12,UA,UA,UA,229,UA,N17244,229,12264,IAD,"Washington, DC",14679,SAN,"San Diego, CA",909,909.0,0.0,17.0,926.0,1118.0,4.0,1117,1122.0,5.0,0.0,,0.0,N,308.0,313.0,292.0,1.0,2253.0,,,,,,,,,,rain,cloudy
2019-09-30,AA,AA_CODESHARE,AA,3168,OO,N748SK,3168,13930,ORD,"Chicago, IL",11267,DAY,"Dayton, OH",1836,2025.0,109.0,27.0,2052.0,2234.0,5.0,2056,2239.0,103.0,0.0,,0.0,N,80.0,74.0,42.0,1.0,240.0,103.0,0.0,0.0,0.0,0.0,,,,,sunny,sunny
2019-05-17,DL,DL,DL,2381,DL,N905DN,2381,10397,ATL,"Atlanta, GA",14771,SFO,"San Francisco, CA",1100,1058.0,-2.0,17.0,1115.0,1244.0,45.0,1311,1329.0,18.0,0.0,,0.0,N,311.0,331.0,269.0,1.0,2139.0,0.0,0.0,18.0,0.0,0.0,,,,,sunny,cloudy
2019-05-21,G4,G4,G4,2179,G4,246NV,2179,11721,FNT,"Flint, MI",14761,SFB,"Sanford, FL",1815,1818.0,3.0,15.0,1833.0,2041.0,5.0,2049,2046.0,-3.0,0.0,,0.0,N,154.0,148.0,128.0,1.0,988.0,,,,,,,,,,sunny,sunny
2019-03-31,F9,F9,F9,122,F9,N229FR,122,11292,DEN,"Denver, CO",11298,DFW,"Dallas/Fort Worth, TX",1930,1950.0,20.0,10.0,2000.0,2227.0,12.0,2226,2239.0,13.0,0.0,,0.0,N,116.0,109.0,87.0,1.0,641.0,,,,,,,,,,sunny,sunny
2019-05-28,UA,UA_CODESHARE,UA,6109,YV,N504MJ,6109,12264,IAD,"Washington, DC",11433,DTW,"Detroit, MI",1240,1332.0,52.0,15.0,1347.0,1457.0,10.0,1409,1507.0,58.0,0.0,,0.0,N,89.0,95.0,70.0,1.0,383.0,0.0,0.0,0.0,0.0,58.0,,,,,rain,rain
2018-04-09,WN,WN,WN,158,WN,N797MX,158,12889,LAS,"Las Vegas, NV",13796,OAK,"Oakland, CA",2110,2146.0,36.0,13.0,2159.0,2301.0,4.0,2240,2305.0,25.0,0.0,,0.0,N,90.0,79.0,62.0,1.0,407.0,17.0,0.0,0.0,0.0,8.0,,,,,sunny,sunny
2019-04-12,AA,AA,AA,1142,AA,N173AN,1142,13303,MIA,"Miami, FL",12478,JFK,"New York, NY",1749,1750.0,1.0,40.0,1830.0,2105.0,16.0,2055,2121.0,26.0,0.0,,0.0,N,186.0,211.0,155.0,1.0,1089.0,0.0,0.0,26.0,0.0,0.0,,,,,sunny,rain
2018-07-21,WN,WN,WN,3047,WN,N8570W,3047,13495,MSY,"New Orleans, LA",13796,OAK,"Oakland, CA",1725,1728.0,3.0,7.0,1735.0,1924.0,6.0,1955,1930.0,-25.0,0.0,,0.0,N,270.0,242.0,229.0,1.0,1903.0,,,,,,,,,,sunny,sunny
2019-01-17,AA,AA,AA,256,AA,N133AN,256,12892,LAX,"Los Angeles, CA",13930,ORD,"Chicago, IL",831,830.0,-1.0,27.0,857.0,1430.0,14.0,1447,1444.0,-3.0,0.0,,0.0,N,256.0,254.0,213.0,1.0,1744.0,,,,,,,,,,rain,cloudy
2018-02-27,AA,AA_CODESHARE,AA,4758,YX,N136HQ,4758,11278,DCA,"Washington, DC",12953,LGA,"New York, NY",700,653.0,-7.0,35.0,728.0,815.0,7.0,828,822.0,-6.0,0.0,,0.0,N,88.0,89.0,47.0,1.0,214.0,,,,,,,,,,sunny,sunny
2019-05-29,NK,NK,NK,939,NK,N682NK,939,12266,IAH,"Houston, TX",13796,OAK,"Oakland, CA",915,914.0,-1.0,10.0,924.0,1106.0,10.0,1114,1116.0,2.0,0.0,,0.0,N,239.0,242.0,222.0,1.0,1628.0,,,,,,,,,,cloudy,sunny
2018-10-05,NK,NK,NK,1625,NK,N653NK,1625,11042,CLE,"Cleveland, OH",11697,FLL,"Fort Lauderdale, FL",1900,1853.0,-7.0,10.0,1903.0,2126.0,8.0,2155,2134.0,-21.0,0.0,,0.0,N,175.0,161.0,143.0,1.0,1062.0,,,,,,,,,,rain,rain
2018-09-20,DL,DL_CODESHARE,DL,3615,OO,N273SY,3615,14122,PIT,"Pittsburgh, PA",12953,LGA,"New York, NY",1325,1314.0,-11.0,17.0,1331.0,1425.0,5.0,1459,1430.0,-29.0,0.0,,0.0,N,94.0,76.0,54.0,1.0,335.0,,,,,,,,,,sunny,cloudy
2018-06-05,WN,WN,WN,799,WN,N8621A,799,11292,DEN,"Denver, CO",12889,LAS,"Las Vegas, NV",525,526.0,1.0,7.0,533.0,601.0,3.0,615,604.0,-11.0,0.0,,0.0,N,110.0,98.0,88.0,1.0,628.0,,,,,,,,,,sunny,sunny
2019-08-04,WN,WN,WN,4552,WN,N253WN,4552,14679,SAN,"San Diego, CA",14107,PHX,"Phoenix, AZ",1550,1559.0,9.0,13.0,1612.0,1707.0,5.0,1710,1712.0,2.0,0.0,,0.0,N,80.0,73.0,55.0,1.0,304.0,,,,,,,,,,sunny,sunny
2018-01-25,UA,UA_CODESHARE,UA,4172,EV,N17185,4172,12896,LBB,"Lubbock, TX",12266,IAH,"Houston, TX",1154,1211.0,17.0,11.0,1222.0,1330.0,7.0,1330,1337.0,7.0,0.0,,0.0,N,96.0,86.0,68.0,1.0,458.0,,,,,,,,,,sunny,sunny
2018-05-21,UA,UA_CODESHARE,UA,6097,YV,N521LR,6097,10994,CHS,"Charleston, SC",12264,IAD,"Washington, DC",1035,1029.0,-6.0,11.0,1040.0,1140.0,8.0,1200,1148.0,-12.0,0.0,,0.0,N,85.0,79.0,60.0,1.0,441.0,,,,,,,,,,cloudy,cloudy
2019-05-12,AA,AA,AA,2688,AA,N838NN,2688,13303,MIA,"Miami, FL",14771,SFO,"San Francisco, CA",1816,1933.0,77.0,21.0,1954.0,2240.0,14.0,2138,2254.0,76.0,0.0,,0.0,N,382.0,381.0,346.0,1.0,2585.0,76.0,0.0,0.0,0.0,0.0,,,,,rain,cloudy
2018-03-16,AA,AA_CODESHARE,AA,4535,YX,N446YX,4535,11278,DCA,"Washington, DC",10397,ATL,"Atlanta, GA",2013,2006.0,-7.0,19.0,2025.0,2155.0,15.0,2220,2210.0,-10.0,0.0,,0.0,N,127.0,124.0,90.0,1.0,547.0,,,,,,,,,,sunny,sunny
2019-02-19,DL,DL_CODESHARE,DL,6192,G7,N185GJ,6192,14492,RDU,"Raleigh/Durham, NC",11433,DTW,"Detroit, MI",550,549.0,-1.0,16.0,605.0,728.0,12.0,753,740.0,-13.0,0.0,,0.0,N,123.0,111.0,83.0,1.0,501.0,,,,,,,,,,rain,sunny
2018-07-21,NK,NK,NK,561,NK,N637NK,561,11292,DEN,"Denver, CO",12889,LAS,"Las Vegas, NV",1146,1138.0,-8.0,84.0,1302.0,1342.0,5.0,1238,1347.0,69.0,0.0,,0.0,N,112.0,189.0,100.0,1.0,628.0,0.0,0.0,69.0,0.0,0.0,,,,,sunny,cloudy
2019-12-13,AS,AS_CODESHARE,AS,3400,OO,N185SY,3400,14831,SJC,"San Jose, CA",14908,SNA,"Santa Ana, CA",955,951.0,-4.0,34.0,1025.0,1124.0,7.0,1123,1131.0,8.0,0.0,,0.0,N,88.0,100.0,59.0,1.0,342.0,,,,,,,,,,cloudy,sunny
2018-10-17,AA,AA,AA,2421,AA,N942AN,2421,13303,MIA,"Miami, FL",14771,SFO,"San Francisco, CA",1950,1952.0,2.0,26.0,2018.0,2245.0,6.0,2300,2251.0,-9.0,0.0,,0.0,N,370.0,359.0,327.0,1.0,2585.0,,,,,,,,,,sunny,sunny
2018-04-10,AA,AA,AA,1288,AA,N859NN,1288,14492,RDU,"Raleigh/Durham, NC",11057,CLT,"Charlotte, NC",1434,1435.0,1.0,12.0,1447.0,1528.0,7.0,1539,1535.0,-4.0,0.0,,0.0,N,65.0,60.0,41.0,1.0,130.0,,,,,,,,,,sunny,cloudy
2019-07-20,DL,DL_CODESHARE,DL,3504,OO,N257SY,3504,14893,SMF,"Sacramento, CA",14869,SLC,"Salt Lake City, UT",1649,1645.0,-4.0,22.0,1707.0,1923.0,6.0,1929,1929.0,0.0,0.0,,0.0,N,100.0,104.0,76.0,1.0,532.0,,,,,,,,,,sunny,sunny
2019-10-27,DL,DL,DL,1764,DL,N360NB,1764,13487,MSP,"Minneapolis, MN",11278,DCA,"Washington, DC",1015,1136.0,81.0,13.0,1149.0,1449.0,2.0,1335,1451.0,76.0,0.0,,0.0,N,140.0,135.0,120.0,1.0,931.0,28.0,0.0,0.0,0.0,48.0,,,,,cloudy,rain
2018-07-03,DL,DL_CODESHARE,DL,5693,CP,N606CZ,5693,14107,PHX,"Phoenix, AZ",12892,LAX,"Los Angeles, CA",1810,1835.0,25.0,25.0,1900.0,1956.0,9.0,1942,2005.0,23.0,0.0,,0.0,N,92.0,90.0,56.0,1.0,370.0,0.0,0.0,0.0,0.0,23.0,,,,,sunny,sunny
2019-11-25,UA,UA,UA,670,UA,N34222,670,13930,ORD,"Chicago, IL",10721,BOS,"Boston, MA",2119,2107.0,-12.0,17.0,2124.0,3.0,5.0,32,8.0,-24.0,0.0,,0.0,N,133.0,121.0,99.0,1.0,867.0,,,,,,,,,,sunny,sunny
2018-05-05,AA,AA_CODESHARE,AA,5440,OH,N574NN,5440,15624,VPS,"Valparaiso, FL",11057,CLT,"Charlotte, NC",730,728.0,-2.0,14.0,742.0,954.0,19.0,1018,1013.0,-5.0,0.0,,0.0,N,108.0,105.0,72.0,1.0,460.0,,,,,,,,,,sunny,cloudy
2018-09-01,B6,B6,B6,892,B6,N627JB,892,15304,TPA,"Tampa, FL",10721,BOS,"Boston, MA",1046,1038.0,-8.0,14.0,1052.0,1328.0,8.0,1348,1336.0,-12.0,0.0,,0.0,N,182.0,178.0,156.0,1.0,1185.0,,,,,,,,,,rain,sunny
2019-09-15,AA,AA,AA,481,AA,N567UW,481,14100,PHL,"Philadelphia, PA",12892,LAX,"Los Angeles, CA",1250,1247.0,-3.0,26.0,1313.0,1512.0,6.0,1527,1518.0,-9.0,0.0,,0.0,N,337.0,331.0,299.0,1.0,2402.0,,,,,,,,,,rain,sunny
2018-07-02,G4,G4,G4,626,G4,409NV,626,14761,SFB,"Sanford, FL",13931,ORF,"Norfolk, VA",1529,1529.0,0.0,14.0,1543.0,1707.0,7.0,1712,1714.0,2.0,0.0,,0.0,N,103.0,105.0,84.0,1.0,631.0,,,,,,,,,,rain,sunny
2018-05-19,AA,AA,AA,2464,AA,N929NN,2464,13204,MCO,"Orlando, FL",13303,MIA,"Miami, FL",1741,1752.0,11.0,15.0,1807.0,1849.0,6.0,1855,1855.0,0.0,0.0,,0.0,N,74.0,63.0,42.0,1.0,192.0,,,,,,,,,,rain,rain
2018-10-16,WN,WN,WN,1534,WN,N8555Z,1534,10397,ATL,"Atlanta, GA",12889,LAS,"Las Vegas, NV",2010,2020.0,10.0,15.0,2035.0,2124.0,3.0,2135,2127.0,-8.0,0.0,,0.0,N,265.0,247.0,229.0,1.0,1747.0,,,,,,,,,,cloudy,sunny
2019-11-21,AA,AA,AA,2002,AA,N750UW,2002,10529,BDL,"Hartford, CT",11057,CLT,"Charlotte, NC",1438,1435.0,-3.0,12.0,1447.0,1627.0,12.0,1657,1639.0,-18.0,0.0,,0.0,N,139.0,124.0,100.0,1.0,644.0,,,,,,,,,,sunny,sunny
2018-11-23,UA,UA,UA,511,UA,N73445,511,10721,BOS,"Boston, MA",12264,IAD,"Washington, DC",1443,1442.0,-1.0,10.0,1452.0,1601.0,3.0,1625,1604.0,-21.0,0.0,,0.0,N,102.0,82.0,69.0,1.0,413.0,,,,,,,,,,sunny,cloudy
2018-12-10,NK,NK,NK,1030,NK,N525NK,1030,10821,BWI,"Baltimore, MD",10721,BOS,"Boston, MA",1942,1935.0,-7.0,10.0,1945.0,2041.0,6.0,2109,2047.0,-22.0,0.0,,0.0,N,87.0,72.0,56.0,1.0,369.0,,,,,,,,,,sunny,sunny
2018-10-18,UA,UA,UA,248,UA,N69819,248,14107,PHX,"Phoenix, AZ",13930,ORD,"Chicago, IL",917,923.0,6.0,16.0,939.0,1425.0,17.0,1444,1442.0,-2.0,0.0,,0.0,N,207.0,199.0,166.0,1.0,1440.0,,,,,,,,,,sunny,sunny
2018-11-22,HA,HA,HA,250,HA,N495HA,250,13830,OGG,"Kahului, HI",12758,KOA,"Kona, HI",1520,1514.0,-6.0,8.0,1522.0,1544.0,6.0,1556,1550.0,-6.0,0.0,,0.0,N,36.0,36.0,22.0,1.0,84.0,,,,,,,,,,no weather data,
2019-12-31,UA,UA,UA,537,UA,N476UA,537,11292,DEN,"Denver, CO",14570,RNO,"Reno, NV",1544,1559.0,15.0,12.0,1611.0,1702.0,3.0,1709,1705.0,-4.0,0.0,,0.0,N,145.0,126.0,111.0,1.0,804.0,,,,,,,,,,sunny,sunny
2018-10-01,UA,UA,UA,584,UA,N68834,584,12892,LAX,"Los Angeles, CA",12264,IAD,"Washington, DC",2255,2313.0,18.0,17.0,2330.0,648.0,3.0,645,651.0,6.0,0.0,,0.0,N,290.0,278.0,258.0,1.0,2288.0,,,,,,,,,,sunny,sunny
2019-03-14,AA,AA_CODESHARE,AA,5333,OH,N560NN,5333,11057,CLT,"Charlotte, NC",10397,ATL,"Atlanta, GA",1150,1152.0,2.0,20.0,1212.0,1307.0,6.0,1320,1313.0,-7.0,0.0,,0.0,N,90.0,81.0,55.0,1.0,226.0,,,,,,,,,,cloudy,rain
2018-07-06,UA,UA_CODESHARE,UA,5894,OO,N131SY,5894,12892,LAX,"Los Angeles, CA",14683,SAT,"San Antonio, TX",940,932.0,-8.0,21.0,953.0,1446.0,7.0,1450,1453.0,3.0,0.0,,0.0,N,190.0,201.0,173.0,1.0,1211.0,,,,,,,,,,sunny,rain
2019-10-06,AA,AA,AA,1384,AA,N916AN,1384,12892,LAX,"Los Angeles, CA",13930,ORD,"Chicago, IL",1120,1119.0,-1.0,20.0,1139.0,1702.0,17.0,1725,1719.0,-6.0,0.0,,0.0,N,245.0,240.0,203.0,1.0,1744.0,,,,,,,,,,sunny,cloudy
2019-08-16,DL,DL,DL,1007,DL,N3746H,1007,12892,LAX,"Los Angeles, CA",10693,BNA,"Nashville, TN",1730,1730.0,0.0,21.0,1751.0,2308.0,5.0,2331,2313.0,-18.0,0.0,,0.0,N,241.0,223.0,197.0,1.0,1797.0,,,,,,,,,,sunny,sunny
2019-04-15,UA,UA_CODESHARE,UA,3414,YX,N752YX,3414,11292,DEN,"Denver, CO",12339,IND,"Indianapolis, IN",1740,1735.0,-5.0,22.0,1757.0,2150.0,6.0,2208,2156.0,-12.0,0.0,,0.0,N,148.0,141.0,113.0,1.0,977.0,,,,,,,,,,sunny,cloudy
2019-10-28,NK,NK,NK,912,NK,N686NK,912,13204,MCO,"Orlando, FL",13930,ORD,"Chicago, IL",1758,1836.0,38.0,13.0,1849.0,1957.0,13.0,2002,2010.0,8.0,0.0,,0.0,N,184.0,154.0,128.0,1.0,1005.0,,,,,,,,,,rain,cloudy
2019-09-30,F9,F9,F9,2025,F9,N202FR,2025,11193,CVG,"Cincinnati, OH",12889,LAS,"Las Vegas, NV",715,709.0,-6.0,10.0,719.0,813.0,9.0,842,822.0,-20.0,0.0,,0.0,N,267.0,253.0,234.0,1.0,1678.0,,,,,,,,,,sunny,sunny
2019-05-14,UA,UA,UA,2133,UA,N39423,2133,13930,ORD,"Chicago, IL",12889,LAS,"Las Vegas, NV",1010,1001.0,-9.0,18.0,1019.0,1143.0,8.0,1208,1151.0,-17.0,0.0,,0.0,N,238.0,230.0,204.0,1.0,1514.0,,,,,,,,,,sunny,sunny
2019-08-20,F9,F9,F9,1666,F9,N348FR,1666,14679,SAN,"San Diego, CA",14492,RDU,"Raleigh/Durham, NC",1013,957.0,-16.0,12.0,1009.0,1748.0,32.0,1841,1820.0,-21.0,0.0,,0.0,N,328.0,323.0,279.0,1.0,2193.0,,,,,,,,,,sunny,cloudy
2019-11-15,G4,G4,G4,32,G4,305NV,32,11637,FAR,"Fargo, ND",12889,LAS,"Las Vegas, NV",1253,1243.0,-10.0,10.0,1253.0,1339.0,5.0,1359,1344.0,-15.0,0.0,,0.0,N,186.0,181.0,166.0,1.0,1205.0,,,,,,,,,,sunny,sunny
2018-06-27,DL,DL,DL,345,DL,N962DL,345,10397,ATL,"Atlanta, GA",12278,ICT,"Wichita, KS",2032,2059.0,27.0,14.0,2113.0,2200.0,5.0,2148,2205.0,17.0,0.0,,0.0,N,136.0,126.0,107.0,1.0,782.0,17.0,0.0,0.0,0.0,0.0,,,,,rain,sunny
2018-07-28,DL,DL_CODESHARE,DL,4294,OO,N432SW,4294,13076,LSE,"La Crosse, WI",13487,MSP,"Minneapolis, MN",1115,1105.0,-10.0,11.0,1116.0,1142.0,5.0,1214,1147.0,-27.0,0.0,,0.0,N,59.0,42.0,26.0,1.0,119.0,,,,,,,,,,sunny,sunny
2019-03-06,DL,DL_CODESHARE,DL,5695,CP,N630CZ,5695,14747,SEA,"Seattle, WA",14831,SJC,"San Jose, CA",1125,1142.0,17.0,25.0,1207.0,1358.0,7.0,1344,1405.0,21.0,0.0,,0.0,N,139.0,143.0,111.0,1.0,696.0,0.0,0.0,4.0,0.0,17.0,,,,,snow & rain,rain
2018-09-13,WN,WN,WN,5093,WN,N8553W,5093,10693,BNA,"Nashville, TN",15304,TPA,"Tampa, FL",1300,1308.0,8.0,19.0,1327.0,1552.0,6.0,1550,1558.0,8.0,0.0,,0.0,N,110.0,110.0,85.0,1.0,612.0,,,,,,,,,,rain,rain
2019-09-22,UA,UA,UA,751,UA,N13720,751,14679,SAN,"San Diego, CA",11618,EWR,"Newark, NJ",645,638.0,-7.0,26.0,704.0,1450.0,6.0,1509,1456.0,-13.0,0.0,,0.0,N,324.0,318.0,286.0,1.0,2425.0,,,,,,,,,,sunny,sunny
2019-08-26,AA,AA_CODESHARE,AA,5160,OH,N710PS,5160,11057,CLT,"Charlotte, NC",10980,CHA,"Chattanooga, TN",2245,2238.0,-7.0,20.0,2258.0,2341.0,6.0,2357,2347.0,-10.0,0.0,,0.0,N,72.0,69.0,43.0,1.0,241.0,,,,,,,,,,cloudy,rain
2019-05-02,DL,DL,DL,2373,DL,N373DX,2373,13303,MIA,"Miami, FL",10397,ATL,"Atlanta, GA",1552,1550.0,-2.0,19.0,1609.0,1732.0,5.0,1757,1737.0,-20.0,0.0,,0.0,N,125.0,107.0,83.0,1.0,594.0,,,,,,,,,,rain,sunny
2018-10-09,UA,UA_CODESHARE,UA,5815,OO,N967SW,5815,11292,DEN,"Denver, CO",11109,COS,"Colorado Springs, CO",1233,1232.0,-1.0,18.0,1250.0,1314.0,6.0,1316,1320.0,4.0,0.0,,0.0,N,43.0,48.0,24.0,1.0,73.0,,,,,,,,,,snow,rain
2019-09-10,WN,WN,WN,397,WN,N8532S,397,10821,BWI,"Baltimore, MD",10721,BOS,"Boston, MA",1450,1449.0,-1.0,11.0,1500.0,1554.0,8.0,1625,1602.0,-23.0,0.0,,0.0,N,95.0,73.0,54.0,1.0,369.0,,,,,,,,,,sunny,cloudy
2019-09-03,AS,AS,AS,1909,AS,N638VA,1909,12889,LAS,"Las Vegas, NV",14771,SFO,"San Francisco, CA",1200,1155.0,-5.0,13.0,1208.0,1311.0,12.0,1340,1323.0,-17.0,0.0,,0.0,N,100.0,88.0,63.0,1.0,414.0,,,,,,,,,,sunny,cloudy
2019-09-04,DL,DL_CODESHARE,DL,4300,OO,N931EV,4300,11587,ESC,"Escanaba, MI",11433,DTW,"Detroit, MI",1816,1805.0,-11.0,22.0,1827.0,1916.0,13.0,1937,1929.0,-8.0,0.0,,0.0,N,81.0,84.0,49.0,1.0,306.0,,,,,,,,,,sunny,rain
2018-11-01,DL,DL_CODESHARE,DL,3383,9E,N919XJ,3383,14492,RDU,"Raleigh/Durham, NC",13204,MCO,"Orlando, FL",1735,1813.0,38.0,21.0,1834.0,1952.0,4.0,1921,1956.0,35.0,0.0,,0.0,N,106.0,103.0,78.0,1.0,534.0,4.0,0.0,0.0,0.0,31.0,,,,,cloudy,cloudy
2019-06-12,UA,UA,UA,1544,UA,N39461,1544,14100,PHL,"Philadelphia, PA",13930,ORD,"Chicago, IL",1335,1427.0,52.0,16.0,1443.0,1523.0,2.0,1448,1525.0,37.0,0.0,,0.0,N,133.0,118.0,100.0,1.0,678.0,0.0,0.0,37.0,0.0,0.0,,,,,cloudy,rain
2018-02-10,DL,DL,DL,830,DL,N961DN,830,13796,OAK,"Oakland, CA",14869,SLC,"Salt Lake City, UT",1300,1251.0,-9.0,17.0,1308.0,1530.0,13.0,1556,1543.0,-13.0,0.0,,0.0,N,116.0,112.0,82.0,1.0,588.0,,,,,,,,,,sunny,cloudy
2018-11-12,AA,AA_CODESHARE,AA,5948,YV,N958LR,5948,11298,DFW,"Dallas/Fort Worth, TX",14730,SDF,"Louisville, KY",850,850.0,0.0,16.0,906.0,1136.0,8.0,1153,1144.0,-9.0,0.0,,0.0,N,123.0,114.0,90.0,1.0,733.0,,,,,,,,,,rain,rain
2019-11-01,AA,AA_CODESHARE,AA,5258,OH,N534AE,5258,11278,DCA,"Washington, DC",14122,PIT,"Pittsburgh, PA",959,956.0,-3.0,43.0,1039.0,1118.0,5.0,1104,1123.0,19.0,0.0,,0.0,N,65.0,87.0,39.0,1.0,204.0,0.0,0.0,19.0,0.0,0.0,,,,,sunny,cloudy
2018-01-02,AA,AA,AA,168,AA,N843NN,168,13930,ORD,"Chicago, IL",14492,RDU,"Raleigh/Durham, NC",1510,1508.0,-2.0,12.0,1520.0,1754.0,5.0,1805,1759.0,-6.0,0.0,,0.0,N,115.0,111.0,94.0,1.0,646.0,,,,,,,,,,sunny,sunny
2018-02-14,NK,NK,NK,724,NK,N603NK,724,11697,FLL,"Fort Lauderdale, FL",12898,LBE,"Latrobe, PA",1540,1531.0,-9.0,11.0,1542.0,1802.0,3.0,1825,1805.0,-20.0,0.0,,0.0,N,165.0,154.0,140.0,1.0,980.0,,,,,,,,,,sunny,rain
2019-01-31,UA,UA_CODESHARE,UA,3905,ZW,,3905,13342,MKE,"Milwaukee, WI",13930,ORD,"Chicago, IL",600,,,,,,,705,,,1.0,B,0.0,N,65.0,,,1.0,67.0,,,,,,,,,,cloudy,snow
2018-04-15,UA,UA,UA,2173,UA,N57862,2173,13930,ORD,"Chicago, IL",13204,MCO,"Orlando, FL",1814,1814.0,0.0,28.0,1842.0,2152.0,7.0,2159,2159.0,0.0,0.0,,0.0,N,165.0,165.0,130.0,1.0,1005.0,,,,,,,,,,rain,rain
2018-11-16,UA,UA_CODESHARE,UA,5435,OO,N156SY,5435,14570,RNO,"Reno, NV",11292,DEN,"Denver, CO",1800,1904.0,64.0,14.0,1918.0,2203.0,5.0,2113,2208.0,55.0,0.0,,0.0,N,133.0,124.0,105.0,1.0,804.0,0.0,0.0,0.0,0.0,55.0,,,,,sunny,sunny
2018-05-22,AA,AA_CODESHARE,AA,4788,PT,N669MB,4788,12397,ITH,"Ithaca/Cortland, NY",14100,PHL,"Philadelphia, PA",600,644.0,44.0,27.0,711.0,747.0,5.0,708,752.0,44.0,0.0,,0.0,N,68.0,68.0,36.0,1.0,192.0,0.0,44.0,0.0,0.0,0.0,,,,,rain,rain
2018-01-24,DL,DL,DL,1555,DL,N865DN,1555,13487,MSP,"Minneapolis, MN",14107,PHX,"Phoenix, AZ",650,645.0,-5.0,34.0,719.0,908.0,8.0,923,916.0,-7.0,0.0,,0.0,N,213.0,211.0,169.0,1.0,1276.0,,,,,,,,,,cloudy,sunny
2018-08-28,WN,WN,WN,2659,WN,N8664J,2659,13232,MDW,"Chicago, IL",12191,HOU,"Houston, TX",1000,957.0,-3.0,12.0,1009.0,1214.0,5.0,1240,1219.0,-21.0,0.0,,0.0,N,160.0,142.0,125.0,1.0,937.0,,,,,,,,,,rain,rain
2018-11-29,UA,UA,UA,920,UA,N498UA,920,13198,MCI,"Kansas City, MO",13930,ORD,"Chicago, IL",1835,1829.0,-6.0,8.0,1837.0,1931.0,25.0,2008,1956.0,-12.0,0.0,,0.0,N,93.0,87.0,54.0,1.0,403.0,,,,,,,,,,sunny,cloudy
2019-09-28,AA,AA_CODESHARE,AA,3442,MQ,N813AE,3442,11067,CMI,"Champaign/Urbana, IL",13930,ORD,"Chicago, IL",805,,,,,,,910,,,1.0,C,0.0,N,65.0,,,1.0,135.0,,,,,,,,,,rain,rain
2019-06-10,DL,DL,DL,2762,DL,N302DN,2762,12889,LAS,"Las Vegas, NV",14869,SLC,"Salt Lake City, UT",1723,1718.0,-5.0,49.0,1807.0,2005.0,9.0,1945,2014.0,29.0,0.0,,0.0,N,82.0,116.0,58.0,1.0,368.0,0.0,0.0,29.0,0.0,0.0,,,,,sunny,sunny
