,arr_delay
9837,14.0
4501,-3.0
6354,6.0
9333,-12.0
3390,-28.0
3888,1.0
2962,-2.0
4155,-16.0
3259,5.0
6302,11.0
6034,16.0
7918,-7.0
9936,16.0
2583,-13.0
2813,-6.0
3959,5.0
2947,-25.0
6643,-21.0
5174,12.0
6841,-11.0
8298,-19.0
3586,-16.0
9228,-6.0
7988,-19.0
2563,4.0
2630,4.0
3190,-12.0
7778,-38.0
7645,-13.0
5036,-12.0
1080,-18.0
4283,200.0
9711,-5.0
7085,159.0
2085,-36.0
6345,-8.0
2452,482.0
4966,25.0
2023,1.0
8071,-27.0
8987,2.0
8718,-25.0
7321,-3.0
226,86.0
1013,-7.0
6679,328.0
1929,-3.0
1043,2.0
5251,-22.0
1404,0.0
2179,-17.0
697,-12.0
1124,-6.0
7378,14.0
3895,-13.0
8217,-4.0
5110,-8.0
1778,35.0
7786,-15.0
2634,-12.0
7187,8.0
7544,0.0
7604,-18.0
3489,-11.0
8259,-9.0
1037,-13.0
6093,-9.0
2256,13.0
8188,15.0
2613,-17.0
313,-14.0
2649,-11.0
2281,-1.0
6741,2.0
2979,-34.0
2547,-5.0
5512,39.0
5132,-7.0
2159,14.0
7080,-2.0
3137,-27.0
9079,13.0
5850,-14.0
9865,16.0
6445,-21.0
3967,-12.0
1428,-12.0
8422,-20.0
2520,-7.0
7837,3.0
4969,-3.0
1855,-22.0
8884,-16.0
5602,-18.0
9344,-6.0
9868,-26.0
448,-9.0
7703,-10.0
1284,14.0
5995,-11.0
7899,155.0
3727,-4.0
7353,-16.0
361,5.0
6279,-13.0
5230,-3.0
8942,-14.0
7295,-20.0
8891,-18.0
7534,-27.0
6251,1.0
5926,-25.0
5149,-7.0
2460,10.0
22,-10.0
2066,-15.0
1653,-2.0
702,316.0
8490,69.0
2743,-21.0
1376,1.0
1724,-7.0
2468,-18.0
3754,0.0
2325,-9.0
460,-22.0
5163,-12.0
4183,2.0
5526,-17.0
4082,-5.0
1486,-17.0
3678,-18.0
282,-15.0
6579,-20.0
4558,5.0
4308,-20.0
6684,14.0
4865,-11.0
3537,18.0
3868,20.0
7003,-9.0
2581,-10.0
1368,-32.0
9469,13.0
8197,53.0
597,14.0
4351,-7.0
6346,-17.0
8976,-2.0
6379,0.0
4758,-15.0
646,-14.0
6381,-7.0
7527,3.0
9697,-12.0
6023,-17.0
7954,-11.0
7165,-14.0
3468,23.0
7797,32.0
7697,-21.0
2990,-18.0
9407,-5.0
4875,-16.0
2544,-17.0
8595,2.0
5341,70.0
1567,24.0
9994,-21.0
4066,6.0
3988,-16.0
7031,-33.0
2160,-25.0
685,97.0
7602,-17.0
7784,-22.0
3243,-26.0
5844,-4.0
9219,-8.0
2461,78.0
4083,22.0
2837,50.0
3697,-18.0
7128,-16.0
6267,-6.0
4941,-41.0
5946,-2.0
4583,-26.0
5784,-4.0
4040,32.0
2230,157.0
7569,45.0
935,-11.0
2320,9.0
4878,-36.0
521,-16.0
522,52.0
5345,40.0
9876,-5.0
3359,-15.0
1311,-9.0
3983,-2.0
6494,-19.0
9560,-7.0
1716,126.0
780,4.0
8798,111.0
8231,-3.0
5607,4.0
5978,-15.0
651,8.0
3747,0.0
2196,-13.0
8418,57.0
369,170.0
9884,-17.0
8005,-22.0
4214,-13.0
377,34.0
9446,-14.0
2216,-25.0
8682,-8.0
1613,29.0
6979,2.0
7549,-8.0
1827,-12.0
3632,-1.0
962,12.0
2993,-13.0
6606,0.0
9672,-5.0
2376,20.0
8880,-5.0
359,-6.0
3839,8.0
8184,-13.0
1246,-16.0
7504,-9.0
8349,176.0
6511,54.0
5087,47.0
3694,-6.0
1573,-7.0
6281,30.0
5439,0.0
2567,8.0
3423,-9.0
2037,-11.0
9243,0.0
772,-7.0
5380,-1.0
9568,-20.0
3562,-18.0
562,-9.0
6683,-22.0
2546,-6.0
5510,-4.0
5330,-1.0
9667,-19.0
4531,-11.0
1674,0.0
7395,27.0
365,-3.0
8016,-13.0
9376,-14.0
4327,-2.0
9983,-11.0
147,21.0
1668,-9.0
3088,-4.0
8844,-8.0
7650,-32.0
407,105.0
9584,-8.0
7788,30.0
3456,-3.0
6186,-3.0
4182,-15.0
3576,5.0
3271,12.0
4940,68.0
1031,89.0
8872,4.0
6230,50.0
6592,-14.0
8906,-21.0
9811,-3.0
6724,-6.0
8029,32.0
8052,-7.0
855,-14.0
3926,-7.0
8547,-3.0
78,1.0
7088,359.0
2247,-10.0
8263,-14.0
4026,-6.0
9949,-6.0
9571,-2.0
9295,-7.0
714,-2.0
7451,-7.0
788,21.0
2279,-6.0
4095,2.0
3897,28.0
7944,122.0
7177,-9.0
9076,17.0
9452,7.0
3631,-5.0
8624,0.0
7297,-9.0
6272,-14.0
424,-5.0
392,193.0
3191,0.0
16,2.0
6335,-16.0
4200,11.0
2672,-17.0
2444,-40.0
6697,-17.0
6164,79.0
2601,-4.0
3493,-8.0
6044,86.0
1459,-18.0
3804,-22.0
9845,-17.0
7394,-20.0
4839,22.0
8111,46.0
3835,7.0
9313,-5.0
5683,56.0
8748,221.0
5827,-2.0
9748,-19.0
4724,280.0
8759,-21.0
5887,-9.0
2355,1.0
6036,-2.0
4798,-10.0
2442,-2.0
8645,25.0
4592,31.0
8772,125.0
464,-4.0
163,-32.0
9261,9.0
9433,-4.0
8405,-5.0
9777,-19.0
9478,-17.0
7380,0.0
6636,183.0
241,14.0
2009,1.0
6356,-14.0
3084,8.0
6208,-35.0
900,-5.0
5542,35.0
6007,-30.0
7638,-11.0
6793,-22.0
8869,-10.0
7758,-10.0
4837,-5.0
2293,-7.0
6548,0.0
7898,-12.0
7977,-1.0
4481,-5.0
5302,-6.0
4605,-10.0
3716,185.0
9071,0.0
6140,-1.0
1764,-6.0
6598,-4.0
1549,-23.0
3029,101.0
8653,22.0
6298,-12.0
6662,125.0
6626,-19.0
2044,-26.0
767,12.0
5693,61.0
7870,54.0
7795,-16.0
1508,-21.0
7230,-7.0
7857,3.0
3302,3.0
4517,9.0
4219,10.0
9078,2.0
9940,-12.0
3292,-13.0
819,1.0
1403,-5.0
1382,-8.0
2148,-23.0
6928,-6.0
5671,-11.0
1638,-11.0
5891,-6.0
7427,-2.0
608,8.0
6907,-20.0
399,-7.0
7247,2.0
6406,-21.0
882,-7.0
3565,78.0
4285,-19.0
1179,-8.0
5448,-17.0
4244,-15.0
5218,46.0
3976,5.0
2130,-3.0
5078,-17.0
456,1.0
5582,8.0
5175,-3.0
1950,0.0
5372,-5.0
689,-8.0
8852,-15.0
6525,-17.0
9821,-12.0
6488,0.0
6921,-3.0
1953,-13.0
7634,-7.0
5636,0.0
7154,11.0
8424,-8.0
6610,32.0
2710,-9.0
8730,-1.0
3201,22.0
4349,24.0
4138,-20.0
1884,-20.0
8639,-5.0
4485,70.0
2494,593.0
5947,-17.0
3036,-12.0
5777,-9.0
3603,-8.0
845,0.0
542,-7.0
3724,-8.0
4187,21.0
3679,-15.0
8899,111.0
7967,4.0
8485,-8.0
6075,-4.0
7340,-9.0
8225,-14.0
7246,-8.0
9710,-7.0
8290,-12.0
7137,69.0
2964,-5.0
7559,2.0
2529,-12.0
7284,-13.0
5772,-25.0
1048,3.0
7045,-9.0
1960,-15.0
2530,-47.0
9048,-1.0
7603,-6.0
6524,-9.0
237,-5.0
4917,-7.0
6479,10.0
1133,-20.0
6976,-12.0
5901,-17.0
9057,-7.0
4259,-12.0
8840,-10.0
6965,-17.0
9979,-2.0
792,62.0
1985,-7.0
5656,-15.0
8739,225.0
7935,-10.0
6097,-41.0
5907,-1.0
7373,25.0
8128,3.0
2978,87.0
8861,-10.0
9301,11.0
6721,-19.0
7842,0.0
5524,7.0
8721,28.0
8431,85.0
9008,26.0
8603,-28.0
7174,-16.0
3919,-12.0
3138,18.0
9416,-16.0
9933,19.0
5789,-11.0
4073,50.0
3287,-20.0
3229,-21.0
1826,-4.0
5548,-7.0
593,0.0
2725,-6.0
4137,8.0
560,-1.0
7406,-28.0
8806,-9.0
8386,-9.0
243,-6.0
7268,33.0
5435,-5.0
4437,-3.0
9684,-15.0
8106,256.0
405,-4.0
1442,-7.0
261,0.0
4406,113.0
7633,-3.0
9533,-25.0
1689,-19.0
9866,-2.0
1725,7.0
8994,-19.0
4930,54.0
5962,-16.0
2496,-32.0
9014,0.0
6904,-16.0
6106,84.0
8200,-4.0
340,51.0
2408,-31.0
1601,-19.0
9864,115.0
8359,3.0
5782,-12.0
4576,40.0
7971,-11.0
3725,59.0
2556,-3.0
2785,-3.0
1523,-4.0
7717,-13.0
2507,4.0
2831,-5.0
1012,-11.0
5280,-5.0
4895,131.0
1766,49.0
4551,2.0
7121,-10.0
6549,-14.0
4037,-28.0
8270,178.0
148,108.0
285,5.0
7800,18.0
9651,42.0
363,-2.0
5367,17.0
9945,26.0
8410,51.0
9453,0.0
4725,18.0
7271,9.0
6770,-2.0
4443,-13.0
7446,3.0
236,-6.0
7709,-2.0
9585,-11.0
2562,21.0
7123,-9.0
8536,-21.0
9602,-24.0
5519,-17.0
9613,39.0
3083,-12.0
2959,-6.0
2102,-37.0
632,-29.0
6813,-6.0
2493,-15.0
2665,65.0
8494,-12.0
8425,142.0
9266,-15.0
4211,-6.0
3874,-7.0
2817,-12.0
8268,58.0
9815,-8.0
7426,-22.0
8602,-8.0
8475,103.0
1735,12.0
7397,-20.0
4255,-10.0
8288,-3.0
2475,4.0
9984,-5.0
3713,120.0
8978,112.0
1804,-8.0
707,-8.0
9191,12.0
5189,57.0
5472,12.0
72,-6.0
7843,8.0
5101,-8.0
6764,104.0
1125,-25.0
1241,11.0
8253,-21.0
2349,-24.0
6602,-10.0
6780,-8.0
4358,46.0
1343,-26.0
9988,-5.0
8679,11.0
9575,-18.0
6652,59.0
1100,-19.0
7327,-8.0
7622,-17.0
987,17.0
2852,39.0
630,-34.0
1249,-38.0
3179,19.0
482,70.0
3040,-13.0
5010,-21.0
8727,2.0
7000,-27.0
3273,174.0
7227,-20.0
3683,4.0
6674,-7.0
6807,-8.0
9738,-4.0
1316,47.0
3225,-30.0
1072,0.0
4815,0.0
8459,-1.0
5752,63.0
9145,-9.0
4616,162.0
3097,10.0
6869,14.0
1300,-31.0
7285,1.0
6284,-7.0
5495,0.0
5291,-2.0
1798,-10.0
5203,12.0
8227,265.0
5047,-2.0
6441,-13.0
8105,-10.0
2359,-10.0
9380,129.0
3654,-7.0
7052,38.0
1286,5.0
9126,40.0
4445,-14.0
2137,19.0
6787,-20.0
9752,13.0
8510,-2.0
9539,50.0
6894,174.0
8569,5.0
7151,4.0
963,-23.0
6012,-8.0
4882,1.0
140,4.0
9032,-15.0
6936,-3.0
6542,-13.0
5243,7.0
4431,-15.0
406,-10.0
8212,-10.0
8376,9.0
8627,65.0
8234,0.0
4399,-4.0
5252,-16.0
11,-18.0
4760,-9.0
1177,-10.0
2863,10.0
6471,-7.0
6228,-7.0
2989,-16.0
7117,-13.0
7010,0.0
8557,-20.0
1440,-14.0
9747,9.0
2875,5.0
9098,-21.0
8788,-5.0
7232,-9.0
3726,-15.0
2772,17.0
454,7.0
8189,-15.0
1367,-8.0
3712,35.0
9852,17.0
1388,-18.0
1000,32.0
7761,-2.0
3553,-8.0
4114,5.0
1667,1.0
3173,-19.0
9397,-5.0
488,-2.0
3230,4.0
3828,-7.0
8651,6.0
5208,1.0
7848,-34.0
5704,2.0
9639,-13.0
8133,4.0
703,-15.0
5105,-18.0
8893,-19.0
3291,-11.0
8125,-35.0
9631,-21.0
9021,-28.0
4909,-3.0
4440,-30.0
986,-25.0
9236,-6.0
9883,-6.0
7705,-19.0
6257,0.0
6089,-10.0
5238,-19.0
1198,-5.0
9070,-39.0
7519,-13.0
6812,106.0
8320,3.0
7175,-11.0
4470,-12.0
891,3.0
1969,-15.0
5757,-10.0
6527,-5.0
6294,14.0
7595,-9.0
3249,-11.0
6570,16.0
6638,-10.0
7351,25.0
9172,-14.0
7473,30.0
9601,-3.0
8673,-12.0
1239,5.0
2289,3.0
2740,-7.0
4585,-3.0
1229,-12.0
6980,-36.0
5178,0.0
4293,-5.0
1058,-7.0
6262,3.0
281,-17.0
968,-5.0
3953,-10.0
1939,-13.0
8464,1.0
1274,-28.0
619,-8.0
8505,-21.0
1742,-13.0
1390,21.0
2203,0.0
3568,-7.0
6116,-26.0
9970,-21.0
6052,-29.0
3178,-1.0
3192,25.0
6099,-20.0
7029,4.0
575,92.0
6656,-6.0
7115,9.0
8802,94.0
6276,50.0
8984,-10.0
5897,18.0
5724,-13.0
269,63.0
629,-11.0
3081,-4.0
3466,0.0
6430,50.0
9311,7.0
7062,53.0
9727,-14.0
5543,-4.0
4356,7.0
2113,1.0
8219,39.0
3216,5.0
3814,0.0
8321,-21.0
8589,5.0
2278,8.0
4599,-20.0
13,-24.0
9225,-20.0
1525,14.0
2365,-9.0
4648,15.0
374,3.0
8521,-6.0
6477,83.0
525,0.0
6895,-31.0
3591,-3.0
7904,-18.0
2958,-35.0
529,-8.0
3714,5.0
4732,-18.0
1394,46.0
5631,48.0
6563,-11.0
4703,-11.0
1712,7.0
9755,-10.0
955,-17.0
6675,-3.0
3453,-29.0
2071,-11.0
9740,16.0
158,-5.0
7005,0.0
352,-5.0
6078,47.0
6236,-14.0
2920,6.0
4644,6.0
661,94.0
7057,3.0
3665,-20.0
7979,5.0
306,-5.0
4790,38.0
2356,-3.0
1927,-11.0
9939,2.0
3427,40.0
3638,200.0
1266,-5.0
1560,-11.0
7179,-6.0
4109,104.0
7867,-28.0
4904,13.0
7294,273.0
514,-9.0
894,8.0
21,-15.0
899,-11.0
207,-5.0
458,-26.0
2430,-13.0
8442,144.0
3389,-16.0
3911,9.0
5383,167.0
552,-15.0
3144,-16.0
6917,-17.0
2056,-2.0
1925,5.0
634,-10.0
6082,42.0
9270,65.0
9678,-16.0
105,-22.0
3041,-12.0
1709,-13.0
89,-18.0
7014,-25.0
3174,-9.0
917,-17.0
7833,-2.0
6732,-5.0
1949,43.0
6368,-18.0
1,-9.0
8032,15.0
6047,3.0
2720,0.0
9812,-15.0
3117,-6.0
9465,-2.0
3762,-33.0
213,5.0
778,-4.0
3496,-16.0
8817,-12.0
2043,-38.0
5420,-6.0
6154,-19.0
8357,-21.0
8707,33.0
8465,-14.0
4167,-10.0
3788,19.0
583,21.0
9911,-16.0
9986,-4.0
116,-3.0
6644,122.0
9033,7.0
9951,-17.0
8959,-31.0
1763,-3.0
1875,-11.0
3224,-14.0
526,-9.0
7725,0.0
2946,-9.0
4473,-15.0
5655,43.0
6059,26.0
959,-13.0
6342,-15.0
3633,36.0
1050,-17.0
3380,203.0
3676,-18.0
5776,6.0
9045,-3.0
6573,-2.0
5179,-11.0
1607,-29.0
3610,-13.0
9758,-37.0
6635,-12.0
9997,10.0
791,-24.0
3056,50.0
1980,-21.0
3598,5.0
933,-9.0
7424,4.0
5626,-24.0
1682,-11.0
4179,-16.0
6446,-14.0
4116,-16.0
988,21.0
2896,-7.0
3778,27.0
5658,-16.0
3093,-18.0
3155,-1.0
1823,-11.0
9622,-7.0
1098,1.0
2844,-26.0
3342,10.0
38,-33.0
6540,16.0
9473,-15.0
3356,0.0
7813,3.0
8220,3.0
9227,-5.0
2428,-14.0
5043,-23.0
5346,157.0
4811,-4.0
8476,-19.0
686,-22.0
4799,10.0
7437,-26.0
2353,-3.0
6353,-5.0
4569,23.0
8213,-7.0
2752,79.0
8073,-11.0
1040,-17.0
7491,-34.0
1265,14.0
9265,321.0
7059,-19.0
277,23.0
5084,-7.0
2382,-1.0
571,-8.0
1435,3.0
5352,-12.0
5445,-19.0
1007,62.0
4543,3.0
8816,28.0
2064,-31.0
1136,-33.0
5343,117.0
294,-25.0
2403,-8.0
3998,8.0
3741,-32.0
9222,-7.0
2719,26.0
9199,-12.0
5150,-13.0
2808,12.0
556,-17.0
8925,11.0
4795,-10.0
2469,-18.0
3738,33.0
4286,-10.0
2604,20.0
362,17.0
6924,-12.0
1704,-2.0
2139,10.0
3239,-7.0
2383,-4.0
7314,-6.0
4311,-15.0
1312,-8.0
3930,-14.0
6183,-33.0
1591,-21.0
9387,-31.0
2162,-8.0
2396,15.0
317,77.0
5233,-16.0
5068,-13.0
4036,0.0
3020,42.0
8228,-23.0
5295,-22.0
3972,-5.0
5370,-31.0
4133,45.0
974,1.0
7291,-20.0
954,14.0
9306,-15.0
5016,-13.0
9730,260.0
7490,0.0
1640,-10.0
1290,-2.0
1380,-6.0
1933,-25.0
4675,1.0
892,21.0
7287,-17.0
4876,9.0
7906,4.0
8194,-23.0
9379,5.0
2466,-11.0
7657,-6.0
1913,95.0
2736,-13.0
726,236.0
7214,-8.0
8245,-37.0
1796,-12.0
3845,-17.0
6402,-33.0
936,-20.0
2265,-21.0
824,20.0
7274,-30.0
1389,1.0
3564,-34.0
5429,1.0
7827,8.0
5690,-10.0
7878,38.0
1868,0.0
8202,11.0
7486,-14.0
806,9.0
4805,-10.0
9152,12.0
7511,-19.0
8056,-7.0
4494,-9.0
2632,-6.0
8900,2.0
8623,-1.0
7832,-35.0
4388,-14.0
145,1.0
6467,-4.0
2033,-2.0
9127,-8.0
1165,-13.0
2050,-16.0
3760,-13.0
4435,72.0
3430,13.0
8190,-17.0
8753,-2.0
7069,-6.0
4361,4.0
1771,5.0
3511,-10.0
271,-21.0
8436,-2.0
2032,92.0
9664,-21.0
3810,-21.0
4346,-12.0
545,14.0
3241,-34.0
8502,3.0
9918,-20.0
7564,-7.0
920,-15.0
9118,-2.0
6640,-31.0
7694,-16.0
8230,51.0
7126,-7.0
4278,-16.0
2983,-13.0
130,-13.0
7980,-15.0
2667,-13.0
7138,12.0
3223,2.0
7693,-5.0
5392,-19.0
614,-13.0
9902,25.0
1466,-9.0
4497,580.0
3042,117.0
2419,5.0
5085,5.0
3294,18.0
6737,-7.0
1500,-14.0
1521,10.0
9117,-16.0
4232,-19.0
7686,12.0
4430,-15.0
390,-14.0
9858,-19.0
7124,-1.0
5913,-14.0
8592,-18.0
4806,-3.0
8954,-11.0
8238,-11.0
8044,19.0
9782,16.0
3993,1.0
9551,-27.0
6609,-12.0
5319,-18.0
7119,-6.0
2421,51.0
5604,-10.0
1750,11.0
9015,11.0
9718,0.0
338,28.0
8407,15.0
1341,-18.0
9544,-5.0
7982,-29.0
3640,-20.0
329,46.0
8828,12.0
3004,0.0
6960,0.0
4090,-5.0
2322,19.0
6667,21.0
7009,-10.0
4197,0.0
3549,17.0
8363,-10.0
4203,-6.0
9310,-2.0
8936,2.0
6185,59.0
1639,20.0
60,59.0
1240,39.0
5760,83.0
5136,-8.0
2343,9.0
2120,2.0
1524,-15.0
7617,-13.0
153,-22.0
481,-23.0
6122,12.0
7674,-12.0
7101,123.0
1762,-20.0
7715,0.0
9081,-13.0
7479,-3.0
6212,-12.0
4853,-3.0
2711,181.0
6766,-23.0
4150,-25.0
1333,4.0
8378,-5.0
9389,-27.0
9707,32.0
9121,-23.0
3850,-15.0
8340,76.0
4124,-3.0
8963,32.0
4788,6.0
2866,-11.0
1386,-3.0
5941,-9.0
3067,-15.0
9058,14.0
3629,80.0
9455,13.0
8949,7.0
3028,9.0
2969,-13.0
8646,-5.0
6136,7.0
8801,-36.0
4263,-8.0
645,-6.0
9653,146.0
2074,102.0
341,-35.0
8041,-10.0
1622,10.0
7141,-7.0
5796,-5.0
7184,-9.0
8232,68.0
5475,338.0
9252,14.0
74,-13.0
8633,0.0
9229,-24.0
2051,3.0
2541,3.0
1301,-24.0
5877,0.0
7368,-13.0
1304,-3.0
8428,1.0
9094,-20.0
2599,-25.0
2573,-12.0
3186,-20.0
2768,19.0
4831,-8.0
4223,38.0
9649,-26.0
2106,-4.0
2679,-10.0
1387,-10.0
8931,-7.0
9659,24.0
7083,-17.0
1279,4.0
804,20.0
1555,-29.0
9486,-10.0
4566,-8.0
9669,-6.0
4841,11.0
3594,-12.0
6035,-16.0
6852,-24.0
8705,-9.0
4177,4.0
1308,-25.0
3452,-25.0
3695,35.0
4242,-31.0
2198,-5.0
4425,-2.0
6150,-33.0
943,-22.0
822,-4.0
5005,-18.0
6612,0.0
8356,-3.0
5619,5.0
4547,0.0
2538,-25.0
5207,7.0
9514,-9.0
9009,6.0
3054,36.0
3675,-17.0
7776,-12.0
7218,10.0
6722,50.0
3300,0.0
3310,53.0
7221,-15.0
8519,-20.0
5954,40.0
832,-17.0
3462,1.0
7643,-34.0
54,-5.0
3451,8.0
6305,-2.0
1481,-6.0
4873,0.0
8038,35.0
3335,51.0
6016,-13.0
4926,-12.0
5797,-28.0
9831,3.0
5083,-8.0
6645,16.0
5490,2.0
768,80.0
2065,-1.0
9500,-6.0
7311,-4.0
8477,57.0
4524,-24.0
2717,-34.0
2079,-14.0
8914,-7.0
951,-12.0
8058,-6.0
2482,35.0
1759,1.0
4422,80.0
6704,-25.0
5182,-3.0
8533,5.0
3701,84.0
4243,-1.0
688,-10.0
3432,-16.0
4944,22.0
966,12.0
9484,27.0
2713,-26.0
4757,-11.0
9545,18.0
6320,-26.0
5975,-10.0
3572,59.0
5299,-13.0
1990,-15.0
1205,0.0
4971,2.0
6783,-6.0
3600,4.0
6490,-9.0
8609,13.0
9978,-3.0
8070,35.0
8577,50.0
7973,-4.0
1625,2.0
536,-22.0
8766,45.0
7970,-25.0
4212,-15.0
6456,-27.0
3507,146.0
8393,-18.0
7112,-9.0
2708,-11.0
5031,0.0
6514,-10.0
4662,11.0
4021,9.0
1854,12.0
9425,28.0
2872,-19.0
3030,-15.0
1645,-23.0
3417,-12.0
3476,-19.0
9552,-16.0
1792,2.0
3797,-10.0
3368,10.0
7196,-20.0
9641,-23.0
5109,-8.0
6024,5.0
8795,-18.0
9294,-16.0
126,61.0
5959,-18.0
3876,-29.0
4451,3.0
7147,-8.0
3531,-11.0
827,-21.0
7790,-19.0
984,7.0
7783,1.0
2443,0.0
8554,1.0
345,-1.0
814,-4.0
6166,59.0
5779,33.0
2116,-18.0
793,0.0
6898,-23.0
2674,-12.0
94,1.0
4225,-2.0
3756,0.0
2891,-19.0
2371,49.0
9388,14.0
3228,-14.0
7863,0.0
6359,3.0
9196,46.0
7326,5.0
6028,-20.0
1865,45.0
4612,-31.0
2645,8.0
2243,-1.0
5373,-32.0
2336,35.0
950,-10.0
1120,-38.0
2204,73.0
419,-21.0
922,-25.0
8669,-11.0
5408,160.0
5788,56.0
5742,-2.0
7667,56.0
5567,-9.0
8135,-9.0
1202,-16.0
5765,-15.0
8389,126.0
1970,-18.0
4018,-12.0
3687,-2.0
1997,-6.0
4033,8.0
1248,-4.0
2192,-8.0
2712,-22.0
2190,3.0
4670,-26.0
5142,2.0
5984,-11.0
6565,-17.0
7804,-3.0
6943,50.0
2136,-19.0
1065,142.0
600,-19.0
4227,-18.0
7577,-21.0
77,-8.0
7546,-23.0
2898,29.0
4820,-12.0
9302,13.0
6413,-4.0
9064,-8.0
8007,-4.0
5468,14.0
5951,-8.0
3391,7.0
5415,-9.0
2560,8.0
8162,-28.0
2635,5.0
5256,42.0
3530,5.0
8567,-14.0
1908,0.0
235,-7.0
1604,-1.0
7984,17.0
3490,-13.0
1994,-8.0
2824,253.0
9285,0.0
1342,-8.0
8512,-12.0
1619,-29.0
5287,-9.0
2060,34.0
9955,-3.0
2219,13.0
6038,-3.0
260,65.0
9365,-16.0
9093,-17.0
3744,-20.0
2026,50.0
6988,-20.0
4234,23.0
1917,2.0
1828,-25.0
6233,162.0
9332,-13.0
6283,10.0
4208,-9.0
224,-25.0
8915,-19.0
6469,-4.0
9413,78.0
846,-4.0
4289,-24.0
5560,-17.0
2551,-33.0
117,-40.0
8837,53.0
5966,-6.0
8195,-32.0
8659,63.0
7489,25.0
5,-7.0
5342,-29.0
9111,-15.0
4324,-8.0
1063,-7.0
2590,57.0
8434,0.0
3735,-3.0
3517,1.0
6986,10.0
6767,19.0
5622,-2.0
1605,7.0
1733,30.0
9341,35.0
3812,19.0
9624,-4.0
1761,89.0
5401,-7.0
2739,-3.0
2472,115.0
6738,-24.0
6891,-23.0
7943,3.0
4206,-10.0
6371,-17.0
232,-2.0
8258,-20.0
7561,194.0
6168,-8.0
3596,-1.0
6288,-8.0
4632,-6.0
125,1.0
7641,-2.0
6229,-1.0
1296,42.0
1976,-2.0
9480,6.0
9581,23.0
5750,-3.0
8152,39.0
3086,-1.0
9276,-21.0
6882,-11.0
9305,5.0
7673,0.0
3345,-9.0
8172,-7.0
9421,-11.0
5870,36.0
6506,12.0
2797,-22.0
918,-2.0
1646,-3.0
5122,18.0
5126,6.0
4621,5.0
6809,24.0
364,-9.0
2125,10.0
8150,-15.0
8717,2.0
55,-19.0
638,-11.0
302,0.0
5811,-6.0
1276,-19.0
4432,-28.0
3644,5.0
4143,1.0
2878,-12.0
6493,-17.0
5240,19.0
9408,-6.0
6937,22.0
7240,24.0
2593,82.0
2393,-13.0
523,-3.0
6376,-15.0
6981,85.0
6677,-11.0
3900,93.0
9634,-14.0
5585,-1.0
9360,-29.0
7956,-17.0
7570,-5.0
6777,-33.0
671,-11.0
4188,1.0
666,-17.0
3266,-1.0
1887,-16.0
8472,23.0
9091,-19.0
7687,-7.0
6031,-15.0
6090,-3.0
6238,0.0
7350,22.0
7830,-32.0
760,-5.0
6254,101.0
1906,38.0
3818,0.0
6269,4.0
4300,33.0
5569,36.0
7941,-20.0
4164,-4.0
5971,-19.0
3579,-22.0
2832,-18.0
5449,0.0
3472,-5.0
6327,-5.0
137,-11.0
7043,-10.0
4892,-16.0
2180,14.0
7730,-5.0
3177,-11.0
4854,8.0
4637,41.0
5115,16.0
7648,5.0
4261,1.0
1331,-3.0
7002,-8.0
6941,6.0
8017,-7.0
6241,-10.0
9987,-3.0
6881,-7.0
4530,-6.0
4673,-9.0
6996,-6.0
1252,-3.0
3374,2.0
2814,3.0
4719,-7.0
6544,-11.0
4858,-2.0
7901,-15.0
8580,47.0
8427,17.0
1077,-22.0
4363,-28.0
770,9.0
8865,-30.0
249,-21.0
7239,-10.0
3419,-7.0
4976,7.0
4544,20.0
5565,-13.0
7939,6.0
716,-30.0
9652,-8.0
2048,5.0
5997,948.0
6600,-4.0
7245,-5.0
4178,0.0
4809,0.0
9482,-13.0
7140,-1.0
7190,-12.0
1460,-3.0
5989,-48.0
2000,-11.0
8175,97.0
404,-8.0
384,57.0
9448,-19.0
9487,-12.0
1633,8.0
9853,-5.0
4784,-34.0
9456,41.0
6970,-2.0
3925,-26.0
4158,28.0
7449,-31.0
8415,4.0
2193,-17.0
1015,-15.0
5124,0.0
7418,3.0
7409,-14.0
8989,-1.0
2871,-3.0
9,-12.0
1838,-30.0
4804,-3.0
255,-21.0
7026,-48.0
5713,-8.0
3324,-3.0
7714,15.0
1581,21.0
924,-12.0
2779,-6.0
7891,-5.0
6132,2.0
5320,26.0
7312,2.0
7102,-9.0
6042,-7.0
3775,-5.0
4835,-19.0
4964,13.0
539,14.0
7483,135.0
2745,4.0
3719,-2.0
6819,-21.0
9337,19.0
4468,-14.0
667,-3.0
7575,104.0
8549,-8.0
5063,-16.0
1353,-25.0
7114,-25.0
9773,22.0
8662,12.0
2703,6.0
3330,0.0
8053,-3.0
3584,11.0
9441,-10.0
5645,34.0
3376,0.0
1256,1.0
6190,1.0
5348,-12.0
4175,-20.0
4910,13.0
1852,38.0
6316,-4.0
9854,-10.0
2105,-14.0
133,99.0
5029,-20.0
928,-27.0
823,5.0
7576,14.0
1531,-15.0
1214,-3.0
504,97.0
6530,-22.0
3072,-8.0
9086,96.0
8647,-14.0
6619,-6.0
9273,11.0
3709,-1.0
4849,-16.0
4748,-13.0
4268,-8.0
9878,3.0
8905,5.0
4186,-15.0
5301,-4.0
2923,-16.0
6588,-10.0
1810,71.0
3486,72.0
7419,23.0
3141,-9.0
9347,-15.0
1324,-8.0
4312,76.0
