crs_dep_time,dep_time,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,dep_time_of_day,arr_time_of_day,mean_arr_delay_orig_airport,mean_arr_delay_dest_airport,mean_arr_delay_carrier,year,month,day,orig_weather_categ_empty,orig_weather_categ_no weather data,orig_weather_categ_rain,orig_weather_categ_snow,orig_weather_categ_snow & rain,orig_weather_categ_sunny,dest_weather_categ_empty,dest_weather_categ_no weather data,dest_weather_categ_rain,dest_weather_categ_snow,dest_weather_categ_snow & rain,dest_weather_categ_sunny
1940,0.0,0.0,0.0,0.0,0.0,2106,0.0,1.0,0.0,86.0,0.0,0.0,1.0,315.0,2,2,8.890721649484536,-11.25,8.433741351782864,2019,4,9,0,0,0,0,0,1,0,0,0,0,0,1
1230,1226.0,14.0,1240.0,1410.0,13.0,1432,1423.0,0.0,0.0,122.0,117.0,90.0,1.0,594.0,1,1,11.520361990950226,-0.040169133192389,3.8926503340757237,2019,6,1,0,0,1,0,0,0,0,0,0,0,0,1
1632,1625.0,22.0,1647.0,1834.0,18.0,1836,1852.0,0.0,0.0,184.0,207.0,167.0,1.0,1011.0,1,3,12.938144329896907,6.559837728194726,5.238848337388483,2019,10,13,0,0,0,0,0,1,0,0,0,0,0,0
1630,1650.0,8.0,1658.0,1908.0,4.0,1900,1912.0,0.0,0.0,90.0,82.0,70.0,1.0,483.0,1,3,2.5849056603773586,2.9,4.019512195121951,2019,7,21,0,0,1,0,0,0,0,0,1,0,0,0
900,856.0,14.0,910.0,956.0,3.0,1005,959.0,0.0,0.0,65.0,63.0,46.0,1.0,239.0,0,0,3.2388059701492535,6.114754098360656,4.019512195121951,2018,3,9,0,0,0,0,0,0,0,0,0,0,0,0
745,742.0,14.0,756.0,938.0,3.0,935,941.0,0.0,0.0,290.0,299.0,282.0,1.0,2077.0,0,0,6.291970802919708,3.3306451612903225,5.238848337388483,2018,6,22,0,0,0,0,0,1,0,0,0,0,0,0
1117,1106.0,14.0,1120.0,1345.0,3.0,1406,1348.0,0.0,0.0,169.0,162.0,145.0,1.0,1056.0,0,1,6.580645161290323,10.0,12.448753462603879,2018,4,7,0,0,0,0,0,1,0,0,0,0,0,0
2130,2130.0,17.0,2147.0,2217.0,6.0,2225,2223.0,0.0,0.0,55.0,53.0,30.0,1.0,130.0,3,2,8.890721649484536,10.0,8.433741351782864,2018,10,28,0,0,1,0,0,0,0,0,1,0,0,0
1756,1749.0,17.0,1806.0,1846.0,13.0,1900,1859.0,0.0,0.0,64.0,70.0,40.0,1.0,201.0,2,3,-6.0,1.1483253588516746,8.433741351782864,2019,5,22,0,0,0,0,0,0,0,0,0,0,0,0
1030,1027.0,19.0,1046.0,1214.0,8.0,1246,1222.0,0.0,0.0,136.0,115.0,88.0,1.0,666.0,0,1,13.978378378378379,-0.040169133192389,5.238848337388483,2018,7,16,0,0,1,0,0,0,0,0,1,0,0,0
1800,1759.0,31.0,1830.0,2105.0,5.0,2110,2110.0,0.0,0.0,130.0,131.0,95.0,1.0,733.0,2,2,8.890721649484536,5.853982300884955,8.433741351782864,2019,2,6,0,0,1,0,0,0,0,0,1,0,0,0
1500,1457.0,18.0,1515.0,1719.0,7.0,1749,1726.0,0.0,0.0,169.0,149.0,124.0,1.0,937.0,1,3,13.230392156862745,6.617142857142857,8.433741351782864,2019,5,28,0,0,1,0,0,0,0,0,0,0,0,1
1852,1906.0,19.0,1925.0,2139.0,8.0,2149,2147.0,0.0,0.0,357.0,341.0,314.0,1.0,2239.0,2,2,8.076190476190476,12.79734219269103,5.238848337388483,2019,12,13,0,0,1,0,0,0,0,0,0,0,0,1
1430,1520.0,67.0,1627.0,1709.0,4.0,1545,1713.0,0.0,0.0,75.0,113.0,42.0,1.0,200.0,1,1,13.230392156862745,5.153846153846154,12.448753462603879,2019,10,17,0,0,1,0,0,0,0,0,1,0,0,0
2025,2054.0,8.0,2102.0,2357.0,8.0,2340,5.0,0.0,0.0,135.0,131.0,115.0,1.0,957.0,2,2,3.2388059701492535,11.274809160305344,4.019512195121951,2019,11,26,0,0,0,0,0,0,0,0,0,0,0,1
800,758.0,15.0,813.0,909.0,8.0,935,917.0,0.0,0.0,95.0,79.0,56.0,1.0,337.0,0,0,-0.7767857142857143,-3.634920634920635,3.8926503340757237,2018,1,15,0,0,0,0,0,1,0,0,0,0,0,0
834,823.0,15.0,838.0,1044.0,4.0,1104,1048.0,0.0,0.0,150.0,145.0,126.0,1.0,988.0,0,0,-1.4615384615384615,51.57142857142857,6.624,2018,7,3,0,0,1,0,0,0,0,0,0,0,0,1
1900,1920.0,50.0,2010.0,2232.0,7.0,2147,2239.0,0.0,0.0,167.0,199.0,142.0,1.0,937.0,2,2,13.230392156862745,6.617142857142857,8.433741351782864,2018,12,14,0,0,0,0,0,0,0,0,1,0,0,0
555,554.0,18.0,612.0,718.0,15.0,733,733.0,0.0,0.0,98.0,99.0,66.0,1.0,373.0,0,0,3.338709677419355,12.79734219269103,5.238848337388483,2019,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2235,2241.0,24.0,2305.0,2325.0,8.0,2332,2333.0,0.0,0.0,57.0,52.0,20.0,1.0,99.0,3,2,6.291970802919708,1.0,5.238848337388483,2019,4,27,0,0,0,0,0,1,0,0,0,0,0,1
800,758.0,12.0,810.0,1535.0,5.0,1624,1540.0,0.0,0.0,324.0,282.0,265.0,1.0,2402.0,0,1,-0.7767857142857143,9.715909090909092,5.238848337388483,2019,6,2,0,0,0,0,0,0,0,0,1,0,0,0
511,504.0,43.0,547.0,641.0,7.0,632,648.0,0.0,0.0,81.0,104.0,54.0,1.0,257.0,0,0,8.41025641025641,0.8680555555555556,5.238848337388483,2018,12,18,0,0,0,0,0,1,0,0,0,0,0,1
920,916.0,11.0,927.0,1045.0,10.0,1108,1055.0,0.0,0.0,108.0,99.0,78.0,1.0,444.0,0,0,6.8076923076923075,-0.1623931623931624,0.2513274336283186,2019,11,21,0,0,0,0,0,0,0,0,0,0,0,1
2010,2004.0,22.0,2026.0,2118.0,5.0,2127,2123.0,0.0,0.0,77.0,79.0,52.0,1.0,376.0,2,2,5.0594059405940595,25.6,8.433741351782864,2018,12,14,0,0,0,0,0,0,0,0,1,0,0,0
2320,2315.0,10.0,2325.0,508.0,7.0,543,515.0,0.0,0.0,323.0,300.0,283.0,1.0,2345.0,3,0,-12.153846153846153,12.79734219269103,0.2513274336283186,2018,7,21,0,0,0,0,0,1,0,0,0,0,0,1
532,524.0,12.0,536.0,628.0,13.0,638,641.0,0.0,0.0,66.0,77.0,52.0,1.0,185.0,0,0,22.285714285714285,0.8680555555555556,5.238848337388483,2019,2,27,0,0,0,0,0,0,0,0,1,0,0,0
2025,2024.0,25.0,2049.0,2137.0,3.0,2144,2140.0,0.0,0.0,79.0,76.0,48.0,1.0,268.0,2,2,8.890721649484536,1.3333333333333333,5.238848337388483,2018,12,21,0,0,1,0,0,0,0,0,0,0,0,0
1310,1321.0,14.0,1335.0,1717.0,11.0,1719,1728.0,0.0,0.0,189.0,187.0,162.0,1.0,1236.0,1,3,-3.608695652173913,6.559837728194726,5.238848337388483,2018,9,17,0,0,0,0,0,1,0,0,0,0,0,1
1620,1626.0,13.0,1639.0,1930.0,6.0,1935,1936.0,0.0,0.0,135.0,130.0,111.0,1.0,895.0,1,3,11.076335877862595,8.91588785046729,4.019512195121951,2018,11,9,0,0,0,0,0,1,0,0,0,0,1,0
1920,1911.0,14.0,1925.0,1902.0,27.0,1935,1929.0,0.0,0.0,75.0,78.0,37.0,1.0,157.0,2,3,-7.0,6.559837728194726,5.238848337388483,2018,3,1,0,0,0,0,1,0,0,0,1,0,0,0
1055,1029.0,12.0,1041.0,1122.0,5.0,1203,1127.0,0.0,0.0,68.0,58.0,41.0,1.0,255.0,0,1,-36.0,5.509433962264151,3.8926503340757237,2018,4,27,0,0,1,0,0,0,0,0,0,0,0,1
815,811.0,17.0,828.0,947.0,3.0,956,950.0,0.0,0.0,101.0,99.0,79.0,1.0,550.0,0,0,3.780821917808219,-0.1623931623931624,0.2513274336283186,2018,3,18,0,0,0,0,0,0,0,0,1,0,0,0
2150,2149.0,16.0,2205.0,2323.0,6.0,2330,2329.0,0.0,0.0,160.0,160.0,138.0,1.0,907.0,3,2,2.3300395256916997,5.509433962264151,4.019512195121951,2018,2,13,0,0,1,0,0,0,0,0,0,0,0,1
2135,2205.0,27.0,2232.0,53.0,7.0,27,100.0,0.0,0.0,172.0,175.0,141.0,1.0,1076.0,3,2,9.065217391304348,11.274809160305344,12.448753462603879,2018,9,10,0,0,1,0,0,0,0,0,1,0,0,0
1745,1742.0,20.0,1802.0,1855.0,8.0,1916,1903.0,0.0,0.0,91.0,81.0,53.0,1.0,331.0,2,3,6.291970802919708,7.389830508474576,5.238848337388483,2018,4,21,0,0,0,0,0,1,0,0,0,0,0,1
1735,1837.0,20.0,1857.0,2034.0,4.0,2000,2038.0,0.0,0.0,145.0,121.0,97.0,1.0,585.0,2,3,9.065217391304348,24.59016393442623,3.8926503340757237,2018,12,19,0,0,0,0,0,1,0,0,0,0,0,1
1005,1000.0,10.0,1010.0,1131.0,5.0,1215,1136.0,0.0,0.0,130.0,96.0,81.0,1.0,526.0,0,1,-5.593220338983051,-0.040169133192389,3.8926503340757237,2019,2,25,0,0,0,0,0,1,0,0,0,0,0,1
830,825.0,12.0,837.0,946.0,8.0,1005,954.0,0.0,0.0,95.0,89.0,69.0,1.0,366.0,0,0,-5.593220338983051,0.8680555555555556,5.238848337388483,2018,10,17,0,0,0,0,0,1,0,0,1,0,0,0
1249,1257.0,13.0,1310.0,1511.0,10.0,1534,1521.0,0.0,0.0,165.0,144.0,121.0,1.0,957.0,1,1,20.952662721893493,2.8728813559322033,10.057142857142857,2019,4,13,0,0,0,0,0,0,0,0,0,0,0,1
1850,1843.0,16.0,1859.0,1956.0,11.0,2005,2007.0,0.0,0.0,75.0,84.0,57.0,1.0,295.0,2,3,-6.333333333333333,1.1483253588516746,8.433741351782864,2019,1,28,0,0,0,0,0,1,0,0,1,0,0,0
1400,1736.0,11.0,1747.0,1850.0,4.0,1540,1854.0,0.0,0.0,100.0,78.0,63.0,1.0,337.0,1,1,-0.7767857142857143,5.244131455399061,3.8926503340757237,2018,1,10,0,0,0,0,0,1,0,0,0,0,0,0
1412,0.0,0.0,0.0,0.0,0.0,1554,0.0,1.0,0.0,102.0,0.0,0.0,1.0,416.0,1,1,-1.1111111111111112,6.559837728194726,5.238848337388483,2019,12,30,0,0,0,0,0,0,0,0,1,0,0,0
1420,1416.0,25.0,1441.0,1656.0,8.0,1716,1704.0,0.0,0.0,296.0,288.0,255.0,1.0,1874.0,1,3,5.0594059405940595,4.681632653061224,8.433741351782864,2019,11,14,0,0,1,0,0,0,0,0,0,0,0,0
610,608.0,23.0,631.0,721.0,6.0,725,727.0,0.0,0.0,75.0,79.0,50.0,1.0,228.0,0,0,1.7333333333333334,9.715909090909092,5.238848337388483,2018,4,6,0,0,0,0,1,0,0,0,0,0,0,0
1555,1550.0,15.0,1605.0,1647.0,2.0,1705,1649.0,0.0,0.0,70.0,59.0,42.0,1.0,223.0,1,3,5.229665071770335,-3.242424242424242,4.019512195121951,2019,11,12,0,0,0,0,0,1,0,0,0,0,0,1
1806,1821.0,37.0,1858.0,2143.0,5.0,2139,2148.0,0.0,0.0,153.0,147.0,105.0,1.0,864.0,2,2,8.890721649484536,2.9,8.433741351782864,2019,10,13,0,0,0,0,0,0,0,0,0,0,0,1
559,551.0,13.0,604.0,641.0,3.0,707,644.0,0.0,0.0,68.0,53.0,37.0,1.0,96.0,0,0,9.065217391304348,9.715909090909092,5.238848337388483,2018,8,30,0,0,0,0,0,1,0,0,0,0,0,1
1130,1126.0,15.0,1141.0,1210.0,3.0,1228,1213.0,0.0,0.0,58.0,47.0,29.0,1.0,140.0,0,1,7.691891891891892,-17.0,5.238848337388483,2019,7,23,0,0,0,0,0,1,0,0,0,0,0,0
1819,1831.0,13.0,1844.0,2034.0,11.0,2040,2045.0,0.0,0.0,141.0,134.0,110.0,1.0,760.0,2,3,2.3300395256916997,9.01863354037267,12.448753462603879,2018,5,1,0,0,0,0,0,1,0,0,0,0,0,1
1528,1526.0,26.0,1552.0,1640.0,10.0,1659,1650.0,0.0,0.0,91.0,84.0,48.0,1.0,187.0,1,1,8.886138613861386,9.01863354037267,3.8926503340757237,2018,11,27,0,0,1,0,0,0,0,0,0,0,0,0
1412,1404.0,11.0,1415.0,1550.0,4.0,1643,1554.0,0.0,0.0,151.0,110.0,95.0,1.0,679.0,1,1,11.076335877862595,-7.142857142857143,8.433741351782864,2018,12,27,0,0,0,0,0,0,0,0,0,1,0,0
1935,1931.0,15.0,1946.0,2249.0,5.0,2305,2254.0,0.0,0.0,150.0,143.0,123.0,1.0,1024.0,2,2,3.3803418803418803,8.167138810198301,0.2513274336283186,2019,1,17,0,0,1,0,0,0,0,0,0,0,0,1
1555,1550.0,19.0,1609.0,1638.0,3.0,1653,1641.0,0.0,0.0,58.0,51.0,29.0,1.0,129.0,1,1,3.3803418803418803,-0.1623931623931624,0.2513274336283186,2018,8,30,0,0,1,0,0,0,0,0,0,0,0,0
609,651.0,16.0,707.0,1017.0,7.0,945,1024.0,0.0,0.0,156.0,153.0,130.0,1.0,1005.0,0,0,8.890721649484536,6.617142857142857,8.433741351782864,2019,4,23,0,0,0,0,0,0,0,0,0,0,0,1
1946,1938.0,29.0,2007.0,2231.0,6.0,2249,2237.0,0.0,0.0,123.0,119.0,84.0,1.0,606.0,2,2,8.890721649484536,-0.040169133192389,3.8926503340757237,2019,7,15,0,0,0,0,0,1,0,0,0,0,0,0
943,944.0,38.0,1022.0,1158.0,6.0,1137,1204.0,0.0,0.0,294.0,320.0,276.0,1.0,2077.0,0,0,6.291970802919708,3.3306451612903225,5.238848337388483,2019,8,28,0,0,1,0,0,0,0,0,0,0,0,1
1800,1803.0,8.0,1811.0,1913.0,2.0,1935,1915.0,0.0,0.0,95.0,72.0,62.0,1.0,356.0,2,3,-1.7727272727272727,7.389830508474576,4.019512195121951,2018,4,21,0,0,0,0,0,1,0,0,0,0,0,1
825,820.0,16.0,836.0,1119.0,12.0,1140,1131.0,0.0,0.0,195.0,191.0,163.0,1.0,1121.0,0,0,8.886138613861386,6.617142857142857,10.057142857142857,2019,8,25,0,0,0,0,0,0,0,0,1,0,0,0
1029,1106.0,13.0,1119.0,1216.0,16.0,1153,1232.0,0.0,0.0,144.0,146.0,117.0,1.0,723.0,0,0,1.8,6.559837728194726,5.238848337388483,2019,6,18,0,0,1,0,0,0,0,0,0,0,0,0
1830,1845.0,6.0,1851.0,1914.0,4.0,1915,1918.0,0.0,0.0,105.0,93.0,83.0,1.0,533.0,2,3,-1.6527777777777777,8.167138810198301,4.019512195121951,2019,7,11,0,0,0,0,0,1,0,0,0,0,0,1
1015,1009.0,18.0,1027.0,1114.0,7.0,1142,1121.0,0.0,0.0,87.0,72.0,47.0,1.0,280.0,0,0,13.978378378378379,5.153846153846154,5.238848337388483,2018,3,1,0,0,1,0,0,0,0,0,1,0,0,0
1220,1251.0,12.0,1303.0,1340.0,5.0,1320,1345.0,0.0,0.0,60.0,54.0,37.0,1.0,197.0,1,1,5.229665071770335,11.652173913043478,4.019512195121951,2019,8,3,0,0,0,0,0,1,0,0,0,0,0,1
1948,1956.0,21.0,2017.0,2119.0,3.0,2125,2122.0,0.0,0.0,97.0,86.0,62.0,1.0,334.0,2,2,8.890721649484536,5.509433962264151,3.8926503340757237,2018,9,28,0,0,0,0,0,0,0,0,0,0,0,1
945,939.0,17.0,956.0,1043.0,2.0,1059,1045.0,0.0,0.0,74.0,66.0,47.0,1.0,295.0,0,0,5.0594059405940595,-8.333333333333334,8.433741351782864,2018,10,2,0,0,1,0,0,0,0,0,1,0,0,0
1254,1317.0,19.0,1336.0,1753.0,15.0,1735,1808.0,0.0,0.0,161.0,171.0,137.0,1.0,1055.0,1,3,5.229665071770335,6.182608695652174,5.238848337388483,2019,5,2,0,0,0,0,0,1,0,0,1,0,0,0
1054,1044.0,19.0,1103.0,1304.0,5.0,1308,1309.0,0.0,0.0,134.0,145.0,121.0,1.0,846.0,0,1,-2.7777777777777777,-0.1623931623931624,12.448753462603879,2018,8,27,0,0,0,0,0,0,0,0,1,0,0,0
648,647.0,15.0,702.0,944.0,5.0,1001,949.0,0.0,0.0,193.0,182.0,162.0,1.0,1185.0,0,0,8.886138613861386,0.3263157894736842,12.448753462603879,2018,8,11,0,0,1,0,0,0,0,0,1,0,0,0
1220,1232.0,17.0,1249.0,1448.0,9.0,1452,1457.0,0.0,0.0,272.0,265.0,239.0,1.0,1660.0,1,1,7.691891891891892,4.681632653061224,5.238848337388483,2018,12,22,0,0,0,0,0,1,0,0,1,0,0,0
1955,1952.0,33.0,2025.0,2123.0,7.0,2207,2130.0,0.0,0.0,312.0,278.0,238.0,1.0,1927.0,2,2,11.520361990950226,4.681632653061224,3.8926503340757237,2018,1,16,0,0,0,0,0,0,0,0,1,0,0,0
1653,1713.0,21.0,1734.0,1900.0,4.0,1844,1904.0,0.0,0.0,171.0,171.0,146.0,1.0,980.0,1,3,8.076190476190476,5.509433962264151,3.8926503340757237,2018,10,22,0,0,0,0,0,1,0,0,0,0,0,1
1756,1745.0,41.0,1826.0,1858.0,12.0,1900,1910.0,0.0,0.0,64.0,85.0,32.0,1.0,76.0,2,3,-2.2,5.509433962264151,3.8926503340757237,2019,2,11,0,0,0,0,0,0,0,0,0,0,0,0
1216,1343.0,30.0,1413.0,2127.0,6.0,2008,2133.0,0.0,0.0,292.0,290.0,254.0,1.0,2248.0,1,3,5.229665071770335,9.01863354037267,12.448753462603879,2019,12,13,0,0,0,0,0,1,0,0,1,0,0,0
2032,2030.0,18.0,2048.0,2125.0,6.0,2140,2131.0,0.0,0.0,68.0,61.0,37.0,1.0,214.0,2,2,2.3300395256916997,11.666666666666666,3.8926503340757237,2019,11,13,0,0,0,0,0,1,0,0,0,0,0,1
2010,2020.0,10.0,2030.0,2018.0,13.0,2033,2031.0,0.0,0.0,83.0,71.0,48.0,1.0,235.0,2,3,11.520361990950226,6.559837728194726,3.8926503340757237,2018,7,30,0,0,0,0,0,1,0,0,0,0,0,1
645,639.0,22.0,701.0,852.0,3.0,908,855.0,0.0,0.0,83.0,76.0,51.0,1.0,355.0,0,0,-2.7777777777777777,9.380952380952381,5.238848337388483,2018,11,30,0,0,1,0,0,0,0,0,1,0,0,0
1656,1824.0,19.0,1843.0,2110.0,5.0,2005,2115.0,0.0,0.0,189.0,171.0,147.0,1.0,1065.0,1,3,13.230392156862745,11.274809160305344,12.448753462603879,2019,4,15,0,0,1,0,0,0,0,0,1,0,0,0
1745,1916.0,24.0,1940.0,2155.0,5.0,2018,2200.0,0.0,0.0,93.0,104.0,75.0,1.0,488.0,2,3,7.486486486486487,0.3263157894736842,10.057142857142857,2019,5,9,0,0,1,0,0,0,0,0,1,0,0,0
600,554.0,18.0,612.0,656.0,11.0,723,707.0,0.0,0.0,83.0,73.0,44.0,1.0,277.0,0,0,8.41025641025641,11.608910891089108,8.433741351782864,2018,9,27,0,0,1,0,0,0,0,0,1,0,0,0
930,927.0,14.0,941.0,1109.0,4.0,1122,1113.0,0.0,0.0,112.0,106.0,88.0,1.0,547.0,0,0,6.291970802919708,12.125,5.238848337388483,2019,4,3,0,0,0,0,0,1,0,0,0,0,0,1
706,657.0,17.0,714.0,816.0,12.0,840,828.0,0.0,0.0,94.0,91.0,62.0,1.0,404.0,0,0,6.6,11.608910891089108,8.433741351782864,2018,10,4,0,0,1,0,0,0,0,0,0,0,0,0
815,813.0,25.0,838.0,1008.0,4.0,1033,1012.0,0.0,0.0,138.0,119.0,90.0,1.0,541.0,0,0,4.462068965517242,0.8680555555555556,5.238848337388483,2019,2,7,0,0,1,0,0,0,0,0,0,0,0,0
1133,1131.0,18.0,1149.0,1328.0,5.0,1348,1333.0,0.0,0.0,195.0,182.0,159.0,1.0,1124.0,0,1,8.886138613861386,5.509433962264151,3.8926503340757237,2019,11,17,0,0,0,0,0,0,0,0,1,0,0,0
850,845.0,11.0,856.0,943.0,3.0,1002,946.0,0.0,0.0,72.0,61.0,47.0,1.0,282.0,0,0,7.691891891891892,-6.75,5.238848337388483,2019,4,28,0,0,0,0,0,1,0,0,0,0,0,1
1531,1550.0,12.0,1602.0,1734.0,7.0,1726,1741.0,0.0,0.0,175.0,171.0,152.0,1.0,1206.0,1,3,101.66666666666667,9.88888888888889,6.624,2019,6,6,0,0,1,0,0,0,0,0,0,0,0,0
1719,1703.0,28.0,1731.0,1800.0,7.0,1820,1807.0,0.0,0.0,121.0,124.0,89.0,1.0,576.0,2,3,-7.2,8.167138810198301,8.433741351782864,2018,5,15,0,0,0,0,0,1,0,0,1,0,0,0
2033,2226.0,31.0,2257.0,5.0,3.0,2209,8.0,0.0,0.0,96.0,102.0,68.0,1.0,447.0,2,2,3.780821917808219,3.3306451612903225,8.433741351782864,2019,9,27,0,0,0,0,0,0,0,0,0,0,0,0
2035,2027.0,20.0,2047.0,2315.0,12.0,2357,2327.0,0.0,0.0,142.0,120.0,88.0,1.0,735.0,2,2,4.371794871794871,2.7941176470588234,3.8926503340757237,2018,12,6,0,0,0,0,0,0,0,0,0,1,0,0
1400,1358.0,11.0,1409.0,1709.0,6.0,1730,1715.0,0.0,0.0,150.0,137.0,120.0,1.0,888.0,1,3,6.291666666666667,5.853982300884955,5.238848337388483,2018,10,1,0,0,0,0,0,1,0,0,0,0,0,0
2135,2133.0,17.0,2150.0,2212.0,4.0,2226,2216.0,0.0,0.0,51.0,43.0,22.0,1.0,93.0,3,2,3.3803418803418803,-3.888888888888889,0.2513274336283186,2018,12,19,0,0,0,0,0,0,0,0,1,0,0,0
1810,1807.0,14.0,1821.0,2037.0,3.0,2110,2040.0,0.0,0.0,180.0,153.0,136.0,1.0,1065.0,2,2,13.230392156862745,11.274809160305344,8.433741351782864,2018,10,29,0,0,1,0,0,0,0,0,0,0,0,1
1427,1427.0,11.0,1438.0,1546.0,6.0,1611,1552.0,0.0,0.0,224.0,205.0,188.0,1.0,1464.0,1,1,7.691891891891892,5.244131455399061,5.238848337388483,2019,9,4,0,0,0,0,0,1,0,0,0,0,0,0
1308,1259.0,12.0,1311.0,1319.0,7.0,1343,1326.0,0.0,0.0,95.0,87.0,68.0,1.0,411.0,1,1,-5.222222222222222,5.509433962264151,3.8926503340757237,2018,7,19,0,0,0,0,0,1,0,0,1,0,0,0
2150,119.0,12.0,131.0,315.0,4.0,4,319.0,0.0,0.0,134.0,120.0,104.0,1.0,805.0,3,2,3.2956521739130435,15.789473684210526,12.448753462603879,2018,2,22,0,0,0,0,0,1,0,0,1,0,0,0
1504,1543.0,10.0,1553.0,1738.0,10.0,1727,1748.0,0.0,0.0,203.0,185.0,165.0,1.0,1217.0,1,3,0.3026315789473684,6.182608695652174,5.238848337388483,2018,7,28,0,0,0,0,0,1,0,0,0,0,0,1
1940,2032.0,17.0,2049.0,2126.0,5.0,2045,2131.0,0.0,0.0,65.0,59.0,37.0,1.0,196.0,2,3,4.371794871794871,-5.461538461538462,3.8926503340757237,2019,3,12,0,0,1,0,0,0,0,0,0,0,0,0
1420,1512.0,18.0,1530.0,1553.0,5.0,1525,1558.0,0.0,0.0,65.0,46.0,23.0,1.0,76.0,1,1,4.371794871794871,1.3333333333333333,3.8926503340757237,2019,2,6,0,0,0,1,0,0,0,0,0,1,0,0
600,559.0,60.0,659.0,835.0,29.0,803,904.0,0.0,0.0,123.0,185.0,96.0,1.0,642.0,0,0,11.787878787878787,11.608910891089108,8.433741351782864,2019,1,24,0,0,0,0,0,0,0,0,1,0,0,0
1055,1151.0,21.0,1212.0,1541.0,3.0,1458,1544.0,0.0,0.0,183.0,173.0,149.0,1.0,1212.0,0,1,7.691891891891892,2.9714285714285715,5.238848337388483,2019,5,19,0,0,0,0,0,1,0,0,0,0,0,1
920,1208.0,33.0,1241.0,1309.0,11.0,1040,1320.0,0.0,0.0,80.0,72.0,28.0,1.0,129.0,0,0,-1.7521367521367521,4.681632653061224,3.8926503340757237,2018,8,27,0,0,1,0,0,0,0,0,0,0,0,0
1600,1552.0,8.0,1600.0,1701.0,21.0,1728,1722.0,0.0,0.0,88.0,90.0,61.0,1.0,411.0,1,3,2.1746031746031744,7.389830508474576,3.8926503340757237,2018,3,18,0,0,0,0,0,1,0,0,0,0,0,1
1931,1926.0,14.0,1940.0,2046.0,4.0,2100,2050.0,0.0,0.0,89.0,84.0,66.0,1.0,469.0,2,2,7.691891891891892,9.4,5.238848337388483,2019,6,25,0,0,0,0,0,1,0,0,1,0,0,0
1700,1717.0,27.0,1744.0,1856.0,4.0,1847,1900.0,0.0,0.0,107.0,103.0,72.0,1.0,399.0,2,3,8.886138613861386,7.389830508474576,5.238848337388483,2019,11,18,0,0,1,0,0,0,0,0,1,0,0,0
825,822.0,17.0,839.0,949.0,3.0,1020,952.0,0.0,0.0,175.0,150.0,130.0,1.0,867.0,0,0,8.886138613861386,6.559837728194726,8.433741351782864,2018,12,20,0,0,0,0,0,1,0,0,0,0,0,0
830,825.0,23.0,848.0,1116.0,3.0,1125,1119.0,0.0,0.0,175.0,174.0,148.0,1.0,1068.0,0,0,13.230392156862745,3.2093023255813953,8.433741351782864,2018,9,26,0,0,1,0,0,0,0,0,0,0,0,1
1015,1039.0,24.0,1103.0,1300.0,6.0,1250,1306.0,0.0,0.0,275.0,267.0,237.0,1.0,1735.0,0,1,6.291666666666667,5.244131455399061,4.019512195121951,2019,11,11,0,0,0,1,0,0,0,0,0,0,0,1
1040,1040.0,11.0,1051.0,1510.0,5.0,1530,1515.0,0.0,0.0,170.0,155.0,139.0,1.0,1123.0,0,1,11.076335877862595,2.8728813559322033,4.019512195121951,2018,3,14,0,0,0,0,0,1,0,0,0,0,0,0
620,616.0,14.0,630.0,726.0,7.0,741,733.0,0.0,0.0,81.0,77.0,56.0,1.0,335.0,0,0,9.73913043478261,-0.5247524752475248,5.238848337388483,2018,3,12,0,0,1,0,0,0,0,0,1,0,0,0
1535,1534.0,75.0,1649.0,1751.0,4.0,1705,1755.0,0.0,0.0,90.0,141.0,62.0,1.0,343.0,1,3,8.886138613861386,12.6875,5.238848337388483,2019,8,7,0,0,1,0,0,0,0,0,1,0,0,0
700,852.0,11.0,903.0,1008.0,5.0,834,1013.0,0.0,0.0,94.0,81.0,65.0,1.0,397.0,0,0,5.229665071770335,5.541666666666667,10.057142857142857,2019,9,28,0,0,0,0,0,1,0,0,0,0,0,0
600,551.0,13.0,604.0,852.0,7.0,856,859.0,0.0,0.0,176.0,188.0,168.0,1.0,1197.0,0,0,6.580645161290323,5.153846153846154,12.448753462603879,2018,9,6,0,0,1,0,0,0,0,0,1,0,0,0
931,922.0,16.0,938.0,1048.0,8.0,1114,1056.0,0.0,0.0,103.0,94.0,70.0,1.0,493.0,0,0,-3.095890410958904,-0.15384615384615385,3.8926503340757237,2019,10,17,0,0,1,0,0,0,0,0,0,0,0,1
1135,1137.0,14.0,1151.0,1406.0,12.0,1415,1418.0,0.0,0.0,160.0,161.0,135.0,1.0,954.0,0,1,3.3803418803418803,12.79734219269103,3.8926503340757237,2018,5,8,0,0,1,0,0,0,0,0,0,0,0,1
1105,1121.0,13.0,1134.0,1145.0,3.0,1140,1148.0,0.0,0.0,95.0,87.0,71.0,1.0,413.0,0,0,-5.593220338983051,6.559837728194726,8.433741351782864,2018,4,12,0,0,0,0,0,0,0,0,1,0,0,0
