fl_date,city,count,weather_categ
2018-06-02,"Philadelphia, PA",1,rain
2018-06-02,"Santa Ana, CA",1,sunny
2018-06-02,"Seattle, WA",1,sunny
2018-06-02,"Washington, DC",1,rain
2018-06-01,"Fort Wayne, IN",1,rain
2018-06-01,"Boise, ID",1,sunny
2018-05-30,"Tampa, FL",1,rain
2018-05-31,"Washington, DC",1,rain
2018-05-30,"Tulsa, OK",1,rain
2018-05-31,"Bellingham, WA",1,cloudy
2018-05-31,"Charleston, SC",1,rain
2018-05-31,"Charlotte, NC",1,rain
2018-05-31,"Chattanooga, TN",1,rain
2018-05-31,"Chicago, IL",1,rain
2018-05-31,"Dallas, TX",1,sunny
2018-05-31,"Dallas/Fort Worth, TX",1,sunny
2018-05-31,"Denver, CO",1,sunny
2018-05-31,"Grand Rapids, MI",1,rain
2018-05-31,"Honolulu, HI",1,rain
2018-05-31,"Houston, TX",1,cloudy
2018-05-31,"Indianapolis, IN",1,rain
2018-05-31,"Los Angeles, CA",1,cloudy
2018-05-31,"Midland/Odessa, TX",1,sunny
2018-05-31,"Milwaukee, WI",1,sunny
2018-05-31,"New York, NY",1,rain
2018-05-31,"Oakland, CA",1,sunny
2018-05-31,"Pensacola, FL",1,rain
2018-05-31,"Philadelphia, PA",1,rain
2018-05-31,"Richmond, VA",1,rain
2018-05-31,"Santa Ana, CA",1,cloudy
2018-05-15,"Dayton, OH",1,rain
2018-05-15,"Dallas/Fort Worth, TX",1,cloudy
2018-05-15,"Chicago, IL",1,rain
2018-04-26,"Manchester, NH",1,rain
2018-04-25,"San Francisco, CA",1,cloudy
2018-04-25,"Shreveport, LA",1,rain
2018-04-25,"St. Louis, MO",1,rain
2018-04-25,"Waco, TX",1,rain
2018-04-25,"Washington, DC",1,rain
2018-04-26,"Atlanta, GA",1,rain
2018-04-26,"Charleston, SC",1,sunny
2018-04-26,"Denver, CO",1,sunny
2018-04-26,"Detroit, MI",1,sunny
2018-04-26,"Green Bay, WI",1,sunny
2018-04-26,"Hartford, CT",1,cloudy
2018-04-26,"Marquette, MI",1,sunny
2018-05-15,"Casper, WY",1,sunny
2018-04-26,"Minneapolis, MN",1,sunny
2018-04-26,"Orlando, FL",1,sunny
2018-04-26,"Savannah, GA",1,sunny
2018-04-26,"South Bend, IN",1,sunny
2018-04-27,"Albany, NY",1,rain
2018-04-27,"Amarillo, TX",1,sunny
2018-04-27,"Charleston, SC",1,sunny
2018-04-27,"Chicago, IL",1,rain
2018-04-27,"Dallas/Fort Worth, TX",1,sunny
2018-04-27,"Grand Rapids, MI",1,rain
2018-04-27,"Houston, TX",1,sunny
2018-04-25,"San Diego, CA",1,sunny
2018-04-25,"San Antonio, TX",1,rain
2018-04-25,"Newark, NJ",1,rain
2018-04-25,"New Orleans, LA",1,sunny
2018-04-24,"Chicago, IL",1,cloudy
2018-04-24,"Cody, WY",1,sunny
2018-04-24,"Denver, CO",1,snow & rain
2018-04-24,"Greer, SC",1,rain
2018-04-24,"Lafayette, LA",1,sunny
2018-04-24,"Los Angeles, CA",1,sunny
2018-04-24,"Nashville, TN",1,rain
2018-04-24,"Philadelphia, PA",1,rain
2018-04-24,"Phoenix, AZ",1,sunny
2018-04-24,"Salt Lake City, UT",1,sunny
2018-04-24,"San Antonio, TX",1,sunny
2018-04-24,"San Diego, CA",1,cloudy
2018-04-24,"West Palm Beach/Palm Beach, FL",1,rain
2018-04-25,"Cincinnati, OH",1,cloudy
2018-04-25,"Dayton, OH",1,cloudy
2018-04-25,"Denver, CO",1,sunny
2018-04-25,"Detroit, MI",1,rain
2018-04-25,"Fayetteville, AR",1,rain
2018-04-25,"Fort Lauderdale, FL",1,rain
2018-04-25,"Grand Forks, ND",1,sunny
2018-04-25,"Hartford, CT",1,rain
2018-04-25,"Louisville, KY",1,cloudy
2018-04-25,"Minneapolis, MN",1,sunny
2018-04-27,"Idaho Falls, ID",1,sunny
2018-04-27,"International Falls, MN",1,rain
2018-04-27,"Las Vegas, NV",1,sunny
2018-04-29,"Oakland, CA",1,cloudy
2018-04-29,"Philadelphia, PA",1,rain
2018-04-29,"Portland, ME",1,rain
2018-04-29,"Portland, OR",1,rain
2018-04-29,"Punta Gorda, FL",1,sunny
2018-04-29,"Reno, NV",1,rain
2018-04-29,"South Bend, IN",1,sunny
2018-04-29,"St. Louis, MO",1,sunny
2018-04-29,"Toledo, OH",1,sunny
2018-04-29,"Trenton, NJ",1,rain
2018-04-30,"Atlanta, GA",1,sunny
2018-04-30,"Boston, MA",1,rain
2018-04-30,"Cincinnati, OH",1,sunny
2018-04-30,"Las Vegas, NV",1,sunny
2018-04-30,"Los Angeles, CA",1,cloudy
2018-04-30,"Minneapolis, MN",1,sunny
2018-04-30,"Norfolk, VA",1,sunny
2018-04-30,"Omaha, NE",1,sunny
2018-04-30,"Providence, RI",1,rain
2018-04-30,"Tampa, FL",1,sunny
2018-05-01,"Charlotte, NC",1,sunny
2018-05-01,"Dallas/Fort Worth, TX",1,cloudy
2018-05-01,"Fresno, CA",1,sunny
2018-05-01,"Hartford, CT",1,sunny
2018-04-29,"Orlando, FL",1,sunny
2018-04-29,"Newark, NJ",1,cloudy
2018-04-27,"Medford, OR",1,rain
2018-04-29,"Mosinee, WI",1,sunny
2018-04-27,"Minneapolis, MN",1,sunny
2018-04-27,"Oakland, CA",1,cloudy
2018-04-27,"Wichita, KS",1,sunny
2018-04-28,"Anchorage, AK",1,snow
2018-04-28,"Chicago, IL",1,sunny
2018-04-28,"Denver, CO",1,sunny
2018-04-28,"Los Angeles, CA",1,sunny
2018-04-28,"Norfolk, VA",1,sunny
2018-04-28,"Orlando, FL",1,sunny
2018-04-28,"Reno, NV",1,sunny
2018-04-28,"San Francisco, CA",1,cloudy
2018-04-28,"Seattle, WA",1,rain
2018-04-28,"Unalaska, AK",1,rain
2018-04-29,"Allentown/Bethlehem/Easton, PA",1,cloudy
2018-04-29,"Colorado Springs, CO",1,sunny
2018-04-29,"Columbus, OH",1,sunny
2018-04-29,"Corpus Christi, TX",1,cloudy
2018-04-29,"Fort Lauderdale, FL",1,sunny
2018-04-29,"Greer, SC",1,sunny
2018-04-29,"Honolulu, HI",1,sunny
2018-04-29,"Los Angeles, CA",1,sunny
2018-04-29,"Mission/McAllen/Edinburg, TX",1,cloudy
2018-04-24,"Austin, TX",1,sunny
2018-04-24,"Atlanta, GA",1,cloudy
2018-04-24,"Albuquerque, NM",1,sunny
2018-04-19,"Cincinnati, OH",1,cloudy
2018-04-19,"Grand Rapids, MI",1,sunny
2018-04-19,"Indianapolis, IN",1,cloudy
2018-04-19,"Jacksonville, FL",1,sunny
2018-04-19,"Minneapolis, MN",1,sunny
2018-04-19,"Nashville, TN",1,cloudy
2018-04-19,"Orlando, FL",1,sunny
2018-04-19,"Portland, ME",1,cloudy
2018-04-19,"San Diego, CA",1,rain
2018-04-19,"Santa Ana, CA",1,cloudy
2018-04-19,"Washington, DC",1,cloudy
2018-04-20,"Atlanta, GA",1,sunny
2018-04-20,"Boston, MA",1,sunny
2018-04-20,"Charlotte, NC",1,sunny
2018-04-20,"Chicago, IL",1,sunny
2018-04-20,"Denver, CO",1,rain
2018-04-20,"El Paso, TX",1,sunny
2018-04-20,"Fort Lauderdale, FL",1,sunny
2018-04-20,"Houston, TX",1,cloudy
2018-04-20,"Jackson/Vicksburg, MS",1,sunny
2018-04-20,"Jacksonville, FL",1,cloudy
2018-04-20,"Minneapolis, MN",1,sunny
2018-04-20,"New Bern/Morehead/Beaufort, NC",1,sunny
2018-04-20,"Orlando, FL",1,cloudy
2018-04-19,"Dallas/Fort Worth, TX",1,sunny
2018-04-19,"Charlotte, NC",1,sunny
2018-04-20,"San Antonio, TX",1,cloudy
2018-04-19,"Boston, MA",1,rain
2018-04-17,"Saginaw/Bay City/Midland, MI",1,cloudy
2018-04-17,"Salt Lake City, UT",1,snow & rain
2018-04-17,"Tampa, FL",1,sunny
2018-04-17,"Tulsa, OK",1,sunny
2018-04-17,"Washington, DC",1,cloudy
2018-04-18,"Atlanta, GA",1,sunny
2018-04-18,"Boston, MA",1,cloudy
2018-04-18,"Charlotte, NC",1,sunny
2018-04-18,"Detroit, MI",1,rain
2018-04-18,"Fort Lauderdale, FL",1,sunny
2018-04-18,"Fort Myers, FL",1,sunny
2018-04-18,"Kalamazoo, MI",1,rain
2018-04-18,"Las Vegas, NV",1,sunny
2018-04-18,"Lewisburg, WV",1,sunny
2018-04-18,"Los Angeles, CA",1,sunny
2018-04-18,"Minneapolis, MN",1,cloudy
2018-04-18,"New Orleans, LA",1,sunny
2018-04-18,"Orlando, FL",1,sunny
2018-04-18,"Phoenix, AZ",1,sunny
2018-04-18,"Portland, ME",1,cloudy
2018-04-18,"Staunton, VA",1,sunny
2018-04-18,"Tampa, FL",1,sunny
2018-04-19,"Baltimore, MD",1,cloudy
2018-04-20,"Salt Lake City, UT",1,rain
2018-04-20,"San Diego, CA",1,sunny
2018-04-23,"Tampa, FL",1,rain
2018-04-22,"Detroit, MI",1,sunny
2018-04-22,"Houston, TX",1,rain
2018-04-22,"Newark, NJ",1,sunny
2018-04-22,"Ontario, CA",1,sunny
2018-04-22,"Salisbury, MD",1,sunny
2018-04-22,"Seattle, WA",1,sunny
2018-04-22,"Tampa, FL",1,cloudy
2018-04-22,"West Palm Beach/Palm Beach, FL",1,rain
2018-04-23,"Atlanta, GA",1,rain
2018-04-23,"Bismarck/Mandan, ND",1,cloudy
2018-04-23,"Chattanooga, TN",1,rain
2018-04-23,"Cincinnati, OH",1,rain
2018-04-23,"Columbus, OH",1,rain
2018-04-23,"Los Angeles, CA",1,sunny
2018-04-23,"Lubbock, TX",1,sunny
2018-04-23,"Minneapolis, MN",1,sunny
2018-04-23,"Nashville, TN",1,rain
2018-04-23,"Newark, NJ",1,sunny
2018-04-23,"Philadelphia, PA",1,sunny
2018-04-23,"Phoenix, AZ",1,sunny
2018-04-23,"Raleigh/Durham, NC",1,rain
2018-04-23,"Sioux Falls, SD",1,sunny
2018-04-22,"Evansville, IN",1,rain
2018-04-22,"Dallas/Fort Worth, TX",1,cloudy
2018-04-20,"Santa Ana, CA",1,sunny
2018-04-22,"Charlotte, NC",1,rain
2018-04-20,"Washington, DC",1,sunny
2018-04-21,"Anchorage, AK",1,cloudy
2018-04-21,"Appleton, WI",1,cloudy
2018-04-21,"Austin, TX",1,rain
2018-04-21,"Bangor, ME",1,sunny
2018-04-21,"Columbus, OH",1,cloudy
2018-04-21,"Dallas/Fort Worth, TX",1,rain
2018-04-21,"Denver, CO",1,snow & rain
2018-04-21,"Fort Lauderdale, FL",1,cloudy
2018-04-21,"Grand Junction, CO",1,rain
2018-04-21,"Juneau, AK",1,snow
2018-04-21,"Louisville, KY",1,sunny
2018-04-21,"Minneapolis, MN",1,sunny
2018-04-21,"New Orleans, LA",1,cloudy
2018-04-21,"New York, NY",1,sunny
2018-04-21,"Oakland, CA",1,sunny
2018-04-21,"Orlando, FL",1,cloudy
2018-04-21,"Philadelphia, PA",1,sunny
2018-04-21,"Providence, RI",1,sunny
2018-04-21,"Sacramento, CA",1,sunny
2018-04-21,"St. Petersburg, FL",1,cloudy
2018-04-21,"Tucson, AZ",1,sunny
2018-04-21,"Wilmington, NC",1,sunny
2018-05-01,"Houston, TX",1,rain
2018-05-01,"Las Vegas, NV",1,rain
2018-05-01,"Lynchburg, VA",1,sunny
2018-05-10,"Cincinnati, OH",1,rain
2018-05-10,"El Paso, TX",1,sunny
2018-05-10,"Houston, TX",1,sunny
2018-05-10,"Midland/Odessa, TX",1,sunny
2018-05-10,"Missoula, MT",1,rain
2018-05-10,"Nashville, TN",1,rain
2018-05-10,"New York, NY",1,cloudy
2018-05-10,"Oakland, CA",1,sunny
2018-05-10,"Omaha, NE",1,sunny
2018-05-10,"Philadelphia, PA",1,rain
2018-05-10,"Raleigh/Durham, NC",1,sunny
2018-05-10,"Rochester, MN",1,rain
2018-05-10,"Salt Lake City, UT",1,rain
2018-05-10,"San Jose, CA",1,cloudy
2018-05-11,"Akron, OH",1,rain
2018-05-11,"Atlanta, GA",1,sunny
2018-05-11,"Burbank, CA",1,cloudy
2018-05-11,"Charlotte, NC",1,sunny
2018-05-11,"Dallas/Fort Worth, TX",1,sunny
2018-05-11,"Dayton, OH",1,sunny
2018-05-11,"Denver, CO",1,cloudy
2018-05-11,"Houston, TX",1,sunny
2018-05-11,"Minneapolis, MN",1,cloudy
2018-05-11,"Newark, NJ",1,sunny
2018-05-10,"Denver, CO",1,sunny
2018-05-10,"Chicago, IL",1,sunny
2018-05-11,"Washington, DC",1,sunny
2018-05-10,"Austin, TX",1,sunny
2018-05-08,"Fort Lauderdale, FL",1,sunny
2018-05-08,"Greensboro/High Point, NC",1,sunny
2018-05-08,"Killeen, TX",1,sunny
2018-05-08,"Las Vegas, NV",1,sunny
2018-05-08,"New York, NY",1,sunny
2018-05-08,"Palm Springs, CA",1,sunny
2018-05-08,"Philadelphia, PA",1,sunny
2018-05-08,"Phoenix, AZ",1,sunny
2018-05-08,"San Jose, CA",1,sunny
2018-05-08,"Savannah, GA",1,sunny
2018-05-09,"Albuquerque, NM",1,sunny
2018-05-09,"Denver, CO",1,sunny
2018-05-09,"Detroit, MI",1,rain
2018-05-09,"Houston, TX",1,sunny
2018-05-09,"Kansas City, MO",1,sunny
2018-05-09,"Las Vegas, NV",1,sunny
2018-05-09,"Madison, WI",1,rain
2018-05-09,"Newark, NJ",1,sunny
2018-05-09,"Orlando, FL",1,sunny
2018-05-09,"Portland, OR",1,rain
2018-05-09,"San Diego, CA",1,sunny
2018-05-09,"Seattle, WA",1,rain
2018-05-11,"Tampa, FL",1,sunny
2018-05-11,"West Palm Beach/Palm Beach, FL",1,sunny
2018-05-08,"Charlotte, NC",1,sunny
2018-05-13,"Indianapolis, IN",1,cloudy
2018-05-13,"Newark, NJ",1,rain
2018-05-13,"Omaha, NE",1,cloudy
2018-05-13,"Rhinelander, WI",1,sunny
2018-05-13,"Salt Lake City, UT",1,rain
2018-05-13,"Spokane, WA",1,sunny
2018-05-13,"St. George, UT",1,sunny
2018-05-13,"St. Louis, MO",1,sunny
2018-05-13,"Valdosta, GA",1,sunny
2018-05-14,"Atlanta, GA",1,sunny
2018-05-14,"Charlotte, NC",1,rain
2018-05-14,"Columbus, OH",1,rain
2018-05-14,"Dayton, OH",1,sunny
2018-05-14,"Denver, CO",1,rain
2018-05-14,"Des Moines, IA",1,rain
2018-05-14,"Detroit, MI",1,rain
2018-05-14,"Fort Lauderdale, FL",1,rain
2018-05-14,"Green Bay, WI",1,sunny
2018-05-14,"Los Angeles, CA",1,sunny
2018-05-14,"New Orleans, LA",1,sunny
2018-05-14,"Philadelphia, PA",1,rain
2018-05-14,"San Diego, CA",1,sunny
2018-05-14,"St. Louis, MO",1,sunny
2018-05-15,"Austin, TX",1,cloudy
2018-05-13,"Minneapolis, MN",1,sunny
2018-05-13,"Huntsville, AL",1,sunny
2018-05-12,"Amarillo, TX",1,sunny
2018-05-13,"Green Bay, WI",1,sunny
2018-05-12,"Chicago, IL",1,rain
2018-05-12,"Cleveland, OH",1,rain
2018-05-12,"Ketchikan, AK",1,cloudy
2018-05-12,"Knoxville, TN",1,sunny
2018-05-12,"Lake Charles, LA",1,sunny
2018-05-12,"Las Vegas, NV",1,sunny
2018-05-12,"Minneapolis, MN",1,cloudy
2018-05-12,"Nashville, TN",1,sunny
2018-05-12,"New Orleans, LA",1,sunny
2018-05-12,"Newark, NJ",1,rain
2018-05-12,"Norfolk, VA",1,sunny
2018-05-12,"Oakland, CA",1,sunny
2018-05-12,"Omaha, NE",1,rain
2018-05-12,"Philadelphia, PA",1,rain
2018-05-12,"Phoenix, AZ",1,sunny
2018-05-12,"Rhinelander, WI",1,sunny
2018-05-12,"Sacramento, CA",1,sunny
2018-05-12,"San Diego, CA",1,cloudy
2018-05-12,"Tampa, FL",1,cloudy
2018-05-12,"Washington, DC",1,rain
2018-05-12,"Wrangell, AK",1,rain
2018-05-13,"Dallas/Fort Worth, TX",1,cloudy
2018-05-13,"Fort Lauderdale, FL",1,rain
2018-05-08,"Dallas/Fort Worth, TX",1,sunny
2018-05-08,"Boston, MA",1,sunny
2018-05-01,"Miami, FL",1,cloudy
2018-05-03,"Denver, CO",1,rain
2018-05-03,"Dickinson, ND",1,sunny
2018-05-03,"Kansas City, MO",1,rain
2018-05-03,"Las Vegas, NV",1,sunny
2018-05-03,"Milwaukee, WI",1,rain
2018-05-03,"Mobile, AL",1,sunny
2018-05-03,"Nashville, TN",1,sunny
2018-05-03,"New Haven, CT",1,sunny
2018-05-03,"New Orleans, LA",1,sunny
2018-05-03,"Norfolk, VA",1,sunny
2018-05-03,"Philadelphia, PA",1,sunny
2018-05-03,"Providence, RI",1,cloudy
2018-05-03,"Tampa, FL",1,sunny
2018-05-04,"Akron, OH",1,rain
2018-05-04,"Charleston, SC",1,sunny
2018-05-04,"Chicago, IL",1,rain
2018-05-04,"Columbus, OH",1,rain
2018-05-04,"Denver, CO",1,sunny
2018-05-04,"Detroit, MI",1,rain
2018-05-04,"Fort Myers, FL",1,sunny
2018-05-04,"Indianapolis, IN",1,rain
2018-05-04,"Lansing, MI",1,rain
2018-05-04,"Madison, WI",1,rain
2018-05-04,"Milwaukee, WI",1,rain
2018-05-03,"Detroit, MI",1,rain
2018-05-03,"Baltimore, MD",1,sunny
2018-05-04,"New York, NY",1,cloudy
2018-05-03,"Augusta, GA",1,sunny
2018-05-01,"Mobile, AL",1,cloudy
2018-05-01,"New York, NY",1,sunny
2018-05-01,"Philadelphia, PA",1,sunny
2018-05-01,"Richmond, VA",1,sunny
2018-05-01,"San Jose, CA",1,sunny
2018-05-01,"Washington, DC",1,sunny
2018-05-02,"Anchorage, AK",1,cloudy
2018-05-02,"Atlanta, GA",1,sunny
2018-05-02,"Bozeman, MT",1,sunny
2018-05-02,"Cincinnati, OH",1,sunny
2018-05-02,"Dallas/Fort Worth, TX",1,cloudy
2018-05-02,"Dayton, OH",1,sunny
2018-05-02,"Detroit, MI",1,sunny
2018-05-02,"Minneapolis, MN",1,rain
2018-05-02,"Omaha, NE",1,rain
2018-05-02,"Orlando, FL",1,sunny
2018-05-02,"San Juan, PR",1,sunny
2018-05-02,"Seattle, WA",1,sunny
2018-05-02,"Valparaiso, FL",1,sunny
2018-05-02,"Washington, DC",1,sunny
2018-05-02,"White Plains, NY",1,sunny
2018-05-03,"Albuquerque, NM",1,sunny
2018-05-04,"New Orleans, LA",1,cloudy
2018-05-04,"Philadelphia, PA",1,cloudy
2018-05-07,"Washington, DC",1,cloudy
2018-05-06,"Los Angeles, CA",1,sunny
2018-05-06,"Pensacola, FL",1,sunny
2018-05-06,"Phoenix, AZ",1,sunny
2018-05-06,"Raleigh/Durham, NC",1,rain
2018-05-06,"Richmond, VA",1,rain
2018-05-06,"Salt Lake City, UT",1,sunny
2018-05-06,"Santa Ana, CA",1,sunny
2018-05-06,"Savannah, GA",1,cloudy
2018-05-06,"Tampa, FL",1,rain
2018-05-07,"Akron, OH",1,sunny
2018-05-07,"Atlanta, GA",1,sunny
2018-05-07,"Austin, TX",1,sunny
2018-05-07,"Denver, CO",1,cloudy
2018-05-07,"Detroit, MI",1,sunny
2018-05-07,"Grand Rapids, MI",1,sunny
2018-05-07,"Kansas City, MO",1,sunny
2018-05-07,"Las Vegas, NV",1,sunny
2018-05-07,"Little Rock, AR",1,sunny
2018-05-07,"Marquette, MI",1,sunny
2018-05-07,"Ontario, CA",1,sunny
2018-05-07,"Philadelphia, PA",1,cloudy
2018-05-07,"Phoenix, AZ",1,sunny
2018-05-07,"Portland, OR",1,sunny
2018-05-06,"New York, NY",1,rain
2018-05-06,"Las Vegas, NV",1,sunny
2018-05-04,"Phoenix, AZ",1,sunny
2018-05-06,"Laramie, WY",1,cloudy
2018-05-04,"Pittsburgh, PA",1,rain
2018-05-04,"Portland, OR",1,cloudy
2018-05-04,"Punta Gorda, FL",1,sunny
2018-05-04,"Seattle, WA",1,cloudy
2018-05-04,"St. Petersburg, FL",1,sunny
2018-05-04,"State College, PA",1,cloudy
2018-05-04,"Tampa, FL",1,sunny
2018-05-05,"Chicago, IL",1,sunny
2018-05-05,"Fort Lauderdale, FL",1,cloudy
2018-05-05,"New York, NY",1,cloudy
2018-05-05,"Oakland, CA",1,cloudy
2018-05-05,"Philadelphia, PA",1,cloudy
2018-05-05,"Salt Lake City, UT",1,sunny
2018-05-05,"Valparaiso, FL",1,sunny
2018-05-05,"West Palm Beach/Palm Beach, FL",1,rain
2018-05-06,"Albany, NY",1,rain
2018-05-06,"Baltimore, MD",1,rain
2018-05-06,"Denver, CO",1,sunny
2018-05-06,"El Paso, TX",1,sunny
2018-05-06,"Great Falls, MT",1,sunny
2018-05-06,"Honolulu, HI",1,rain
2018-05-06,"Indianapolis, IN",1,rain
2018-05-06,"Kapalua, HI",1,no weather data
2018-06-08,"Harrisburg, PA",1,cloudy
2018-06-08,"Las Vegas, NV",1,sunny
2018-06-08,"Los Angeles, CA",1,sunny
2018-07-11,"San Francisco, CA",1,cloudy
2018-07-10,"Sun Valley/Hailey/Ketchum, ID",1,sunny
2018-07-10,"Williston, ND",1,rain
2018-07-11,"Austin, TX",1,sunny
2018-07-11,"Denver, CO",1,sunny
2018-07-11,"Fort Lauderdale, FL",1,rain
2018-07-11,"Greensboro/High Point, NC",1,sunny
2018-07-11,"Minneapolis, MN",1,rain
2018-07-11,"Nashville, TN",1,sunny
2018-07-11,"New York, NY",1,sunny
2018-07-11,"Norfolk, VA",1,rain
2018-07-11,"Phoenix, AZ",1,rain
2018-07-11,"San Jose, CA",1,sunny
2018-07-04,"Fort Lauderdale, FL",1,rain
2018-07-11,"St. Louis, MO",1,sunny
2018-07-11,"Tampa, FL",1,rain
2018-07-12,"Atlanta, GA",1,sunny
2018-07-12,"Bismarck/Mandan, ND",1,cloudy
2018-07-12,"Charlotte, NC",1,rain
2018-07-12,"Cincinnati, OH",1,sunny
2018-07-12,"Dallas/Fort Worth, TX",1,cloudy
2018-07-12,"Eau Claire, WI",1,rain
2018-07-12,"Kansas City, MO",1,sunny
2018-07-12,"Little Rock, AR",1,sunny
2018-07-12,"Long Beach, CA",1,cloudy
2018-07-10,"San Antonio, TX",1,cloudy
2018-07-10,"Portland, ME",1,sunny
2018-07-10,"Newark, NJ",1,sunny
2018-07-10,"Nashville, TN",1,cloudy
2018-07-09,"Houston, TX",1,rain
2018-07-09,"Las Vegas, NV",1,rain
2018-07-09,"Long Beach, CA",1,sunny
2018-07-09,"Miami, FL",1,sunny
2018-07-09,"Minneapolis, MN",1,sunny
2018-07-09,"New Orleans, LA",1,rain
2018-07-09,"Orlando, FL",1,rain
2018-07-09,"Peoria, IL",1,sunny
2018-07-09,"Phoenix, AZ",1,rain
2018-07-09,"Portland, OR",1,cloudy
2018-07-09,"Rochester, NY",1,sunny
2018-07-09,"San Diego, CA",1,sunny
2018-07-09,"Seattle, WA",1,cloudy
2018-07-09,"Tampa, FL",1,rain
2018-07-10,"Anchorage, AK",1,rain
2018-07-10,"Boston, MA",1,sunny
2018-07-10,"Buffalo, NY",1,sunny
2018-07-10,"Dallas/Fort Worth, TX",1,rain
2018-07-10,"Denver, CO",1,sunny
2018-07-10,"Houston, TX",1,rain
2018-07-10,"Las Vegas, NV",1,rain
2018-07-10,"Milwaukee, WI",1,sunny
2018-07-10,"Minneapolis, MN",1,sunny
2018-07-12,"Louisville, KY",1,sunny
2018-07-12,"Memphis, TN",1,rain
2018-07-12,"Mission/McAllen/Edinburg, TX",1,sunny
2018-07-14,"Dallas/Fort Worth, TX",1,sunny
2018-07-14,"Houston, TX",1,rain
2018-07-14,"Jacksonville, FL",1,rain
2018-07-14,"Las Vegas, NV",1,rain
2018-07-14,"Minneapolis, MN",1,sunny
2018-07-14,"Moline, IL",1,rain
2018-07-14,"New York, NY",1,cloudy
2018-07-14,"Oakland, CA",1,cloudy
2018-07-14,"Philadelphia, PA",1,sunny
2018-07-14,"Providence, RI",1,cloudy
2018-07-14,"Raleigh/Durham, NC",1,sunny
2018-07-14,"Seattle, WA",1,sunny
2018-07-14,"St. George, UT",1,sunny
2018-07-14,"St. Petersburg, FL",1,rain
2018-07-15,"Atlanta, GA",1,rain
2018-07-15,"Charleston, SC",1,sunny
2018-07-15,"Charlotte, NC",1,cloudy
2018-07-15,"Charlottesville, VA",1,cloudy
2018-07-15,"Cleveland, OH",1,rain
2018-07-15,"Denver, CO",1,rain
2018-07-15,"Des Moines, IA",1,sunny
2018-07-15,"Green Bay, WI",1,cloudy
2018-07-15,"Los Angeles, CA",1,sunny
2018-07-15,"Miami, FL",1,sunny
2018-07-14,"Detroit, MI",1,cloudy
2018-07-14,"Cincinnati, OH",1,sunny
2018-07-12,"New Orleans, LA",1,rain
2018-07-14,"Chicago, IL",1,rain
2018-07-12,"Omaha, NE",1,sunny
2018-07-12,"Orlando, FL",1,sunny
2018-07-12,"Reno, NV",1,sunny
2018-07-12,"San Francisco, CA",1,cloudy
2018-07-12,"St. Louis, MO",1,sunny
2018-07-13,"Atlanta, GA",1,rain
2018-07-13,"Bristol/Johnson City/Kingsport, TN",1,cloudy
2018-07-13,"Buffalo, NY",1,sunny
2018-07-13,"Charlotte, NC",1,cloudy
2018-07-13,"Columbus, OH",1,sunny
2018-07-13,"Fort Lauderdale, FL",1,rain
2018-07-13,"Jackson/Vicksburg, MS",1,rain
2018-07-13,"Louisville, KY",1,sunny
2018-07-13,"Pittsburgh, PA",1,sunny
2018-07-13,"Portland, OR",1,sunny
2018-07-13,"San Francisco, CA",1,sunny
2018-07-13,"San Luis Obispo, CA",1,sunny
2018-07-13,"Scranton/Wilkes-Barre, PA",1,sunny
2018-07-13,"Washington, DC",1,sunny
2018-07-14,"Birmingham, AL",1,rain
2018-07-14,"Buffalo, NY",1,cloudy
2018-07-14,"Burbank, CA",1,sunny
2018-07-14,"Charlotte, NC",1,sunny
2018-07-09,"Duluth, MN",1,rain
2018-07-09,"Dayton, OH",1,sunny
2018-07-09,"Dallas, TX",1,rain
2018-07-05,"Greensboro/High Point, NC",1,rain
2018-07-05,"Myrtle Beach, SC",1,rain
2018-07-05,"Nashville, TN",1,sunny
2018-07-05,"Newark, NJ",1,cloudy
2018-07-05,"Raleigh/Durham, NC",1,rain
2018-07-05,"Sacramento, CA",1,sunny
2018-07-05,"San Diego, CA",1,sunny
2018-07-05,"San Francisco, CA",1,cloudy
2018-07-05,"Seattle, WA",1,sunny
2018-07-05,"St. George, UT",1,sunny
2018-07-05,"St. Petersburg, FL",1,rain
2018-07-05,"Syracuse, NY",1,rain
2018-07-05,"Washington, DC",1,rain
2018-07-06,"Austin, TX",1,rain
2018-07-06,"Billings, MT",1,sunny
2018-07-06,"Boston, MA",1,rain
2018-07-06,"Chicago, IL",1,sunny
2018-07-06,"Corpus Christi, TX",1,rain
2018-07-06,"Denver, CO",1,sunny
2018-07-06,"Grand Rapids, MI",1,sunny
2018-07-06,"Houston, TX",1,rain
2018-07-06,"Kansas City, MO",1,sunny
2018-07-06,"Long Beach, CA",1,sunny
2018-07-06,"Medford, OR",1,sunny
2018-07-05,"Kansas City, MO",1,rain
2018-07-05,"Grand Rapids, MI",1,rain
2018-07-06,"New York, NY",1,rain
2018-07-05,"Fort Lauderdale, FL",1,rain
2018-07-04,"Honolulu, HI",1,sunny
2018-07-04,"Las Vegas, NV",1,sunny
2018-07-04,"Minneapolis, MN",1,rain
2018-07-04,"New Orleans, LA",1,rain
2018-07-04,"Newark, NJ",1,rain
2018-07-04,"Orlando, FL",1,rain
2018-07-04,"Philadelphia, PA",1,sunny
2018-07-04,"Phoenix, AZ",1,sunny
2018-07-04,"Portland, ME",1,sunny
2018-07-04,"Roanoke, VA",1,sunny
