fl_date,city,count,weather_categ
2019-04-05,"Newark, NJ",1,rain
2019-04-16,"Fargo, ND",1,sunny
2019-04-15,"Los Angeles, CA",1,sunny
2019-04-15,"Lafayette, LA",1,sunny
2019-04-15,"Kalamazoo, MI",1,sunny
2019-04-05,"Raleigh/Durham, NC",1,rain
2019-04-15,"Columbus, OH",1,cloudy
2019-04-15,"Dallas, TX",1,sunny
2019-04-06,"Dallas/Fort Worth, TX",1,rain
2019-04-06,"Cincinnati, OH",1,cloudy
2019-04-06,"Charlotte, NC",1,cloudy
2019-04-06,"Atlanta, GA",1,cloudy
2019-04-05,"Tulsa, OK",1,sunny
2019-04-15,"Detroit, MI",1,cloudy
2019-04-05,"Spokane, WA",1,rain
2019-04-15,"Fort Lauderdale, FL",1,rain
2019-04-05,"San Antonio, TX",1,sunny
2019-04-15,"Grand Rapids, MI",1,sunny
2019-04-15,"Houston, TX",1,sunny
2019-04-05,"Sacramento, CA",1,rain
2019-04-15,"Indianapolis, IN",1,cloudy
2019-04-16,"Fort Lauderdale, FL",1,sunny
2019-04-16,"Gainesville, FL",1,sunny
2019-04-04,"Richmond, VA",1,sunny
2019-04-17,"Baltimore, MD",1,sunny
2019-04-05,"Boston, MA",1,rain
2019-04-05,"Atlanta, GA",1,rain
2019-04-16,"Santa Ana, CA",1,rain
2019-04-16,"Seattle, WA",1,cloudy
2019-04-16,"Tampa, FL",1,sunny
2019-04-16,"Washington, DC",1,sunny
2019-04-16,"Yuma, AZ",1,sunny
2019-04-17,"Baton Rouge, LA",1,cloudy
2019-04-05,"Medford, OR",1,rain
2019-04-17,"Birmingham, AL",1,sunny
2019-04-04,"Washington, DC",1,sunny
2019-04-17,"Boston, MA",1,sunny
2019-04-17,"Columbia, SC",1,sunny
2019-04-17,"Denver, CO",1,sunny
2019-04-17,"Des Moines, IA",1,rain
2019-04-04,"South Bend, IN",1,rain
2019-04-16,"San Juan, PR",1,sunny
2019-04-16,"San Jose, CA",1,cloudy
2019-04-05,"Charleston, SC",1,rain
2019-04-16,"San Diego, CA",1,cloudy
2019-04-16,"Houston, TX",1,cloudy
2019-04-05,"Las Vegas, NV",1,sunny
2019-04-05,"Kahului, HI",1,no weather data
2019-04-05,"Indianapolis, IN",1,cloudy
2019-04-05,"Fayetteville, AR",1,sunny
2019-04-16,"Minneapolis, MN",1,sunny
2019-04-16,"Myrtle Beach, SC",1,sunny
2019-04-16,"Nashville, TN",1,sunny
2019-04-05,"Cleveland, OH",1,rain
2019-04-05,"Cincinnati, OH",1,rain
2019-04-16,"North Platte, NE",1,sunny
2019-04-16,"Omaha, NE",1,sunny
2019-04-16,"Orlando, FL",1,sunny
2019-04-05,"Chicago, IL",1,rain
2019-04-05,"Charlottesville, VA",1,rain
2019-04-30,"San Diego, CA",1,cloudy
2019-04-30,"San Francisco, CA",1,sunny
2019-04-30,"Seattle, WA",1,sunny
2019-03-16,"Houston, TX",1,cloudy
2019-05-16,"Denver, CO",1,sunny
2019-05-16,"Detroit, MI",1,rain
2019-05-16,"Flint, MI",1,rain
2019-05-16,"Hartford, CT",1,sunny
2019-03-16,"Kapalua, HI",1,no weather data
2019-05-16,"Houston, TX",1,rain
2019-03-16,"Jacksonville, FL",1,rain
2019-05-16,"Louisville, KY",1,sunny
2019-03-16,"Miami, FL",1,cloudy
2019-03-16,"Honolulu, HI",1,sunny
2019-03-16,"Hancock/Houghton, MI",1,cloudy
2019-05-16,"Myrtle Beach, SC",1,sunny
2019-05-16,"New York, NY",1,sunny
2019-05-16,"Philadelphia, PA",1,sunny
2019-05-16,"Providence, RI",1,rain
2019-05-16,"Sacramento, CA",1,rain
2019-05-16,"Cleveland, OH",1,sunny
2019-03-16,"Milwaukee, WI",1,cloudy
2019-03-16,"San Francisco, CA",1,sunny
2019-05-15,"San Juan, PR",1,sunny
2019-03-16,"Rapid City, SD",1,sunny
2019-05-15,"Las Vegas, NV",1,sunny
2019-05-15,"Long Beach, CA",1,cloudy
2019-05-15,"Pensacola, FL",1,sunny
2019-05-15,"Philadelphia, PA",1,sunny
2019-05-15,"Raleigh/Durham, NC",1,sunny
2019-05-15,"Salt Lake City, UT",1,cloudy
2019-03-16,"Orlando, FL",1,rain
2019-03-16,"Moline, IL",1,sunny
2019-05-15,"St. Louis, MO",1,rain
2019-05-15,"Tulsa, OK",1,sunny
2019-05-16,"Atlanta, GA",1,sunny
2019-03-16,"Newark, NJ",1,sunny
2019-05-16,"Boise, ID",1,rain
2019-05-16,"Boston, MA",1,sunny
2019-03-16,"Nashville, TN",1,sunny
2019-05-16,"San Diego, CA",1,rain
2019-05-16,"Seattle, WA",1,rain
2019-05-16,"Sioux Falls, SD",1,sunny
2019-05-18,"Oakland, CA",1,rain
2019-05-18,"Boston, MA",1,sunny
2019-03-15,"Phoenix, AZ",1,sunny
2019-05-18,"Charlotte, NC",1,rain
2019-05-18,"Daytona Beach, FL",1,sunny
2019-05-18,"Ketchikan, AK",1,cloudy
2019-05-18,"Las Vegas, NV",1,sunny
2019-05-18,"Minneapolis, MN",1,rain
2019-03-15,"Nashville, TN",1,sunny
2019-03-16,"Fort Lauderdale, FL",1,rain
2019-05-18,"Philadelphia, PA",1,sunny
2019-05-18,"San Francisco, CA",1,rain
2019-05-18,"Seattle, WA",1,cloudy
2019-05-18,"Shreveport, LA",1,rain
2019-03-15,"Minneapolis, MN",1,cloudy
2019-05-18,"Syracuse, NY",1,sunny
2019-03-15,"Houston, TX",1,cloudy
2019-03-15,"Providence, RI",1,rain
2019-05-18,"Boise, ID",1,cloudy
2019-05-17,"West Palm Beach/Palm Beach, FL",1,sunny
2019-03-15,"Salt Lake City, UT",1,sunny
2019-04-10,"Knoxville, TN",1,sunny
2019-05-17,"Buffalo, NY",1,cloudy
2019-03-16,"Dallas/Fort Worth, TX",1,sunny
2019-03-16,"Boston, MA",1,sunny
2019-05-17,"Houston, TX",1,cloudy
2019-03-16,"Atlanta, GA",1,sunny
2019-03-15,"Wilmington, NC",1,sunny
2019-05-17,"Killeen, TX",1,cloudy
2019-05-17,"Los Angeles, CA",1,sunny
2019-03-15,"Syracuse, NY",1,rain
2019-03-15,"Savannah, GA",1,cloudy
2019-03-15,"San Jose, CA",1,sunny
2019-05-17,"Norfolk, VA",1,rain
2019-05-17,"Orlando, FL",1,sunny
2019-05-17,"Sacramento, CA",1,cloudy
2019-05-15,"Houston, TX",1,sunny
2019-03-16,"Santa Ana, CA",1,sunny
2019-03-17,"San Diego, CA",1,sunny
2019-05-12,"Oakland, CA",1,cloudy
2019-05-12,"Portland, OR",1,sunny
2019-05-12,"San Francisco, CA",1,cloudy
2019-03-17,"Tampa, FL",1,rain
2019-03-17,"Seattle, WA",1,sunny
2019-03-17,"San Jose, CA",1,sunny
2019-05-12,"Washington, DC",1,rain
2019-05-13,"Anchorage, AK",1,cloudy
2019-05-12,"Newark, NJ",1,rain
2019-03-17,"Salt Lake City, UT",1,sunny
2019-03-17,"Pittsburgh, PA",1,cloudy
2019-05-13,"Baltimore, MD",1,rain
2019-03-17,"Phoenix, AZ",1,sunny
2019-03-17,"Philadelphia, PA",1,sunny
2019-05-13,"Columbus, OH",1,rain
2019-03-17,"Omaha, NE",1,cloudy
2019-03-17,"Washington, DC",1,sunny
2019-03-18,"Albany, NY",1,sunny
2019-03-16,"Seattle, WA",1,cloudy
2019-03-18,"Oakland, CA",1,sunny
2019-05-11,"Portland, OR",1,sunny
2019-05-11,"Santa Fe, NM",1,rain
2019-05-11,"Washington, DC",1,rain
2019-03-19,"Chicago, IL",1,sunny
2019-03-19,"Buffalo, NY",1,sunny
2019-05-11,"West Palm Beach/Palm Beach, FL",1,rain
2019-05-11,"White Plains, NY",1,cloudy
2019-05-12,"Austin, TX",1,sunny
2019-03-18,"Charlotte, NC",1,sunny
2019-03-18,"Los Angeles, CA",1,sunny
2019-05-12,"Baltimore, MD",1,rain
2019-05-12,"Charlotte, NC",1,rain
2019-03-18,"Las Vegas, NV",1,sunny
2019-03-18,"Fort Myers, FL",1,rain
2019-05-12,"Fort Lauderdale, FL",1,rain
2019-05-12,"Las Vegas, NV",1,sunny
2019-05-13,"Dallas, TX",1,sunny
2019-03-17,"New York, NY",1,sunny
2019-05-13,"Fayetteville, AR",1,sunny
2019-05-15,"Baltimore, MD",1,sunny
2019-05-14,"Las Vegas, NV",1,sunny
2019-05-14,"New York, NY",1,rain
2019-03-17,"Denver, CO",1,sunny
2019-05-14,"Orlando, FL",1,rain
2019-05-14,"Raleigh/Durham, NC",1,sunny
2019-03-17,"Colorado Springs, CO",1,sunny
2019-05-15,"Atlanta, GA",1,sunny
2019-05-15,"Boston, MA",1,cloudy
2019-05-13,"Fort Wayne, IN",1,rain
2019-03-17,"Baltimore, MD",1,sunny
2019-05-15,"Cincinnati, OH",1,sunny
2019-03-16,"Washington, DC",1,sunny
2019-05-15,"Detroit, MI",1,sunny
2019-05-15,"Fort Lauderdale, FL",1,rain
2019-03-16,"Sun Valley/Hailey/Ketchum, ID",1,sunny
2019-03-16,"St. Louis, MO",1,sunny
2019-05-14,"Fort Smith, AR",1,sunny
2019-03-17,"Des Moines, IA",1,sunny
2019-05-14,"Burlington, VT",1,rain
2019-05-14,"Baltimore, MD",1,cloudy
2019-03-17,"Missoula, MT",1,cloudy
2019-03-17,"Louisville, KY",1,sunny
2019-05-13,"Los Angeles, CA",1,cloudy
2019-03-17,"Indianapolis, IN",1,sunny
2019-05-13,"Memphis, TN",1,sunny
2019-05-13,"Phoenix, AZ",1,sunny
2019-05-13,"Rochester, NY",1,rain
2019-03-17,"Houston, TX",1,cloudy
2019-05-13,"Sacramento, CA",1,sunny
2019-03-17,"Honolulu, HI",1,sunny
2019-05-13,"San Francisco, CA",1,cloudy
2019-03-17,"Fort Myers, FL",1,cloudy
2019-03-17,"Fort Lauderdale, FL",1,cloudy
2019-05-13,"Tulsa, OK",1,rain
2019-05-14,"Akron, OH",1,cloudy
2019-05-18,"Washington, DC",1,cloudy
2019-05-19,"Boise, ID",1,rain
2019-03-15,"Fort Lauderdale, FL",1,cloudy
2019-05-22,"New York, NY",1,sunny
2019-05-22,"Mission/McAllen/Edinburg, TX",1,sunny
2019-03-12,"San Antonio, TX",1,rain
2019-05-22,"Myrtle Beach, SC",1,sunny
2019-03-12,"Salt Lake City, UT",1,sunny
2019-03-12,"Sacramento, CA",1,sunny
2019-05-22,"New Orleans, LA",1,sunny
2019-03-12,"Raleigh/Durham, NC",1,sunny
2019-03-12,"Phoenix, AZ",1,rain
2019-05-22,"Madison, WI",1,rain
2019-05-22,"Norfolk, VA",1,sunny
2019-05-22,"Oklahoma City, OK",1,rain
2019-05-22,"Omaha, NE",1,rain
2019-03-12,"Orlando, FL",1,cloudy
2019-05-22,"Palm Springs, CA",1,cloudy
2019-05-22,"Philadelphia, PA",1,sunny
2019-05-22,"Phoenix, AZ",1,sunny
2019-03-12,"Seattle, WA",1,snow & rain
2019-05-22,"Los Angeles, CA",1,rain
2019-03-15,"Detroit, MI",1,rain
2019-05-22,"Colorado Springs, CO",1,cloudy
2019-03-13,"Jacksonville/Camp Lejeune, NC",1,sunny
2019-05-22,"Austin, TX",1,cloudy
2019-05-22,"Bellingham, WA",1,sunny
2019-03-13,"Honolulu, HI",1,cloudy
2019-05-22,"Buffalo, NY",1,rain
2019-03-13,"Greer, SC",1,sunny
2019-03-13,"Dayton, OH",1,cloudy
2019-05-22,"Columbia, SC",1,sunny
2019-05-22,"Indianapolis, IN",1,rain
2019-05-22,"Columbus, OH",1,cloudy
2019-05-22,"Corpus Christi, TX",1,cloudy
2019-03-13,"Burbank, CA",1,sunny
2019-03-13,"Boston, MA",1,sunny
2019-03-12,"Tampa, FL",1,cloudy
2019-03-12,"Sioux Falls, SD",1,cloudy
2019-05-22,"Houston, TX",1,cloudy
2019-05-22,"Pullman, WA",1,cloudy
2019-05-22,"Raleigh/Durham, NC",1,cloudy
2019-03-12,"Norfolk, VA",1,sunny
2019-05-23,"Pocatello, ID",1,rain
2019-03-12,"El Paso, TX",1,rain
2019-05-23,"Nashville, TN",1,sunny
2019-05-23,"Newark, NJ",1,rain
2019-05-23,"Omaha, NE",1,rain
2019-05-23,"Orlando, FL",1,sunny
2019-05-23,"Pensacola, FL",1,sunny
2019-05-23,"Pittsburgh, PA",1,rain
2019-05-23,"Provo, UT",1,rain
2019-05-22,"San Francisco, CA",1,cloudy
2019-05-23,"Sacramento, CA",1,sunny
2019-05-23,"Salt Lake City, UT",1,rain
2019-03-12,"Detroit, MI",1,sunny
2019-05-23,"San Diego, CA",1,rain
2019-05-23,"San Jose, CA",1,cloudy
2019-03-12,"Dallas/Fort Worth, TX",1,rain
2019-05-23,"Santa Ana, CA",1,cloudy
2019-03-12,"Fort Myers, FL",1,sunny
2019-03-12,"Grand Rapids, MI",1,sunny
2019-05-23,"Myrtle Beach, SC",1,sunny
2019-05-23,"Los Angeles, CA",1,rain
2019-03-12,"Nashville, TN",1,cloudy
2019-05-22,"Springfield, MO",1,sunny
2019-03-12,"Las Vegas, NV",1,rain
2019-05-22,"Tulsa, OK",1,rain
2019-05-22,"Williston, ND",1,cloudy
2019-05-23,"Atlanta, GA",1,sunny
2019-05-23,"Bellingham, WA",1,sunny
2019-05-23,"Boston, MA",1,cloudy
2019-05-23,"Columbus, OH",1,rain
2019-05-23,"Dallas/Fort Worth, TX",1,cloudy
2019-05-23,"Detroit, MI",1,rain
2019-05-23,"Honolulu, HI",1,rain
2019-03-12,"Jacksonville, FL",1,cloudy
2019-03-12,"Hartford, CT",1,sunny
2019-05-23,"Lihue, HI",1,sunny
2019-05-22,"Atlanta, GA",1,sunny
2019-05-21,"Wilmington, NC",1,sunny
2019-03-13,"Minneapolis, MN",1,rain
2019-05-20,"Atlanta, GA",1,sunny
2019-05-19,"San Diego, CA",1,rain
2019-05-19,"San Francisco, CA",1,rain
2019-05-19,"Seattle, WA",1,rain
2019-03-14,"Minneapolis, MN",1,rain
2019-05-19,"St. Louis, MO",1,rain
2019-03-14,"Kansas City, MO",1,cloudy
2019-03-14,"Greensboro/High Point, NC",1,cloudy
2019-05-20,"Austin, TX",1,rain
2019-05-20,"Los Angeles, CA",1,sunny
2019-05-20,"Burbank, CA",1,sunny
2019-05-20,"Cleveland, OH",1,rain
2019-03-14,"Fort Lauderdale, FL",1,cloudy
2019-03-14,"Denver, CO",1,cloudy
2019-05-20,"Denver, CO",1,snow & rain
2019-03-14,"Dallas/Fort Worth, TX",1,sunny
2019-05-20,"Indianapolis, IN",1,cloudy
2019-05-19,"Salt Lake City, UT",1,rain
2019-05-19,"Sacramento, CA",1,rain
2019-03-14,"New York, NY",1,sunny
2019-05-19,"Norfolk, VA",1,sunny
2019-03-15,"Columbus, OH",1,cloudy
2019-05-19,"Boston, MA",1,cloudy
2019-05-19,"Dallas/Fort Worth, TX",1,sunny
2019-05-19,"Kansas City, MO",1,rain
2019-03-15,"Baltimore, MD",1,rain
2019-05-19,"Miami, FL",1,sunny
2019-03-15,"Austin, TX",1,cloudy
2019-03-15,"Atlanta, GA",1,rain
2019-03-14,"Washington, DC",1,sunny
2019-03-14,"San Francisco, CA",1,sunny
2019-05-19,"Minneapolis, MN",1,rain
2019-05-19,"Nashville, TN",1,rain
2019-03-14,"San Antonio, TX",1,sunny
2019-03-14,"Oakland, CA",1,sunny
2019-05-19,"New York, NY",1,sunny
2019-05-20,"Kalamazoo, MI",1,cloudy
2019-03-14,"Dallas, TX",1,sunny
2019-05-21,"Valparaiso, FL",1,sunny
2019-05-21,"Pensacola, FL",1,sunny
2019-03-13,"San Francisco, CA",1,sunny
2019-05-21,"Flint, MI",1,sunny
2019-05-21,"Mobile, AL",1,sunny
2019-05-21,"New York, NY",1,sunny
2019-05-21,"Oklahoma City, OK",1,rain
2019-03-13,"Salt Lake City, UT",1,snow
2019-05-21,"Ontario, CA",1,cloudy
2019-05-21,"Philadelphia, PA",1,sunny
2019-05-20,"Medford, OR",1,sunny
2019-05-21,"Salt Lake City, UT",1,rain
2019-03-13,"Salisbury, MD",1,sunny
2019-03-13,"Sacramento, CA",1,sunny
2019-03-13,"Philadelphia, PA",1,sunny
2019-03-13,"Orlando, FL",1,cloudy
2019-05-21,"San Jose, CA",1,rain
2019-05-21,"Sanford, FL",1,sunny
2019-05-21,"Dallas/Fort Worth, TX",1,rain
2019-03-13,"Seattle, WA",1,cloudy
2019-05-21,"Charlotte, NC",1,sunny
2019-05-21,"Baltimore, MD",1,sunny
2019-05-20,"Minneapolis, MN",1,sunny
2019-03-14,"Cincinnati, OH",1,rain
2019-03-14,"Chicago, IL",1,rain
2019-05-20,"Newark, NJ",1,sunny
2019-03-14,"Chattanooga, TN",1,rain
2019-05-20,"Norfolk, VA",1,sunny
2019-03-14,"Burbank, CA",1,sunny
2019-03-14,"Billings, MT",1,sunny
2019-03-14,"Aspen, CO",1,snow
2019-03-13,"Tampa, FL",1,sunny
2019-05-20,"St. Louis, MO",1,sunny
2019-05-20,"Washington, DC",1,sunny
2019-05-21,"Abilene, TX",1,rain
2019-03-13,"St. Louis, MO",1,rain
2019-03-13,"Spokane, WA",1,sunny
2019-05-11,"Omaha, NE",1,cloudy
2019-05-11,"New York, NY",1,cloudy
2019-05-11,"New Orleans, LA",1,rain
2019-05-04,"Philadelphia, PA",1,rain
2019-03-24,"Miami, FL",1,cloudy
2019-05-04,"Miami, FL",1,sunny
2019-05-04,"Milwaukee, WI",1,sunny
2019-03-24,"Louisville, KY",1,rain
2019-03-24,"Kansas City, MO",1,cloudy
2019-05-04,"Orlando, FL",1,rain
2019-03-24,"Jacksonville, FL",1,sunny
2019-03-24,"Houston, TX",1,cloudy
2019-05-04,"Las Vegas, NV",1,sunny
2019-05-04,"Phoenix, AZ",1,sunny
2019-05-04,"Portland, ME",1,cloudy
2019-05-04,"Portland, OR",1,sunny
2019-03-24,"Hartford, CT",1,sunny
2019-05-04,"Raleigh/Durham, NC",1,cloudy
2019-05-04,"Roswell, NM",1,sunny
2019-05-04,"San Juan, PR",1,cloudy
2019-03-24,"Milwaukee, WI",1,cloudy
2019-05-04,"Jacksonville, FL",1,rain
2019-05-05,"Portland, OR",1,sunny
2019-03-24,"Orlando, FL",1,sunny
2019-03-24,"Punta Gorda, FL",1,sunny
2019-05-03,"Phoenix, AZ",1,sunny
2019-03-24,"Portland, OR",1,cloudy
2019-05-03,"Portland, OR",1,sunny
2019-05-03,"San Jose, CA",1,sunny
2019-05-03,"Seattle, WA",1,cloudy
2019-05-03,"Yakutat, AK",1,rain
2019-03-24,"Newark, NJ",1,sunny
2019-03-24,"Minneapolis, MN",1,cloudy
2019-05-04,"Atlanta, GA",1,rain
2019-05-04,"Boston, MA",1,rain
2019-03-24,"New York, NY",1,sunny
2019-03-24,"Nashville, TN",1,cloudy
2019-05-04,"Detroit, MI",1,cloudy
2019-03-24,"Monterey, CA",1,sunny
2019-05-04,"Fresno, CA",1,sunny
2019-05-04,"Sanford, FL",1,rain
2019-03-24,"Fresno, CA",1,sunny
2019-03-24,"Fort Myers, FL",1,sunny
2019-03-22,"Savannah, GA",1,sunny
2019-03-23,"Dallas/Fort Worth, TX",1,rain
2019-03-23,"Charleston, SC",1,sunny
2019-03-23,"Aspen, CO",1,cloudy
2019-05-05,"Detroit, MI",1,sunny
2019-05-05,"Fort Lauderdale, FL",1,rain
2019-05-05,"Indianapolis, IN",1,sunny
2019-05-05,"Lihue, HI",1,sunny
2019-03-24,"Detroit, MI",1,cloudy
2019-05-05,"Minneapolis, MN",1,sunny
2019-05-05,"Myrtle Beach, SC",1,rain
2019-03-22,"San Luis Obispo, CA",1,cloudy
2019-03-22,"San Francisco, CA",1,rain
2019-05-05,"Phoenix, AZ",1,sunny
2019-03-22,"San Diego, CA",1,sunny
2019-05-05,"Pittsburgh, PA",1,rain
2019-05-05,"Dallas, TX",1,sunny
2019-05-05,"Chicago, IL",1,sunny
2019-03-23,"Erie, PA",1,sunny
2019-03-23,"Indianapolis, IN",1,sunny
2019-05-04,"Santa Ana, CA",1,sunny
2019-03-24,"Denver, CO",1,sunny
2019-03-24,"Charlotte, NC",1,sunny
2019-03-24,"Burbank, CA",1,sunny
2019-05-04,"St. Louis, MO",1,rain
2019-05-04,"Tampa, FL",1,rain
2019-03-23,"San Francisco, CA",1,rain
2019-03-23,"Raleigh/Durham, NC",1,sunny
2019-05-04,"Tulsa, OK",1,rain
2019-03-23,"Philadelphia, PA",1,sunny
2019-05-05,"Atlanta, GA",1,rain
2019-03-23,"Newark, NJ",1,sunny
2019-05-05,"Boston, MA",1,rain
2019-03-23,"New Orleans, LA",1,sunny
2019-03-23,"Las Vegas, NV",1,sunny
2019-05-03,"Orlando, FL",1,rain
2019-03-24,"Raleigh/Durham, NC",1,sunny
2019-05-03,"New Orleans, LA",1,cloudy
2019-05-02,"Atlanta, GA",1,sunny
2019-03-26,"Salt Lake City, UT",1,sunny
2019-03-26,"Sacramento, CA",1,rain
2019-05-01,"Seattle, WA",1,sunny
2019-05-01,"Washington, DC",1,cloudy
2019-03-26,"Pittsburgh, PA",1,sunny
2019-03-26,"Phoenix, AZ",1,sunny
2019-05-02,"Akron, OH",1,rain
2019-05-02,"Boston, MA",1,rain
2019-03-26,"Denver, CO",1,sunny
2019-05-02,"Burbank, CA",1,cloudy
2019-05-02,"Charlotte, NC",1,sunny
2019-03-26,"Orlando, FL",1,sunny
2019-03-26,"Los Angeles, CA",1,sunny
2019-03-26,"Fresno, CA",1,sunny
2019-03-26,"Fayetteville, NC",1,cloudy
2019-05-02,"Houston, TX",1,cloudy
2019-03-26,"San Francisco, CA",1,rain
2019-03-26,"Seattle, WA",1,rain
2019-05-01,"Salt Lake City, UT",1,sunny
2019-03-26,"Tampa, FL",1,sunny
2019-03-27,"Duluth, MN",1,cloudy
2019-03-27,"Chattanooga, TN",1,sunny
2019-05-01,"Boston, MA",1,cloudy
2019-05-01,"Burbank, CA",1,sunny
2019-05-01,"Chicago, IL",1,rain
2019-03-27,"Boston, MA",1,sunny
2019-05-01,"Columbus, OH",1,cloudy
2019-05-01,"Detroit, MI",1,rain
2019-05-01,"Indianapolis, IN",1,rain
2019-05-01,"Melbourne, FL",1,rain
2019-05-01,"Miami, FL",1,rain
2019-05-01,"Oklahoma City, OK",1,rain
2019-05-01,"Phoenix, AZ",1,sunny
2019-03-26,"West Palm Beach/Palm Beach, FL",1,sunny
2019-05-01,"Raleigh/Durham, NC",1,cloudy
2019-05-02,"Iron Mountain/Kingsfd, MI",1,cloudy
2019-05-02,"Jacksonville, FL",1,rain
2019-03-24,"San Francisco, CA",1,cloudy
2019-03-25,"Fayetteville, AR",1,cloudy
2019-05-02,"Williston, ND",1,sunny
2019-03-25,"Indianapolis, IN",1,rain
2019-03-25,"Honolulu, HI",1,rain
2019-05-03,"Billings, MT",1,sunny
2019-05-03,"Chicago, IL",1,cloudy
2019-03-25,"Fort Myers, FL",1,sunny
2019-05-03,"Cordova, AK",1,rain
2019-03-25,"Dallas/Fort Worth, TX",1,rain
2019-05-02,"Las Vegas, NV",1,sunny
2019-03-25,"Buffalo, NY",1,sunny
2019-03-25,"Boston, MA",1,sunny
2019-05-03,"Dallas/Fort Worth, TX",1,rain
2019-05-03,"Denver, CO",1,sunny
2019-03-25,"Belleville, IL",1,cloudy
2019-05-03,"Fayetteville, NC",1,rain
2019-05-03,"Houston, TX",1,rain
2019-05-02,"White Plains, NY",1,rain
2019-05-02,"Washington, DC",1,rain
2019-03-25,"La Crosse, WI",1,cloudy
2019-05-02,"Seattle, WA",1,cloudy
2019-03-26,"Charlotte, NC",1,rain
2019-03-26,"Boston, MA",1,sunny
2019-03-26,"Boise, ID",1,rain
2019-05-02,"Miami, FL",1,rain
2019-03-25,"West Palm Beach/Palm Beach, FL",1,sunny
2019-05-02,"Midland/Odessa, TX",1,cloudy
2019-03-25,"Spokane, WA",1,cloudy
2019-03-25,"San Diego, CA",1,sunny
2019-05-02,"New Orleans, LA",1,sunny
2019-05-02,"Orlando, FL",1,rain
2019-03-25,"Pittsburgh, PA",1,rain
2019-03-25,"Omaha, NE",1,cloudy
2019-03-25,"Newark, NJ",1,cloudy
2019-05-02,"San Juan, PR",1,sunny
2019-03-25,"Los Angeles, CA",1,sunny
2019-03-22,"Raleigh/Durham, NC",1,sunny
2019-05-05,"Raleigh/Durham, NC",1,rain
2019-03-19,"Columbus, OH",1,cloudy
2019-05-10,"Detroit, MI",1,cloudy
2019-05-10,"Charlotte, NC",1,cloudy
2019-03-20,"Greer, SC",1,sunny
2019-05-10,"Columbus, OH",1,rain
2019-03-20,"Greensboro/High Point, NC",1,rain
2019-03-20,"Evansville, IN",1,rain
2019-05-10,"Dayton, OH",1,cloudy
2019-03-20,"Denver, CO",1,sunny
2019-03-20,"Columbus, OH",1,rain
2019-05-10,"Cedar Rapids/Iowa City, IA",1,sunny
2019-05-10,"Fargo, ND",1,sunny
2019-03-20,"Chicago, IL",1,rain
2019-03-20,"Charleston, SC",1,cloudy
2019-05-10,"Fort Lauderdale, FL",1,rain
2019-05-10,"Hartford, CT",1,rain
2019-03-20,"Buffalo, NY",1,sunny
2019-05-10,"Indianapolis, IN",1,cloudy
2019-03-20,"Houston, TX",1,sunny
2019-05-10,"Burbank, CA",1,rain
2019-03-22,"Philadelphia, PA",1,rain
2019-03-20,"Orlando, FL",1,cloudy
2019-05-09,"Los Angeles, CA",1,cloudy
2019-03-20,"Washington, DC",1,cloudy
2019-05-09,"Milwaukee, WI",1,rain
2019-05-09,"Minneapolis, MN",1,rain
2019-03-20,"Raleigh/Durham, NC",1,rain
2019-03-20,"Providence, RI",1,sunny
2019-05-09,"New Orleans, LA",1,rain
2019-05-09,"Orlando, FL",1,cloudy
2019-05-10,"Atlanta, GA",1,cloudy
2019-05-09,"Salt Lake City, UT",1,sunny
2019-03-20,"New York, NY",1,cloudy
2019-05-09,"Savannah, GA",1,cloudy
2019-03-20,"Los Angeles, CA",1,rain
2019-03-20,"Lafayette, LA",1,sunny
2019-05-09,"Spokane, WA",1,sunny
2019-05-09,"St. Louis, MO",1,rain
2019-03-20,"Boston, MA",1,sunny
2019-05-10,"Montrose/Delta, CO",1,cloudy
2019-03-20,"Baltimore, MD",1,cloudy
2019-03-19,"Long Beach, CA",1,cloudy
2019-05-11,"Boise, ID",1,sunny
2019-05-11,"Charlotte, NC",1,rain
2019-05-11,"Charlottesville, VA",1,rain
2019-03-19,"Philadelphia, PA",1,sunny
2019-03-19,"Nashville, TN",1,sunny
2019-03-19,"Memphis, TN",1,sunny
2019-05-11,"Dallas/Fort Worth, TX",1,rain
2019-05-11,"Hilo, HI",1,sunny
2019-05-10,"Newark, NJ",1,rain
2019-05-11,"Honolulu, HI",1,cloudy
2019-03-19,"Greer, SC",1,sunny
2019-03-19,"Fort Lauderdale, FL",1,rain
2019-05-11,"Los Angeles, CA",1,sunny
2019-05-11,"Madison, WI",1,cloudy
2019-05-11,"Medford, OR",1,sunny
2019-05-11,"Minneapolis, MN",1,sunny
2019-05-11,"Baltimore, MD",1,rain
2019-05-11,"Austin, TX",1,rain
2019-05-11,"Atlanta, GA",1,rain
2019-03-19,"Raleigh/Durham, NC",1,sunny
2019-05-10,"Norfolk, VA",1,cloudy
2019-03-19,"Washington, DC",1,sunny
2019-05-10,"Ontario, CA",1,rain
2019-05-10,"Phoenix, AZ",1,sunny
2019-05-10,"Providence, RI",1,rain
2019-05-10,"Raleigh/Durham, NC",1,cloudy
2019-05-10,"San Diego, CA",1,rain
2019-05-10,"San Francisco, CA",1,cloudy
2019-05-10,"Sanford, FL",1,cloudy
2019-05-10,"Shreveport, LA",1,rain
2019-05-10,"Spokane, WA",1,sunny
2019-05-10,"Syracuse, NY",1,rain
2019-05-10,"Tampa, FL",1,cloudy
